State,Year,Solar_Capacity_MW,Total_Subsidies_kUSD,GDP_Millions,Total_Battery_MW,Bank_Loan_Interest_Rate,Solar_GHI_Score,Median_HH_Income,Electricity_Price_cents_kWh,Population_Density,EV_Market_Share_Percent,RPS_Target_Percent,Carbon_Intensity_Score
NY,2014,990.1,392007,1624801,0.0,4.17,4,81000,24.5,150,1.2,70,2
NY,2015,990.1,392007,1624801,0.0,3.85,4,81000,24.5,150,1.2,70,2
NY,2016,990.1,392007,1624801,0.0,3.65,4,81000,24.5,150,1.2,70,2
NY,2017,990.1,392007,1624801,0.0,3.99,4,81000,24.5,150,1.2,70,2
NY,2018,1244.3,391239,1710666,0.0,4.54,4,81000,24.5,150,1.2,70,2
NY,2019,1522.7,428535,1746584,0.0,3.94,4,81000,24.5,150,1.2,70,2
NY,2020,1801.2,465831,1782502,0.0,3.11,4,81000,24.5,150,1.2,70,2
NY,2021,2175.7,466650,1934524,0.0,2.96,4,81000,24.5,150,1.2,70,2
NY,2022,2577.0,465138,2071075,0.0,5.34,4,81000,24.5,150,1.2,70,2
NY,2023,2905.3,459654,2182549,114.4,6.81,4,81000,24.5,150,1.2,70,2
NY,2024,3291.9,632542,2322139,177.2,6.5,4,81000,24.5,150,1.2,70,2
OH,2014,104.6,188121,652188,0.0,4.17,4.5,68000,14,150,0.5,10,4.5
OH,2015,104.6,188121,652188,0.0,3.85,4.5,68000,14,150,0.5,10,4.5
OH,2016,104.6,188121,652188,0.0,3.65,4.5,68000,14,150,0.5,10,4.5
OH,2017,104.6,188121,652188,0.0,3.99,4.5,68000,14,150,0.5,10,4.5
OH,2018,121.7,177511,672540,0.0,4.54,4.5,68000,14,150,0.5,10,4.5
OH,2019,158.6,171131,682739,0.0,3.94,4.5,68000,14,150,0.5,10,4.5
OH,2020,195.5,164751,692938,0.0,3.11,4.5,68000,14,150,0.5,10,4.5
OH,2021,221.9,7583,764161,0.0,2.96,4.5,68000,14,150,0.5,10,4.5
OH,2022,265.5,8145,830499,0.0,5.34,4.5,68000,14,150,0.5,10,4.5
OH,2023,348.7,14389,883957,10.9,6.81,4.5,68000,14,150,0.5,10,4.5
OH,2024,416.9,18658,923141,14.2,6.5,4.5,68000,14,150,0.5,10,4.5
OK,2014,4.1,83652,192539,0.0,4.17,4.5,68000,14,150,0.5,10,4.5
OK,2015,4.1,83652,192539,0.0,3.85,4.5,68000,14,150,0.5,10,4.5
OK,2016,4.1,83652,192539,0.0,3.65,4.5,68000,14,150,0.5,10,4.5
OK,2017,4.1,83652,192539,0.0,3.99,4.5,68000,14,150,0.5,10,4.5
OK,2018,7.1,83966,204194,0.0,4.54,4.5,68000,14,150,0.5,10,4.5
OK,2019,13.5,74064,198208,0.0,3.94,4.5,68000,14,150,0.5,10,4.5
OK,2020,19.8,64162,192222,0.0,3.11,4.5,68000,14,150,0.5,10,4.5
OK,2021,35.7,64212,219132,0.0,2.96,4.5,68000,14,150,0.5,10,4.5
OK,2022,63.7,62318,247542,0.0,5.34,4.5,68000,14,150,0.5,10,4.5
OK,2023,109.8,69314,255933,1.6,6.81,4.5,68000,14,150,0.5,10,4.5
OK,2024,143.9,71625,263695,2.7,6.5,4.5,68000,14,150,0.5,10,4.5
OR,2014,110.3,155958,225535,0.0,4.17,4.5,68000,14,150,1.8,100,1
OR,2015,110.3,155958,225535,0.0,3.85,4.5,68000,14,150,1.8,100,1
OR,2016,110.3,155958,225535,0.0,3.65,4.5,68000,14,150,1.8,100,1
OR,2017,110.3,155958,225535,0.0,3.99,4.5,68000,14,150,1.8,100,1
OR,2018,131.2,154783,238467,0.0,4.54,4.5,68000,14,150,1.8,100,1
OR,2019,154.6,157321,244564,0.0,3.94,4.5,68000,14,150,1.8,100,1
OR,2020,177.9,159858,250661,0.0,3.11,4.5,68000,14,150,1.8,100,1
OR,2021,220.2,143037,276368,0.0,2.96,4.5,68000,14,150,1.8,100,1
OR,2022,295.8,129380,297084,0.0,5.34,4.5,68000,14,150,1.8,100,1
OR,2023,379.6,179644,314895,6.2,6.81,4.5,68000,14,150,1.8,100,1
OR,2024,448.1,138243,330250,8.2,6.5,4.5,68000,14,150,1.8,100,1
PA,2014,282.1,225492,754318,0.0,4.17,4.5,68000,14,150,0.5,10,4.5
PA,2015,282.1,225492,754318,0.0,3.85,4.5,68000,14,150,0.5,10,4.5
PA,2016,282.1,225492,754318,0.0,3.65,4.5,68000,14,150,0.5,10,4.5
PA,2017,282.1,225492,754318,0.0,3.99,4.5,68000,14,150,0.5,10,4.5
PA,2018,331.7,197570,780621,0.0,4.54,4.5,68000,14,150,0.5,10,4.5
PA,2019,401.9,176606,779459,0.0,3.94,4.5,68000,14,150,0.5,10,4.5
PA,2020,472.1,155641,778297,0.0,3.11,4.5,68000,14,150,0.5,10,4.5
PA,2021,532.2,98037,844876,0.0,2.96,4.5,68000,14,150,0.5,10,4.5
PA,2022,639.5,141136,916862,0.0,5.34,4.5,68000,14,150,0.5,10,4.5
PA,2023,823.1,193923,966444,9.8,6.81,4.5,68000,14,150,0.5,10,4.5
PA,2024,988.4,245164,1007874,11.1,6.5,4.5,68000,14,150,0.5,10,4.5
RI,2014,25.9,83922,58772,0.0,4.17,4.5,68000,28.5,1000,0.5,10,4.5
RI,2015,25.9,83922,58772,0.0,3.85,4.5,68000,28.5,1000,0.5,10,4.5
RI,2016,25.9,83922,58772,0.0,3.65,4.5,68000,28.5,1000,0.5,10,4.5
RI,2017,25.9,83922,58772,0.0,3.99,4.5,68000,28.5,1000,0.5,10,4.5
RI,2018,64.8,87754,60065,0.0,4.54,4.5,68000,28.5,1000,0.5,10,4.5
RI,2019,124.8,87321,61023,0.0,3.94,4.5,68000,28.5,1000,0.5,10,4.5
RI,2020,184.9,86888,61981,0.0,3.11,4.5,68000,28.5,1000,0.5,10,4.5
RI,2021,259.7,93375,67060,0.0,2.96,4.5,68000,28.5,1000,0.5,10,4.5
RI,2022,294.1,77067,71978,0.0,5.34,4.5,68000,28.5,1000,0.5,10,4.5
RI,2023,413.4,95990,76314,0.1,6.81,4.5,68000,28.5,1000,0.5,10,4.5
RI,2024,180.7,81372,80381,10.2,6.5,4.5,68000,28.5,1000,0.5,10,4.5
SC,2014,114.1,75043,224938,0.0,4.17,4.5,68000,14,150,0.5,10,4.5
SC,2015,114.1,75043,224938,0.0,3.85,4.5,68000,14,150,0.5,10,4.5
SC,2016,114.1,75043,224938,0.0,3.65,4.5,68000,14,150,0.5,10,4.5
SC,2017,114.1,75043,224938,0.0,3.99,4.5,68000,14,150,0.5,10,4.5
SC,2018,176.4,63376,236562,0.0,4.54,4.5,68000,14,150,0.5,10,4.5
SC,2019,208.2,56301,242757,0.0,3.94,4.5,68000,14,150,0.5,10,4.5
SC,2020,239.9,49226,248953,0.0,3.11,4.5,68000,14,150,0.5,10,4.5
SC,2021,274.3,60799,272465,0.0,2.96,4.5,68000,14,150,0.5,10,4.5
SC,2022,318.1,50437,305070,0.0,5.34,4.5,68000,14,150,0.5,10,4.5
SC,2023,353.0,63994,332947,5.1,6.81,4.5,68000,14,150,0.5,10,4.5
SC,2024,373.9,69413,357074,5.7,6.5,4.5,68000,14,150,0.5,10,4.5
SD,2014,0.8,4885,51615,0.0,4.17,4.5,68000,14,150,0.5,10,4.5
SD,2015,0.8,4885,51615,0.0,3.85,4.5,68000,14,150,0.5,10,4.5
SD,2016,0.8,4885,51615,0.0,3.65,4.5,68000,14,150,0.5,10,4.5
SD,2017,0.8,4885,51615,0.0,3.99,4.5,68000,14,150,0.5,10,4.5
SD,2018,0.5,3620,53350,0.0,4.54,4.5,68000,14,150,0.5,10,4.5
SD,2019,0.6,3640,55098,0.0,3.94,4.5,68000,14,150,0.5,10,4.5
SD,2020,0.8,3660,56847,0.0,3.11,4.5,68000,14,150,0.5,10,4.5
SD,2021,0.9,2922,63338,0.0,2.96,4.5,68000,14,150,0.5,10,4.5
SD,2022,1.2,2456,69426,0.0,5.34,4.5,68000,14,150,0.5,10,4.5
SD,2023,3.1,1457,74459,0.0,6.81,4.5,68000,14,150,0.5,10,4.5
SD,2024,4.6,18207,76796,0.0,6.5,4.5,68000,14,150,0.5,10,4.5
TN,2014,0.4,30762,355418,0.0,4.17,4.5,68000,14,150,0.5,10,4.5
TN,2015,0.4,30762,355418,0.0,3.85,4.5,68000,14,150,0.5,10,4.5
TN,2016,0.4,30762,355418,0.0,3.65,4.5,68000,14,150,0.5,10,4.5
TN,2017,0.4,30762,355418,0.0,3.99,4.5,68000,14,150,0.5,10,4.5
TN,2018,0.5,24241,369713,0.0,4.54,4.5,68000,14,150,0.5,10,4.5
TN,2019,0.8,19148,380651,0.0,3.94,4.5,68000,14,150,0.5,10,4.5
TN,2020,1.1,14054,391589,0.0,3.11,4.5,68000,14,150,0.5,10,4.5
TN,2021,1.2,20307,443420,0.0,2.96,4.5,68000,14,150,0.5,10,4.5
TN,2022,0.8,26591,490587,0.0,5.34,4.5,68000,14,150,0.5,10,4.5
TN,2023,1.0,28548,531247,0.2,6.81,4.5,68000,14,150,0.5,10,4.5
TN,2024,1.0,43524,561201,0.2,6.5,4.5,68000,14,150,0.5,10,4.5
TX,2014,174.5,138872,1667313,0.0,4.17,6.7,72000,14,150,0.5,5,4.5
TX,2015,174.5,138872,1667313,0.0,3.85,6.7,72000,14,150,0.5,5,4.5
TX,2016,174.5,138872,1667313,0.0,3.65,6.7,72000,14,150,0.5,5,4.5
TX,2017,174.5,138872,1667313,0.0,3.99,6.7,72000,14,150,0.5,5,4.5
TX,2018,204.1,134360,1808027,0.0,4.54,6.7,72000,14,150,0.5,5,4.5
TX,2019,344.4,151920,1809349,0.0,3.94,6.7,72000,14,150,0.5,5,4.5
TX,2020,484.6,169479,1810670,0.0,3.11,6.7,72000,14,150,0.5,5,4.5
TX,2021,627.2,168381,2117014,0.0,2.96,6.7,72000,14,150,0.5,5,4.5
TX,2022,776.3,170642,2476903,0.0,5.34,6.7,72000,14,150,0.5,5,4.5
TX,2023,1005.6,175531,2637238,39.4,6.81,6.7,72000,14,150,0.5,5,4.5
TX,2024,1132.3,217377,2769766,52.7,6.5,6.7,72000,14,150,0.5,5,4.5
UT,2014,193.3,53184,172075,0.0,4.17,4.5,68000,14,150,0.5,10,4.5
UT,2015,193.3,53184,172075,0.0,3.85,4.5,68000,14,150,0.5,10,4.5
UT,2016,193.3,53184,172075,0.0,3.65,4.5,68000,14,150,0.5,10,4.5
UT,2017,193.3,53184,172075,0.0,3.99,4.5,68000,14,150,0.5,10,4.5
UT,2018,238.4,45655,186806,0.0,4.54,4.5,68000,14,150,0.5,10,4.5
UT,2019,281.8,51208,196523,0.0,3.94,4.5,68000,14,150,0.5,10,4.5
UT,2020,325.3,56761,206241,0.0,3.11,4.5,68000,14,150,0.5,10,4.5
UT,2021,382.7,54969,233321,0.0,2.96,4.5,68000,14,150,0.5,10,4.5
UT,2022,459.6,57337,261549,0.0,5.34,4.5,68000,14,150,0.5,10,4.5
UT,2023,524.8,66760,283231,51.2,6.81,4.5,68000,14,150,0.5,10,4.5
UT,2024,582.1,68496,299471,60.7,6.5,4.5,68000,14,150,0.5,10,4.5
VA,2014,45.4,32919,515167,0.0,4.17,4.5,68000,14,150,0.5,10,4.5
VA,2015,45.4,32919,515167,0.0,3.85,4.5,68000,14,150,0.5,10,4.5
VA,2016,45.4,32919,515167,0.0,3.65,4.5,68000,14,150,0.5,10,4.5
VA,2017,45.4,32919,515167,0.0,3.99,4.5,68000,14,150,0.5,10,4.5
VA,2018,66.6,25030,537158,0.0,4.54,4.5,68000,14,150,0.5,10,4.5
VA,2019,117.3,31154,551630,0.0,3.94,4.5,68000,14,150,0.5,10,4.5
VA,2020,168.1,37277,566102,0.0,3.11,4.5,68000,14,150,0.5,10,4.5
VA,2021,240.8,62060,616188,0.0,2.96,4.5,68000,14,150,0.5,10,4.5
VA,2022,273.4,78173,665625,0.0,5.34,4.5,68000,14,150,0.5,10,4.5
VA,2023,629.3,94526,722767,3.1,6.81,4.5,68000,14,150,0.5,10,4.5
VA,2024,726.2,98864,761734,3.7,6.5,4.5,68000,14,150,0.5,10,4.5
VT,2014,93.3,70781,32589,0.0,4.17,4.5,68000,14,150,0.5,10,4.5
VT,2015,93.3,70781,32589,0.0,3.85,4.5,68000,14,150,0.5,10,4.5
VT,2016,93.3,70781,32589,0.0,3.65,4.5,68000,14,150,0.5,10,4.5
VT,2017,93.3,70781,32589,0.0,3.99,4.5,68000,14,150,0.5,10,4.5
VT,2018,108.0,46066,33483,0.0,4.54,4.5,68000,14,150,0.5,10,4.5
VT,2019,117.1,45157,34027,0.0,3.94,4.5,68000,14,150,0.5,10,4.5
VT,2020,126.2,44247,34572,0.0,3.11,4.5,68000,14,150,0.5,10,4.5
VT,2021,139.3,40022,37291,0.0,2.96,4.5,68000,14,150,0.5,10,4.5
VT,2022,154.9,42534,41211,0.0,5.34,4.5,68000,14,150,0.5,10,4.5
VT,2023,170.6,40805,43932,0.0,6.81,4.5,68000,14,150,0.5,10,4.5
VT,2024,159.3,40004,46276,0.0,6.5,4.5,68000,14,150,0.5,10,4.5
WA,2014,96.8,226627,527169,0.0,4.17,4.5,90000,14,150,2.2,100,0.8
WA,2015,96.8,226627,527169,0.0,3.85,4.5,90000,14,150,2.2,100,0.8
WA,2016,96.8,226627,527169,0.0,3.65,4.5,90000,14,150,2.2,100,0.8
WA,2017,96.8,226627,527169,0.0,3.99,4.5,90000,14,150,2.2,100,0.8
WA,2018,134.1,183640,570338,0.0,4.54,4.5,90000,14,150,2.2,100,0.8
WA,2019,165.7,169691,594038,0.0,3.94,4.5,90000,14,150,2.2,100,0.8
WA,2020,197.4,155742,617739,0.0,3.11,4.5,90000,14,150,2.2,100,0.8
WA,2021,253.1,163726,683367,0.0,2.96,4.5,90000,14,150,2.2,100,0.8
WA,2022,335.2,205259,741003,0.0,5.34,4.5,90000,14,150,2.2,100,0.8
WA,2023,425.5,221655,801456,17.0,6.81,4.5,90000,14,150,2.2,100,0.8
WA,2024,494.0,267869,856014,24.5,6.5,4.5,90000,14,150,2.2,100,0.8
WI,2014,35.4,95859,321887,0.0,4.17,4.5,68000,14,150,0.5,10,4.5
WI,2015,35.4,95859,321887,0.0,3.85,4.5,68000,14,150,0.5,10,4.5
WI,2016,35.4,95859,321887,0.0,3.65,4.5,68000,14,150,0.5,10,4.5
WI,2017,35.4,95859,321887,0.0,3.99,4.5,68000,14,150,0.5,10,4.5
WI,2018,48.3,135273,335144,0.0,4.54,4.5,68000,14,150,0.5,10,4.5
WI,2019,70.4,115126,339918,0.0,3.94,4.5,68000,14,150,0.5,10,4.5
WI,2020,92.6,94978,344691,0.0,3.11,4.5,68000,14,150,0.5,10,4.5
WI,2021,120.3,89228,368997,0.0,2.96,4.5,68000,14,150,0.5,10,4.5
WI,2022,150.9,90578,403570,0.0,5.34,4.5,68000,14,150,0.5,10,4.5
WI,2023,197.4,96244,431914,1.8,6.81,4.5,68000,14,150,0.5,10,4.5
WI,2024,236.1,94621,453299,4.0,6.5,4.5,68000,14,150,0.5,10,4.5
WV,2014,5.7,14260,75172,0.0,4.17,4.5,68000,14,150,0.5,10,10
WV,2015,5.7,14260,75172,0.0,3.85,4.5,68000,14,150,0.5,10,10
WV,2016,5.7,14260,75172,0.0,3.65,4.5,68000,14,150,0.5,10,10
WV,2017,5.7,14260,75172,0.0,3.99,4.5,68000,14,150,0.5,10,10
WV,2018,6.7,10317,79794,0.0,4.54,4.5,68000,14,150,0.5,10,10
WV,2019,8.7,5927,78665,0.0,3.94,4.5,68000,14,150,0.5,10,10
WV,2020,10.6,1536,77537,0.0,3.11,4.5,68000,14,150,0.5,10,10
WV,2021,16.9,3245,87179,0.0,2.96,4.5,68000,14,150,0.5,10,10
WV,2022,25.5,3230,98824,0.0,5.34,4.5,68000,14,150,0.5,10,10
WV,2023,33.3,3653,101480,4.3,6.81,4.5,68000,14,150,0.5,10,10
WV,2024,41.3,2681,106475,5.4,6.5,4.5,68000,14,150,0.5,10,10
WY,2014,3.1,9923,37620,0.0,4.17,4.5,68000,14,6,0.5,10,9.8
WY,2015,3.1,9923,37620,0.0,3.85,4.5,68000,14,6,0.5,10,9.8
WY,2016,3.1,9923,37620,0.0,3.65,4.5,68000,14,6,0.5,10,9.8
WY,2017,3.1,9923,37620,0.0,3.99,4.5,68000,14,6,0.5,10,9.8
WY,2018,4.6,10871,39615,0.0,4.54,4.5,68000,14,6,0.5,10,9.8
WY,2019,6.4,12801,38299,0.0,3.94,4.5,68000,14,6,0.5,10,9.8
WY,2020,8.3,14731,36983,0.0,3.11,4.5,68000,14,6,0.5,10,9.8
WY,2021,11.0,8021,42411,0.0,2.96,4.5,68000,14,6,0.5,10,9.8
WY,2022,14.8,8818,49570,0.0,5.34,4.5,68000,14,6,0.5,10,9.8
WY,2023,17.4,9324,51350,1.1,6.81,4.5,68000,14,6,0.5,10,9.8
WY,2024,20.8,8826,51498,1.4,6.5,4.5,68000,14,6,0.5,10,9.8
