State,Year,Solar_Capacity_MW,Total_Subsidies_kUSD,GDP_Millions,Total_Battery_MW,Bank_Loan_Interest_Rate,Solar_GHI_Score,Median_HH_Income,Electricity_Price_cents_kWh,Population_Density,EV_Market_Share_Percent,RPS_Target_Percent,Carbon_Intensity_Score
MN,2016,46.66,144601.0,354721.9,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MN,2017,46.66,144601.0,354721.9,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MN,2018,62.334,147355.0,372439.2,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MN,2019,82.74549999999999,135008.0,375704.30000000005,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MN,2020,103.157,122661.0,378969.4,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MN,2021,137.205,148473.0,416141.9,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MN,2022,183.318,138449.0,457393.8,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MN,2023,248.44,131161.0,483222.0,0.864,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MN,2024,291.898,152856.0,507687.8,1.3110000000000002,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MO,2014,132.509,98288.0,311273.8,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MO,2015,132.509,98288.0,311273.8,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MO,2016,132.509,98288.0,311273.8,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MO,2017,132.509,98288.0,311273.8,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MO,2018,150.69,91106.0,320451.6,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MO,2019,187.664,88124.5,328211.19999999995,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MO,2020,224.638,85143.0,335970.8,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MO,2021,272.711,106076.0,366193.1,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MO,2022,325.092,101548.0,397536.9,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MO,2023,381.122,82780.0,428887.3,5.236999999999999,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MO,2024,410.178,87342.0,448713.7,6.077,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MS,2014,3.127,31012.0,110281.4,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MS,2015,3.127,31012.0,110281.4,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MS,2016,3.127,31012.0,110281.4,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MS,2017,3.127,31012.0,110281.4,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MS,2018,4.497,17446.0,113166.4,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MS,2019,5.159,14024.0,115304.0,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MS,2020,5.821,10602.0,117441.6,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MS,2021,7.213,16312.0,130404.6,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MS,2022,9.228,24402.0,141724.2,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MS,2023,10.849,26611.0,151511.9,0.081,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MS,2024,14.411,25664.0,158192.4,0.096,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MT,2014,10.907,14311.0,48470.5,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MT,2015,10.907,14311.0,48470.5,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MT,2016,10.907,14311.0,48470.5,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MT,2017,10.907,14311.0,48470.5,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MT,2018,13.425000000000002,15328.0,51152.1,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MT,2019,18.229000000000003,13119.5,52104.7,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MT,2020,23.033,10911.0,53057.3,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MT,2021,28.016,12190.0,60314.8,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MT,2022,38.371,14778.0,69087.8,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MT,2023,58.484,13625.0,74690.3,1.179,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
MT,2024,79.77999999999999,13177.0,78441.0,2.978,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NC,2014,60.756,193321.0,546810.1,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NC,2015,60.756,193321.0,546810.1,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NC,2016,60.756,193321.0,546810.1,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NC,2017,60.756,193321.0,546810.1,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NC,2018,88.217,168353.0,568037.3,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NC,2019,137.6895,144988.5,584132.1000000001,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NC,2020,187.162,121624.0,600226.9,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NC,2021,251.745,119031.0,660804.7,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NC,2022,345.423,116065.0,729761.9,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NC,2023,439.581,133757.0,794838.0,19.857000000000003,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NC,2024,521.193,145566.0,844209.0,19.358,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
ND,2014,0.2239999999999999,271.0,56530.2,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,9.2
ND,2015,0.2239999999999999,271.0,56530.2,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,9.2
ND,2016,0.2239999999999999,271.0,56530.2,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,9.2
ND,2017,0.2239999999999999,271.0,56530.2,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,9.2
ND,2018,0.334,227.0,60377.1,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,9.2
ND,2019,0.3725,158.0,58349.25,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,9.2
ND,2020,0.411,89.0,56321.4,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,9.2
ND,2021,0.7,190.0,64830.0,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,9.2
ND,2022,1.052,87.0,75052.1,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,9.2
ND,2023,1.299,85.0,77898.1,0.0,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,9.2
ND,2024,1.268,98.0,80058.3,0.0,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,9.2
NE,2014,3.944,8755.0,123219.9,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NE,2015,3.944,8755.0,123219.9,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NE,2016,3.944,8755.0,123219.9,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NE,2017,3.944,8755.0,123219.9,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NE,2018,6.186,7156.0,127954.4,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NE,2019,6.84,6838.0,131484.45,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NE,2020,7.494000000000001,6520.0,135014.5,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NE,2021,10.918,4990.0,150952.5,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NE,2022,18.482,6659.0,167840.2,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NE,2023,26.176,7268.0,183780.9,0.154,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NE,2024,27.001,8118.0,189242.7,0.173,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NH,2014,69.694,26239.0,81179.6,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NH,2015,69.694,26239.0,81179.6,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NH,2016,69.694,26239.0,81179.6,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NH,2017,69.694,26239.0,81179.6,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NH,2018,82.02199999999999,35829.0,83859.4,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NH,2019,100.47,48333.5,86450.5,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NH,2020,118.918,60838.0,89041.6,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NH,2021,146.947,62053.0,99433.3,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NH,2022,179.612,47270.0,106824.6,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NH,2023,230.136,51022.0,114427.8,0.676,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NH,2024,267.095,60792.0,119336.6,7.511,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
NJ,2014,1446.581,210805.0,590086.7,0.0,4.17,4.5,96000.0,14.0,1200.0,1.8,10.0,4.5
NJ,2015,1446.581,210805.0,590086.7,0.0,3.85,4.5,96000.0,14.0,1200.0,1.8,10.0,4.5
NJ,2016,1446.581,210805.0,590086.7,0.0,3.65,4.5,96000.0,14.0,1200.0,1.8,10.0,4.5
NJ,2017,1446.581,210805.0,590086.7,0.0,3.99,4.5,96000.0,14.0,1200.0,1.8,10.0,4.5
NJ,2018,1665.094,173314.0,619340.2,0.0,4.54,4.5,96000.0,14.0,1200.0,1.8,10.0,4.5
NJ,2019,1909.502,188039.0,625951.25,0.0,3.94,4.5,96000.0,14.0,1200.0,1.8,10.0,4.5
NJ,2020,2153.91,202764.0,632562.3,0.0,3.11,4.5,96000.0,14.0,1200.0,1.8,10.0,4.5
NJ,2021,2348.009,325926.0,693733.8,0.0,2.96,4.5,96000.0,14.0,1200.0,1.8,10.0,4.5
NJ,2022,2692.202,521126.0,756465.6,0.0,5.34,4.5,96000.0,14.0,1200.0,1.8,10.0,4.5
NJ,2023,2693.002,687532.0,806894.0,12.551,6.81,4.5,96000.0,14.0,1200.0,1.8,10.0,4.5
NJ,2024,2883.3540000000003,816979.0,846000.4,16.709,6.5,4.5,96000.0,14.0,1200.0,1.8,10.0,4.5
NM,2014,122.99,37395.0,93210.1,0.0,4.17,6.7,68000.0,14.0,150.0,0.5,100.0,4.5
NM,2015,122.99,37395.0,93210.1,0.0,3.85,6.7,68000.0,14.0,150.0,0.5,100.0,4.5
NM,2016,122.99,37395.0,93210.1,0.0,3.65,6.7,68000.0,14.0,150.0,0.5,100.0,4.5
NM,2017,122.99,37395.0,93210.1,0.0,3.99,6.7,68000.0,14.0,150.0,0.5,100.0,4.5
NM,2018,150.212,39403.0,98838.2,0.0,4.54,6.7,68000.0,14.0,150.0,0.5,100.0,4.5
NM,2019,187.0405,36322.0,99936.85,0.0,3.94,6.7,68000.0,14.0,150.0,0.5,100.0,4.5
NM,2020,223.869,33241.0,101035.5,0.0,3.11,6.7,68000.0,14.0,150.0,0.5,100.0,4.5
NM,2021,278.192,37178.0,113781.7,0.0,2.96,6.7,68000.0,14.0,150.0,0.5,100.0,4.5
NM,2022,329.87100000000004,40666.0,129469.1,0.0,5.34,6.7,68000.0,14.0,150.0,0.5,100.0,4.5
NM,2023,394.757,51383.0,138526.0,0.875,6.81,6.7,68000.0,14.0,150.0,0.5,100.0,4.5
NM,2024,428.06,43583.0,147084.9,1.022,6.5,6.7,68000.0,14.0,150.0,0.5,100.0,4.5
NV,2014,227.302,28241.0,163199.1,0.0,4.17,6.4,68000.0,14.0,150.0,1.9,10.0,4.5
NV,2015,227.302,28241.0,163199.1,0.0,3.85,6.4,68000.0,14.0,150.0,1.9,10.0,4.5
NV,2016,227.302,28241.0,163199.1,0.0,3.65,6.4,68000.0,14.0,150.0,1.9,10.0,4.5
NV,2017,227.302,28241.0,163199.1,0.0,3.99,6.4,68000.0,14.0,150.0,1.9,10.0,4.5
NV,2018,301.691,26618.0,172547.9,0.0,4.54,6.4,68000.0,14.0,150.0,1.9,10.0,4.5
NV,2019,409.4654999999999,29061.5,174363.3,0.0,3.94,6.4,68000.0,14.0,150.0,1.9,10.0,4.5
NV,2020,517.2399999999999,31505.0,176178.7,0.0,3.11,6.4,68000.0,14.0,150.0,1.9,10.0,4.5
NV,2021,636.8580000000001,32719.0,202091.8,0.0,2.96,6.4,68000.0,14.0,150.0,1.9,10.0,4.5
NV,2022,775.261,27995.0,232437.9,0.0,5.34,6.4,68000.0,14.0,150.0,1.9,10.0,4.5
NV,2023,952.312,42666.0,253443.3,19.762,6.81,6.4,68000.0,14.0,150.0,1.9,10.0,4.5
NV,2024,1123.952,38676.0,269010.5,25.807,6.5,6.4,68000.0,14.0,150.0,1.9,10.0,4.5
NY,2014,990.117,392007.0,1624800.7,0.0,4.17,4.0,81000.0,24.5,150.0,1.2,70.0,2.0
NY,2015,990.117,392007.0,1624800.7,0.0,3.85,4.0,81000.0,24.5,150.0,1.2,70.0,2.0
NY,2016,990.117,392007.0,1624800.7,0.0,3.65,4.0,81000.0,24.5,150.0,1.2,70.0,2.0
NY,2017,990.117,392007.0,1624800.7,0.0,3.99,4.0,81000.0,24.5,150.0,1.2,70.0,2.0
NY,2018,1244.279,391239.0,1710665.6,0.0,4.54,4.0,81000.0,24.5,150.0,1.2,70.0,2.0
NY,2019,1522.7265,428535.0,1746584.0,0.0,3.94,4.0,81000.0,24.5,150.0,1.2,70.0,2.0
NY,2020,1801.174,465831.0,1782502.4,0.0,3.11,4.0,81000.0,24.5,150.0,1.2,70.0,2.0
NY,2021,2175.657,466650.0,1934524.0,0.0,2.96,4.0,81000.0,24.5,150.0,1.2,70.0,2.0
NY,2022,2576.957,465138.0,2071075.2,0.0,5.34,4.0,81000.0,24.5,150.0,1.2,70.0,2.0
NY,2023,2905.315,459654.0,2182549.0,114.397,6.81,4.0,81000.0,24.5,150.0,1.2,70.0,2.0
NY,2024,3291.89,632542.0,2322138.9,177.173,6.5,4.0,81000.0,24.5,150.0,1.2,70.0,2.0
OH,2014,104.648,188121.0,652187.5,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OH,2015,104.648,188121.0,652187.5,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OH,2016,104.648,188121.0,652187.5,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OH,2017,104.648,188121.0,652187.5,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OH,2018,121.705,177511.0,672540.1,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OH,2019,158.5835,171131.0,682739.2,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OH,2020,195.462,164751.0,692938.3,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OH,2021,221.851,7583.0,764161.4,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OH,2022,265.501,8145.0,830498.8,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OH,2023,348.678,14389.0,883957.1,10.866,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OH,2024,416.913,18658.0,923140.6,14.19,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OK,2014,4.143,83652.0,192538.6,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OK,2015,4.143,83652.0,192538.6,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OK,2016,4.143,83652.0,192538.6,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OK,2017,4.143,83652.0,192538.6,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OK,2018,7.148000000000001,83966.0,204193.9,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OK,2019,13.48,74064.0,198207.95,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OK,2020,19.812,64162.0,192222.0,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OK,2021,35.74,64212.0,219132.4,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OK,2022,63.692,62318.0,247541.5,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OK,2023,109.837,69314.0,255933.2,1.5549999999999995,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OK,2024,143.949,71625.0,263695.1,2.678,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
OR,2014,110.278,155958.0,225534.5,0.0,4.17,4.5,68000.0,14.0,150.0,1.8,100.0,1.0
OR,2015,110.278,155958.0,225534.5,0.0,3.85,4.5,68000.0,14.0,150.0,1.8,100.0,1.0
OR,2016,110.278,155958.0,225534.5,0.0,3.65,4.5,68000.0,14.0,150.0,1.8,100.0,1.0
OR,2017,110.278,155958.0,225534.5,0.0,3.99,4.5,68000.0,14.0,150.0,1.8,100.0,1.0
OR,2018,131.24,154783.0,238466.9,0.0,4.54,4.5,68000.0,14.0,150.0,1.8,100.0,1.0
OR,2019,154.57150000000001,157320.5,244563.75,0.0,3.94,4.5,68000.0,14.0,150.0,1.8,100.0,1.0
OR,2020,177.903,159858.0,250660.6,0.0,3.11,4.5,68000.0,14.0,150.0,1.8,100.0,1.0
OR,2021,220.165,143037.0,276367.7,0.0,2.96,4.5,68000.0,14.0,150.0,1.8,100.0,1.0
OR,2022,295.773,129380.0,297084.3,0.0,5.34,4.5,68000.0,14.0,150.0,1.8,100.0,1.0
OR,2023,379.581,179644.0,314895.0,6.215,6.81,4.5,68000.0,14.0,150.0,1.8,100.0,1.0
OR,2024,448.11,138243.0,330250.1,8.171,6.5,4.5,68000.0,14.0,150.0,1.8,100.0,1.0
PA,2014,282.104,225492.0,754318.0,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
PA,2015,282.104,225492.0,754318.0,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
PA,2016,282.104,225492.0,754318.0,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
PA,2017,282.104,225492.0,754318.0,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
PA,2018,331.70300000000003,197570.0,780620.7,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
PA,2019,401.877,176605.5,779458.95,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
PA,2020,472.051,155641.0,778297.2,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
PA,2021,532.16,98037.0,844875.5,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
PA,2022,639.481,141136.0,916861.7,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
PA,2023,823.1229999999999,193923.0,966444.0,9.782,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
PA,2024,988.427,245164.0,1007873.9,11.066,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
RI,2014,25.875,83922.0,58771.6,0.0,4.17,4.5,68000.0,28.5,1000.0,0.5,10.0,4.5
RI,2015,25.875,83922.0,58771.6,0.0,3.85,4.5,68000.0,28.5,1000.0,0.5,10.0,4.5
RI,2016,25.875,83922.0,58771.6,0.0,3.65,4.5,68000.0,28.5,1000.0,0.5,10.0,4.5
RI,2017,25.875,83922.0,58771.6,0.0,3.99,4.5,68000.0,28.5,1000.0,0.5,10.0,4.5
RI,2018,64.805,87754.0,60064.9,0.0,4.54,4.5,68000.0,28.5,1000.0,0.5,10.0,4.5
RI,2019,124.836,87321.0,61022.9,0.0,3.94,4.5,68000.0,28.5,1000.0,0.5,10.0,4.5
RI,2020,184.867,86888.0,61980.9,0.0,3.11,4.5,68000.0,28.5,1000.0,0.5,10.0,4.5
RI,2021,259.723,93375.0,67060.0,0.0,2.96,4.5,68000.0,28.5,1000.0,0.5,10.0,4.5
RI,2022,294.117,77067.0,71978.2,0.0,5.34,4.5,68000.0,28.5,1000.0,0.5,10.0,4.5
RI,2023,413.396,95990.0,76313.5,0.071,6.81,4.5,68000.0,28.5,1000.0,0.5,10.0,4.5
RI,2024,180.704,81372.0,80381.1,10.166,6.5,4.5,68000.0,28.5,1000.0,0.5,10.0,4.5
SC,2014,114.077,75043.0,224937.6,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SC,2015,114.077,75043.0,224937.6,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SC,2016,114.077,75043.0,224937.6,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SC,2017,114.077,75043.0,224937.6,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SC,2018,176.43800000000002,63376.0,236561.7,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SC,2019,208.162,56301.0,242757.2,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SC,2020,239.886,49226.0,248952.7,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SC,2021,274.306,60799.0,272464.9,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SC,2022,318.12100000000004,50437.0,305070.0,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SC,2023,352.967,63994.0,332946.8,5.102,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SC,2024,373.937,69413.0,357074.4,5.688,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SD,2014,0.844,4885.0,51615.1,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SD,2015,0.844,4885.0,51615.1,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SD,2016,0.844,4885.0,51615.1,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SD,2017,0.844,4885.0,51615.1,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SD,2018,0.474,3620.0,53349.5,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SD,2019,0.6185,3640.0,55098.4,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SD,2020,0.763,3660.0,56847.3,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SD,2021,0.878,2922.0,63337.7,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SD,2022,1.247,2456.0,69425.6,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SD,2023,3.103,1457.0,74458.8,0.0,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
SD,2024,4.583,18207.0,76795.8,0.0,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
TN,2014,0.44,30762.0,355417.5,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
TN,2015,0.44,30762.0,355417.5,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
TN,2016,0.44,30762.0,355417.5,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
TN,2017,0.44,30762.0,355417.5,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
TN,2018,0.456,24241.0,369713.2,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
TN,2019,0.7590000000000001,19147.5,380650.9,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
TN,2020,1.062,14054.0,391588.6,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
TN,2021,1.189,20307.0,443419.7,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
TN,2022,0.816,26591.0,490587.0,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
TN,2023,0.956,28548.0,531246.8,0.192,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
TN,2024,1.023,43524.0,561201.2,0.224,6.5,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
TX,2014,174.549,138872.0,1667313.0,0.0,4.17,6.7,72000.0,14.0,150.0,0.5,5.0,4.5
TX,2015,174.549,138872.0,1667313.0,0.0,3.85,6.7,72000.0,14.0,150.0,0.5,5.0,4.5
TX,2016,174.549,138872.0,1667313.0,0.0,3.65,6.7,72000.0,14.0,150.0,0.5,5.0,4.5
TX,2017,174.549,138872.0,1667313.0,0.0,3.99,6.7,72000.0,14.0,150.0,0.5,5.0,4.5
TX,2018,204.10200000000003,134360.0,1808026.9,0.0,4.54,6.7,72000.0,14.0,150.0,0.5,5.0,4.5
TX,2019,344.357,151919.5,1809348.5499999998,0.0,3.94,6.7,72000.0,14.0,150.0,0.5,5.0,4.5
TX,2020,484.612,169479.0,1810670.2,0.0,3.11,6.7,72000.0,14.0,150.0,0.5,5.0,4.5
TX,2021,627.165,168381.0,2117013.7,0.0,2.96,6.7,72000.0,14.0,150.0,0.5,5.0,4.5
TX,2022,776.307,170642.0,2476903.2,0.0,5.34,6.7,72000.0,14.0,150.0,0.5,5.0,4.5
TX,2023,1005.579,175531.0,2637237.6,39.386,6.81,6.7,72000.0,14.0,150.0,0.5,5.0,4.5
TX,2024,1132.331,217377.0,2769766.2,52.734,6.5,6.7,72000.0,14.0,150.0,0.5,5.0,4.5
UT,2014,193.297,53184.0,172075.0,0.0,4.17,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
UT,2015,193.297,53184.0,172075.0,0.0,3.85,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
UT,2016,193.297,53184.0,172075.0,0.0,3.65,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
UT,2017,193.297,53184.0,172075.0,0.0,3.99,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
UT,2018,238.385,45655.0,186805.7,0.0,4.54,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
UT,2019,281.8195,51208.0,196523.1,0.0,3.94,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
UT,2020,325.254,56761.0,206240.5,0.0,3.11,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
UT,2021,382.725,54969.0,233320.9,0.0,2.96,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
UT,2022,459.611,57337.0,261548.5,0.0,5.34,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
UT,2023,524.803,66760.0,283230.8,51.173,6.81,4.5,68000.0,14.0,150.0,0.5,10.0,4.5
