Utility Characteristics,,,,Photovoltaic,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,
,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Data Year,Utility Number,Utility Name,State,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2014,12901,Mora-San Miguel Elec Coop,NM,0.250,0.028,.,.,0.278,55,3,.,.,58,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.250,0.028,0.000,0.000,0.278,55,3,0,0,58,0,0,0,0,0
2014,12919,Morenci Water and Electric,AZ,.,0.033,.,.,0.033,.,3,.,.,3,.,10.611,.,.,10.611,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.033,0.000,0.000,0.033,0,3,0,0,3,0,11,0,0,11
2014,12929,South Central Indiana REMC,IN,0.205,.,.,.,0.205,33,.,.,.,33,78.300,.,.,.,78.300,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.205,0.000,0.000,0.000,0.205,33,0,0,0,33,78,0,0,0,78
2014,12989,Village of Morrisville - (VT),VT,0.133,0.083,.,.,0.216,27,1,.,.,28,.,.,.,.,0.000,0.019,.,.,.,0.019,2,.,.,.,2,.,.,.,.,0.000,0.004,.,.,.,0.004,1,.,.,.,1,.,.,.,.,0.000,0.156,0.083,0.000,0.000,0.239,30,1,0,0,31,0,0,0,0,0
2014,12990,Consolidated Electric Coop Inc,OH,0.055,0.020,.,.,0.075,6,1,.,.,7,26.268,12.640,.,.,38.908,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.055,0.020,0.000,0.000,0.075,6,1,0,0,7,26,13,0,0,39
2014,13032,Mt Carmel Public Utility Co,IL,0.015,0.010,.,.,0.025,3,1,.,.,4,9.494,2.280,.,.,11.774,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.015,0.010,0.000,0.000,0.025,3,1,0,0,4,9,2,0,0,12
2014,13036,Village of Mt. Horeb - (WI),WI,0.031,0.036,0.000,0.000,0.067,3,4,0,0,7,.,.,0.000,0.000,0.000,0.010,.,0.000,0.000,0.010,1,.,0,0,1,.,0.000,0.000,0.000,0.000,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.041,0.036,0.000,0.000,0.077,4,4,0,0,8,0,0,0,0,0
2014,13038,City of Mt Pleasant - (IA),IA,.,0.013,.,.,0.013,.,1,.,.,1,.,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.013,0.000,0.000,0.013,0,1,0,0,1,0,0,0,0,0
2014,13050,"Mountain Parks Electric, Inc",CO,0.311,.,.,.,0.311,61,.,.,.,61,.,.,.,.,0.000,0.011,.,.,.,0.011,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.322,0.000,0.000,0.000,0.322,66,0,0,0,66,0,0,0,0,0
2014,13058,"Mountain View Elec Assn, Inc",CO,1.900,.,.,.,1.900,383,.,.,.,383,257.000,.,.,.,257.000,0.129,.,.,.,0.129,32,.,.,.,32,5.500,.,.,.,5.500,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.029,0.000,0.000,0.000,2.029,415,0,0,0,415,263,0,0,0,263
2014,13073,"Mt Wheeler Power, Inc",NV,0.017,0.111,.,.,0.128,3,4,.,.,7,10.560,28.900,.,.,39.460,.,0.011,.,.,0.011,.,1,.,.,1,.,0.341,.,.,0.341,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.017,0.122,0.000,0.000,0.139,3,5,0,0,8,11,29,0,0,40
2014,13137,City of Murray - (UT),UT,0.160,0.052,0.000,0.000,0.212,42,6,0,0,48,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.160,0.052,0.000,0.000,0.212,42,6,0,0,48,0,0,0,0,0
2014,13206,Nantucket Electric Co,MA,0.040,0.010,.,.,0.050,11,1,.,.,12,.,.,.,.,0.000,0.001,0.350,.,.,0.351,1,2,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.041,0.360,0.000,0.000,0.401,12,3,0,0,15,0,0,0,0,0
2014,13208,City of Naperville - (IL),IL,0.074,0.015,0.000,.,0.089,12,4,0,.,16,.,.,.,.,0.000,0.000,0.001,0.000,.,0.001,0,1,0,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.074,0.016,0.000,0.000,0.090,12,5,0,0,17,0,0,0,0,0
2014,13209,City of Napoleon - (OH),OH,0.009,0.013,.,.,0.022,1,1,.,.,2,0.004,0.000,.,.,0.004,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.009,0.013,0.000,0.000,0.022,1,1,0,0,2,0,0,0,0,0
2014,13214,The Narragansett Electric Co,RI,1.353,3.298,.,.,4.651,306,93,.,.,399,.,.,.,.,0.000,0.023,7.532,.,.,7.555,7,12,.,.,19,.,.,.,.,0.000,0.002,0.255,.,.,0.257,2,2,.,.,4,.,.,.,.,0.000,1.378,11.085,0.000,0.000,12.463,315,107,0,0,422,0,0,0,0,0
2014,13292,Norris Electric Coop,IL,0.233,0.044,.,.,0.277,17,1,.,.,18,0.000,0.000,.,.,0.000,0.020,.,.,.,0.020,2,.,.,.,2,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.253,0.044,0.000,0.000,0.297,19,1,0,0,20,0,0,0,0,0
2014,13318,"Navopache Electric Coop, Inc",AZ,1.085,0.229,.,.,1.314,152,24,.,.,176,"1,008.900",144.380,.,.,"1,153.280",0.006,.,.,.,0.006,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.091,0.229,0.000,0.000,1.320,157,24,0,0,181,"1,009",144,0,0,"1,153"
2014,13318,"Navopache Electric Coop, Inc",NM,0.037,.,.,.,0.037,7,.,.,.,7,36.704,.,.,.,36.704,0.006,.,.,.,0.006,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.043,0.000,0.000,0.000,0.043,8,0,0,0,8,37,0,0,0,37
2014,13332,"Navarro County Elec Coop, Inc",TX,2.250,.,.,.,2.250,12,.,.,.,12,0.000,.,.,.,0.000,3.020,.,.,.,3.020,10,.,.,.,10,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.270,0.000,0.000,0.000,5.270,22,0,0,0,22,0,0,0,0,0
2014,13334,City of Nebraska City,NE,0.003,.,.,.,0.003,1,.,.,.,1,0.865,.,.,.,0.865,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.003,0.000,0.000,0.000,0.003,1,0,0,0,1,1,0,0,0,1
2014,13337,Nebraska Public Power District,NE,0.042,0.107,.,.,0.149,7,11,.,.,18,3.778,0.340,.,.,4.118,0.025,0.045,.,.,0.070,4,15,.,.,19,.,1.088,.,.,1.088,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.067,0.152,0.000,0.000,0.219,11,26,0,0,37,4,1,0,0,5
2014,13337,Nebraska Public Power District,SD,0.000,0.010,.,.,0.010,0,1,.,.,1,0.000,0.000,.,.,0.000,0.000,0.000,.,.,0.000,0,0,.,.,0,.,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.010,0.000,0.000,0.010,0,1,0,0,1,0,0,0,0,0
2014,13352,City of Negaunee,MI,.,0.010,0.000,0.000,0.010,.,1,0,0,1,.,.,0.000,0.000,0.000,.,.,0.000,0.000,0.000,.,.,0,0,0,.,0.000,0.000,0.000,0.000,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0,1,0,0,1,0,0,0,0,0
2014,13386,"Nemaha-Marshall E C A, Inc",KS,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,.,.,.,0.010,1,.,.,.,1,11.642,.,.,.,11.642,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,12,0,0,0,12
2014,13407,Nevada Power Co,NV,17.310,16.449,7.019,.,40.778,"3,078",288,62,.,"3,428",.,.,.,.,0.000,0.015,0.009,0.002,.,0.026,2,1,1,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,17.325,16.458,7.021,0.000,40.804,"3,080",289,63,0,"3,432",0,0,0,0,0
2014,13418,City of New Braunfels - (TX),TX,0.062,0.006,.,.,0.068,11,1,.,.,12,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.064,0.006,0.000,0.000,0.070,12,1,0,0,13,0,0,0,0,0
2014,13424,New Castle Municipal Serv Comm,DE,0.006,0.225,.,.,0.231,1,2,.,.,3,6.000,114.000,.,.,120.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.006,0.225,0.000,0.000,0.231,1,2,0,0,3,6,114,0,0,120
2014,13438,Village of New Glarus - (WI),WI,.,0.011,0.000,0.000,0.011,.,2,0,0,2,.,3.300,0.000,0.000,3.300,.,.,0.000,0.000,0.000,.,.,0,0,0,.,0.000,0.000,0.000,0.000,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.011,0,2,0,0,2,0,3,0,0,3
2014,13441,New Hampshire Elec Coop Inc,NH,1.976,0.459,0.181,.,2.616,394,34,2,.,430,.,.,.,.,0.000,0.101,0.002,.,.,0.103,33,1,.,.,34,.,.,.,.,0.000,0.012,0.154,0.095,.,0.261,1,2,1,.,4,.,.,.,.,0.000,2.089,0.615,0.276,0.000,2.980,428,37,3,0,468,0,0,0,0,0
2014,13448,City of New Holstein - (WI),WI,0.003,0.005,0.000,0.000,0.008,1,1,0,0,2,.,.,0.000,0.000,0.000,.,0.020,0.000,0.000,0.020,.,1,0,0,1,.,0.000,0.000,0.000,0.000,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.003,0.025,0.000,0.000,0.028,1,2,0,0,3,0,0,0,0,0
2014,13478,Entergy New Orleans Inc,LA,26.701,0.795,.,.,27.496,"5,358",30,.,.,"5,388",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,26.701,0.795,0.000,0.000,27.496,"5,358",30,0,0,"5,388",0,0,0,0,0
2014,13481,City of New Richmond,WI,.,0.013,0.000,0.000,0.013,.,2,0,0,2,.,.,0.000,0.000,0.000,.,.,0.000,0.000,0.000,.,.,0,0,0,.,0.000,0.000,0.000,0.000,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.013,0,2,0,0,2,0,0,0,0,0
2014,13485,New Smyrna Beach City of,FL,0.086,0.016,.,.,0.102,19,3,.,.,22,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.086,0.016,0.000,0.000,0.102,19,3,0,0,22,0,0,0,0,0
2014,13488,New Ulm Public Utilities Comm,MN,0.004,0.037,.,.,0.041,1,3,.,.,4,1.078,2.673,.,.,3.751,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.004,0.037,0.000,0.000,0.041,1,3,0,0,4,1,3,0,0,4
2014,13511,New York State Elec & Gas Corp,NY,14.555,16.288,0.000,0.000,30.843,"2,288",390,0,0,"2,678",.,.,.,.,0.000,0.518,0.553,0.000,0.000,1.071,72,13,0,0,85,.,.,.,.,0.000,0.075,6.400,0.000,0.000,6.475,9,19,0,0,28,.,.,.,.,0.000,15.148,23.241,0.000,0.000,38.389,"2,369",422,0,0,"2,791",0,0,0,0,0
2014,13519,City of Newark - (DE),DE,0.046,.,0.073,.,0.119,45,.,6,.,51,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.046,0.000,0.073,0.000,0.119,45,0,6,0,51,0,0,0,0,0
2014,13520,"New-Mac Electric Coop, Inc",MO,0.046,0.000,0.000,.,0.046,6,.,.,.,6,0.382,.,.,.,0.382,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.046,0.000,0.000,0.000,0.046,6,0,0,0,6,0,0,0,0,0
2014,13573,Niagara Mohawk Power Corp.,NY,30.800,48.070,2.920,.,81.790,"4,609","1,066",15,.,"5,690",.,.,.,.,0.000,1.600,1.390,0.150,.,3.140,131,44,2,.,177,.,.,.,.,0.000,1.050,2.760,.,.,3.810,39,15,.,.,54,.,.,.,.,0.000,33.450,52.220,3.070,0.000,88.740,"4,779","1,125",17,0,"5,921",0,0,0,0,0
2014,13610,Niobrara Valley El Member Corp,NE,.,0.008,.,.,0.008,.,1,.,.,1,.,0.327,.,.,0.327,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.008,0.000,0.000,0.008,0,1,0,0,1,0,0,0,0,0
2014,13640,Northern Virginia Elec Coop,VA,0.670,0.920,.,.,1.590,84,10,.,.,94,168.800,135.300,.,.,304.100,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.670,0.920,0.000,0.000,1.590,84,10,0,0,94,169,135,0,0,304
2014,13647,Noble County R E M C,IN,0.044,0.015,.,.,0.059,5,1,.,.,6,23.270,5.760,.,.,29.030,0.002,0.010,.,.,0.012,1,1,.,.,2,4.700,.,.,.,4.700,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.046,0.025,0.000,0.000,0.071,6,2,0,0,8,28,6,0,0,34
2014,13651,Nolin Rural Electric Coop Corp,KY,0.051,.,.,.,0.051,24,.,.,.,24,0.103,.,.,.,0.103,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.051,0.000,0.000,0.000,0.051,24,0,0,0,24,0,0,0,0,0
2014,13664,Norris Public Power District,NE,0.081,0.003,.,.,0.084,13,1,.,.,14,45.171,0.262,.,.,45.433,0.078,0.017,.,.,0.095,11,4,.,.,15,25.852,1.516,.,.,27.368,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.159,0.020,0.000,0.000,0.179,24,5,0,0,29,71,2,0,0,73
2014,13675,Nishnabotna Valley R E C,IA,0.050,0.000,0.000,0.000,0.050,4,0,0,0,4,0.020,0.000,0.000,0.000,0.020,0.080,0.000,0.000,0.000,0.080,9,0,0,0,9,11.473,0.000,0.000,0.000,11.473,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.130,0.000,0.000,0.000,0.130,13,0,0,0,13,11,0,0,0,11
2014,13676,"North Arkansas Elec Coop, Inc",AR,0.088,.,.,.,0.088,20,.,.,.,20,.,.,.,.,0.000,0.008,.,.,.,0.008,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.096,0.000,0.000,0.000,0.096,25,0,0,0,25,0,0,0,0,0
2014,13684,Nobles Cooperative Electric,MN,0.048,.,0.040,.,0.088,2,.,1,.,3,39.256,.,9.700,.,48.956,0.108,.,.,.,0.108,6,.,.,.,6,192.471,.,.,.,192.471,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.156,0.000,0.040,0.000,0.196,8,0,1,0,9,232,0,10,0,241
2014,13697,North Central Power Co Inc,WI,0.041,0.000,0.000,0.000,0.041,7,0,0,0,7,2.000,0.000,0.000,0.000,2.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.041,0.000,0.000,0.000,0.041,7,0,0,0,7,2,0,0,0,2
2014,13698,North Central Public Pwr Dist,NE,0.000,.,0.000,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.002,.,0.025,.,0.027,1,.,1,.,2,4.000,.,64.000,.,68.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,0.000,0.025,0.000,0.027,1,0,1,0,2,4,0,64,0,68
2014,13704,"North Western Elec Coop, Inc",OH,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.022,0.002,.,.,0.024,2,1,.,.,3,0.253,0.078,.,.,0.331,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.022,0.002,0.000,0.000,0.024,2,1,0,0,3,0,0,0,0,0
2014,13718,City of North Little Rock - (AR),AR,0.050,1.200,.,.,1.250,3,5,.,.,8,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,1.200,0.000,0.000,1.250,3,5,0,0,8,0,0,0,0,0
2014,13731,"North Star Electric Coop, Inc",MN,0.010,.,.,.,0.010,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.000,0.000,0.000,0.010,2,0,0,0,2,0,0,0,0,0
2014,13734,Northeast Oklahoma Electric Co,OK,0.060,0.005,.,.,0.065,20,1,.,.,21,21.370,.,.,.,21.370,0.015,.,.,.,0.015,2,.,.,.,2,7.350,.,.,.,7.350,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.075,0.005,0.000,0.000,0.080,22,1,0,0,23,29,0,0,0,29
2014,13739,Northeast Nebraska P P D,NE,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,0.030,.,.,0.035,1,2,.,.,3,0.759,1.195,.,.,1.954,0.035,.,.,.,0.035,2,.,.,.,2,2.086,.,.,.,2.086,0.040,0.030,0.000,0.000,0.070,3,2,0,0,5,3,1,0,0,4
2014,13756,Northern Indiana Pub Serv Co,IN,0.198,0.136,.,.,0.334,40,7,.,.,47,257.661,117.070,.,.,374.731,0.113,1.857,.,.,1.970,26,5,.,.,31,26.884,"1,992.195",.,.,"2,019.079",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.311,1.993,0.000,0.000,2.304,66,12,0,0,78,285,"2,109",0,0,"2,394"
2014,13762,"Northern Neck Elec Coop, Inc",VA,0.071,0.004,.,.,0.075,15,1,.,.,16,.,.,.,.,0.000,0.003,0.000,.,.,0.003,2,0,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.074,0.004,0.000,0.000,0.078,17,1,0,0,18,0,0,0,0,0
2014,13781,Northern States Power Co - Minnesota,MN,3.690,7.997,0.875,.,12.562,647,287,27,.,961,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.690,7.997,0.875,0.000,12.562,647,287,27,0,961,0,0,0,0,0
2014,13783,Northeast Louisiana Power Coop Inc.,LA,0.370,0.020,.,.,0.390,45,1,.,.,46,603.540,15.190,.,.,618.730,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.370,0.020,0.000,0.000,0.390,45,1,0,0,46,604,15,0,0,619
2014,13788,Northern Wasco County PUD,OR,0.024,0.103,.,.,0.127,8,2,0,0,10,14.602,7.280,0.000,0.000,21.882,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.103,0.000,0.000,0.127,8,2,0,0,10,15,7,0,0,22
2014,13789,Village of Northfield - (VT),VT,0.064,.,.,.,0.064,14,.,.,.,14,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.064,0.000,0.000,0.000,0.064,14,0,0,0,14,0,0,0,0,0
2014,13815,Northwestern Wisconsin Elec Co,WI,0.078,0.017,.,.,0.095,13,3,.,.,16,17.000,0.000,.,.,17.000,0.020,0.040,.,.,0.060,1,2,.,.,3,0.480,24.000,.,.,24.480,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.098,0.057,0.000,0.000,0.155,14,5,0,0,19,17,24,0,0,41
2014,13826,City of Norway,MI,0.006,.,0.000,0.000,0.006,1,.,0,0,1,.,.,0.000,0.000,0.000,.,.,0.000,0.000,0.000,.,.,0,0,0,.,0.000,0.000,0.000,0.000,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.006,1,0,0,0,1,0,0,0,0,0
2014,13934,Ocmulgee Electric Member Corp,GA,0.010,.,.,.,0.010,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.000,0.000,0.000,0.010,2,0,0,0,2,0,0,0,0,0
2014,13936,Oakdale Electric Coop,WI,0.063,.,.,.,0.063,13,.,.,.,13,53.739,.,.,.,53.739,0.084,0.079,.,.,0.163,4,2,.,.,6,79.463,97.174,.,.,176.637,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.147,0.079,0.000,0.000,0.226,17,2,0,0,19,133,97,0,0,230
2014,13949,City of Oberlin - (OH),OH,0.010,0.136,.,.,0.146,4,2,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.136,0.000,0.000,0.146,4,2,0,0,6,0,0,0,0,0
2014,13955,City of Ocala,FL,0.118,0.600,.,.,0.718,25,66,.,.,91,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.118,0.600,0.000,0.000,0.718,25,66,0,0,91,0,0,0,0,0
2014,13962,Oconee Electric Member Corp,GA,0.008,.,.,.,0.008,2,.,.,.,2,6.900,.,.,.,6.900,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,2,0,0,0,2,7,0,0,0,7
2014,13998,Ohio Edison Co,OH,1.612,9.525,0.040,0.000,11.177,230,85,2,0,317,0.000,0.000,0.000,0.000,0.000,0.764,1.573,1.050,0.000,3.387,73,31,3,0,107,0.000,0.000,0.000,0.000,0.000,0.000,0.065,2.507,0.000,2.572,0,1,2,0,3,0.000,0.000,0.000,0.000,0.000,2.376,11.163,3.597,0.000,17.136,303,117,7,0,427,0,0,0,0,0
2014,14006,Ohio Power Co,OH,2.919,13.516,1.110,0.000,17.545,448,164,24,0,636,50.184,116.211,6.949,0.000,173.344,0.322,2.261,9.000,0.000,11.583,58,24,2,0,84,6.970,41.983,525.600,0.000,574.553,0.001,2.307,1.000,0.000,3.308,1,4,1,0,6,0.000,96.000,0.000,0.000,96.000,3.242,18.084,11.110,0.000,32.436,507,192,27,0,726,57,254,533,0,844
2014,14012,"Ohop Mutual Light Company, Inc",WA,0.081,.,.,.,0.081,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.081,0.000,0.000,0.000,0.081,2,0,0,0,2,0,0,0,0,0
2014,14055,PUD No 1 of Okanogan County,WA,0.136,0.098,.,.,0.234,29,5,.,.,34,144.011,82.649,.,.,226.660,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.136,0.098,0.000,0.000,0.234,29,5,0,0,34,144,83,0,0,227
2014,14062,Oklahoma Electric Coop Inc,OK,0.132,.,.,.,0.132,32,.,.,.,32,.,.,.,.,0.000,0.083,.,.,.,0.083,24,.,.,.,24,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.215,0.000,0.000,0.000,0.215,56,0,0,0,56,0,0,0,0,0
2014,14063,Oklahoma Gas & Electric Co,AR,0.057,0.001,.,.,0.058,10,3,.,.,13,0.000,0.000,.,.,0.000,0.004,0.030,.,.,0.034,1,1,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.061,0.031,0.000,0.000,0.092,11,4,0,0,15,0,0,0,0,0
2014,14063,Oklahoma Gas & Electric Co,OK,0.665,0.233,.,.,0.898,193,19,.,.,212,0.000,0.000,.,.,0.000,0.124,0.543,.,.,0.667,15,11,.,.,26,.,.,.,.,0.000,0.012,.,.,.,0.012,2,.,.,.,2,.,.,.,.,0.000,0.801,0.776,0.000,0.000,1.577,210,30,0,0,240,0,0,0,0,0
2014,14074,"Okanogan County Elec Coop, Inc",WA,0.123,.,.,.,0.123,31,.,.,.,31,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.123,0.000,0.000,0.000,0.123,31,0,0,0,31,0,0,0,0,0
