Utility Characteristics,,,,Photovoltaic,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,
,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Data Year,Utility Number,Utility Name,State,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2014,6604,City of Fort Collins - (CO),CO,1.456,0.989,0.180,0.000,2.625,295,47,1,0,343,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.200,0.000,1.200,0,0,2,0,2,0.000,0.000,0.000,0.000,0.000,1.458,0.989,1.380,0.000,3.827,296,47,3,0,346,0,0,0,0,0
2014,6616,Fort Pierce Utilities Authority,FL,0.015,0.007,.,.,0.022,4,3,.,.,7,7.609,2.267,.,.,9.876,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.015,0.007,0.000,0.000,0.022,4,3,0,0,7,8,2,0,0,10
2014,6638,City of Fountain,CO,0.010,.,.,.,0.010,10,.,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.000,0.000,0.000,0.010,10,0,0,0,10,0,0,0,0,0
2014,6640,Four County Elec Member Corp,NC,0.055,0.000,0.000,0.000,0.055,7,0,0,0,7,23.639,0.000,0.000,0.000,23.639,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.055,0.000,0.000,0.000,0.055,7,0,0,0,7,24,0,0,0,24
2014,6708,City of Frankfort - (KY),KY,0.013,.,.,.,0.013,6,.,.,.,6,10.462,.,.,.,10.462,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.013,0.000,0.000,0.000,0.013,6,0,0,0,6,10,0,0,0,10
2014,6709,Easley Combined Utility System,SC,0.005,.,.,.,0.005,2,.,.,.,2,2.700,.,.,.,2.700,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,0.000,0.000,0.000,0.005,2,0,0,0,2,3,0,0,0,3
2014,6722,Franklin Rural Electric Coop - (IA),IA,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.045,.,.,.,0.045,3,.,.,.,3,28.380,.,.,.,28.380,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.045,0.000,0.000,0.000,0.045,3,0,0,0,3,28,0,0,0,28
2014,6758,City of Fredericksburg - (TX),TX,0.003,.,.,.,0.003,1,.,.,.,1,2.682,.,.,.,2.682,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.003,0.000,0.000,0.000,0.003,1,0,0,0,1,3,0,0,0,3
2014,6779,City of Fremont - (NE),NE,0.006,0.000,0.000,0.000,0.006,1,0,0,0,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.006,0.000,0.000,0.000,0.006,1,0,0,0,1,0,0,0,0,0
2014,6782,Freeborn-Mower Coop Services,MN,0.069,.,.,.,0.069,6,.,.,.,6,43.016,.,.,.,43.016,0.149,.,.,.,0.149,5,.,.,.,5,119.692,.,.,.,119.692,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.218,0.000,0.000,0.000,0.218,11,0,0,0,11,163,0,0,0,163
2014,6784,French Broad Elec Member Corp,NC,0.137,.,.,.,0.137,42,.,.,.,42,128.800,.,.,.,128.800,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,.,.,.,0.001,1,.,.,.,1,1.020,.,.,.,1.020,0.138,0.000,0.000,0.000,0.138,43,0,0,0,43,130,0,0,0,130
2014,6804,Frontier Power Company,OH,0.012,.,.,.,0.012,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.095,.,.,0.095,.,2,.,.,2,.,.,.,.,0.000,0.012,0.095,0.000,0.000,0.107,2,2,0,0,4,0,0,0,0,0
2014,6909,Gainesville Regional Utilities,FL,0.766,1.424,.,.,2.190,140,56,.,.,196,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.766,1.424,0.000,0.000,2.190,140,56,0,0,196,0,0,0,0,0
2014,6930,City of Gallup - (NM),NM,0.032,0.118,.,.,0.150,11,4,.,.,15,22.435,1.862,.,.,24.297,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.032,0.118,0.000,0.000,0.150,11,4,0,0,15,22,2,0,0,24
2014,6949,City of Gardner - (KS),KS,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.200,.,.,0.200,.,2,.,.,2,.,3.500,.,.,3.500,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.200,0.000,0.000,0.200,0,2,0,0,2,0,4,0,0,4
2014,6950,Garland Light & Power Company,WY,0.010,.,.,.,0.010,2,.,.,.,2,.,.,.,.,0.000,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.000,0.000,0.000,0.020,3,0,0,0,3,0,0,0,0,0
2014,6957,"Garkane Energy Coop, Inc",UT,0.168,0.688,.,.,0.856,31,19,.,.,50,78.385,"1,129.781",.,.,"1,208.166",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.168,0.688,0.000,0.000,0.856,31,19,0,0,50,78,"1,130",0,0,"1,208"
2014,7090,GreyStone Power Corporation,GA,0.142,0.052,.,.,0.194,21,4,.,.,25,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.142,0.052,0.000,0.000,0.194,21,4,0,0,25,0,0,0,0,0
2014,7096,City of Geneva- (IL),IL,0.024,.,.,.,0.024,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.000,0.000,0.000,0.024,2,0,0,0,2,0,0,0,0,0
2014,7140,Georgia Power Co,GA,0.900,1.080,0.250,.,2.230,196,64,6,0,266,477.930,612.520,199.910,.,"1,290.360",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.900,1.080,0.250,0.000,2.230,196,64,6,0,266,478,613,200,0,"1,290"
2014,7222,City of Gillette - (WY),WY,0.016,.,.,.,0.016,2,.,.,.,2,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.000,0.000,0.000,0.016,2,0,0,0,2,0,0,0,0,0
2014,7257,City of Girard - (KS),KS,0.001,.,.,.,0.001,1,.,.,.,1,0.240,.,.,.,0.240,0.006,.,.,.,0.006,2,.,.,.,2,0.813,.,.,.,0.813,.,.,.,.,0.000,0,.,.,.,0,.,.,.,.,0.000,0.007,0.000,0.000,0.000,0.007,3,0,0,0,3,1,0,0,0,1
2014,7262,"Glacier Electric Coop, Inc",MT,0.008,0.040,.,.,0.048,1,3,.,.,4,0.000,0.000,.,.,0.000,0.010,0.020,.,.,0.030,1,2,.,.,3,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.018,0.060,0.000,0.000,0.078,2,5,0,0,7,0,0,0,0,0
2014,7264,"Glades Electric Coop, Inc",FL,0.122,.,.,.,0.122,20,.,.,.,20,9.100,.,.,.,9.100,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.122,0.000,0.000,0.000,0.122,20,0,0,0,20,9,0,0,0,9
2014,7265,City of Gladstone,MI,0.002,.,0.000,0.000,0.002,1,.,0,0,1,.,.,0.000,0.000,0.000,.,.,0.000,0.000,0.000,.,.,0,0,0,.,0.000,0.000,0.000,0.000,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0,0,0,0,0
2014,7292,Glencoe Light & Power Comm,MN,0.019,.,.,.,0.019,4,.,.,.,4,9.606,.,.,.,9.606,0.002,.,.,.,0.002,1,.,.,.,1,0.019,.,.,.,0.019,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.021,0.000,0.000,0.000,0.021,5,0,0,0,5,10,0,0,0,10
2014,7294,City of Glendale - (CA),CA,2.408,1.481,.,.,3.889,482,40,.,.,522,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.408,1.481,0.000,0.000,3.889,482,40,0,0,522,0,0,0,0,0
2014,7300,City of Glenwood Springs - (CO),CO,0.128,0.142,.,.,0.270,37,13,.,.,50,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0.000,0.138,0.142,0.000,0.000,0.280,38,13,0,0,51,0,0,0,0,0
2014,7303,Raccoon Valley Electric Cooperative,IA,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,.,.,.,0.020,2,.,.,.,2,10.000,.,.,.,10.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.000,0.000,0.000,0.020,2,0,0,0,2,10,0,0,0,10
2014,7353,Golden Valley Elec Assn Inc,AK,0.173,0.102,0.019,0.000,0.294,41,12,3,0,56,20.557,0.000,0.000,0.000,20.557,0.013,0.009,0.000,0.000,0.022,4,2,0,0,6,0.960,0.000,0.000,0.000,0.960,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.186,0.111,0.019,0.000,0.316,45,14,3,0,62,22,0,0,0,22
2014,7450,Grady Electric Membership Corp,GA,0.030,0.020,.,.,0.050,4,1,.,.,5,14.700,3.600,.,.,18.300,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.030,0.020,0.000,0.000,0.050,4,1,0,0,5,15,4,0,0,18
2014,7456,Graham County Electric Coop Inc,AZ,0.629,0.238,.,.,0.867,94,9,.,.,103,169.320,81.300,.,.,250.620,0.034,.,.,.,0.034,6,.,.,.,6,0.000,.,.,.,0.000,0.001,.,.,.,0.001,1,.,.,.,1,0.000,.,.,.,0.000,0.664,0.238,0.000,0.000,0.902,101,9,0,0,110,169,81,0,0,251
2014,7460,Goodhue County Coop Elec Assn,MN,0.047,.,.,.,0.047,5,.,.,.,5,.,.,.,.,0.000,0.092,.,.,.,0.092,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.139,0.000,0.000,0.000,0.139,8,0,0,0,8,0,0,0,0,0
2014,7483,City of Grand Haven - (MI),MI,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.003,.,.,0.003,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.003,0.000,0.000,0.003,0,2,0,0,2,0,0,0,0,0
2014,7489,Grand Rapids Public Util Comm,MN,0.025,0.096,.,.,0.121,5,2,.,.,7,1.000,0.000,.,.,1.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.025,0.096,0.000,0.000,0.121,5,2,0,0,7,1,0,0,0,1
2014,7548,PUD No 1 of Grays Harbor County,WA,0.020,.,.,.,0.020,10,.,.,.,10,.,.,.,.,0.000,0.006,.,.,.,0.006,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.026,0.000,0.000,0.000,0.026,14,0,0,0,14,0,0,0,0,0
2014,7558,Grayson Rural Electric Coop Corp,KY,0.005,.,.,.,0.005,2,.,.,.,2,6.654,.,.,.,6.654,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,0.000,0.000,0.000,0.005,2,0,0,0,2,7,0,0,0,7
2014,7563,Grand Valley Power,CO,0.767,0.051,.,.,0.818,135,8,.,.,143,95.236,.,.,.,95.236,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,0.005,.,.,.,0.005,2,.,.,.,2,.,.,.,.,0.000,0.775,0.051,0.000,0.000,0.826,138,8,0,0,146,95,0,0,0,95
2014,7593,City of Green Cove Springs,FL,0.018,0.098,.,.,0.116,4,1,.,.,5,4.500,3.800,.,.,8.300,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.018,0.098,0.000,0.000,0.116,4,1,0,0,5,5,4,0,0,8
2014,7601,Green Mountain Power Corp,VT,18.825,6.287,0.197,0.000,25.309,"2,779",183,4,0,"2,966","3,277.990","8,983.100","1,736.450",0.000,"13,997.540",0.192,0.000,0.000,0.000,0.192,14,0,0,0,14,.,.,.,.,0.000,0.916,0.220,0.000,0.000,1.136,55,2,0,0,57,.,.,.,.,0.000,19.933,6.507,0.197,0.000,26.637,"2,848",185,4,0,"3,037","3,278","8,983","1,736",0,"13,998"
2014,7634,City of Greenville - (TX),TX,.,0.044,.,.,0.044,.,2,.,.,2,.,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.044,0.000,0.000,0.044,0,2,0,0,2,0,0,0,0,0
2014,7654,Greer Commission of Public Wks,SC,0.001,.,.,.,0.001,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,0.000,0.000,0.000,0.001,2,0,0,0,2,0,0,0,0,0
2014,7716,Groton Dept of Utilities - (CT),CT,0.009,.,.,.,0.009,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.009,0.000,0.000,0.000,0.009,2,0,0,0,2,0,0,0,0,0
2014,7720,"Grundy Electric Coop, Inc",MO,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0,0,0,0,0
2014,7750,Guthrie County Rural E C A,IA,0.004,.,.,.,0.004,2,.,.,.,2,0.150,.,.,.,0.150,0.010,.,0.220,.,0.230,1,.,3,.,4,0.000,.,40.340,.,40.340,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.014,0.000,0.220,0.000,0.234,3,0,3,0,6,0,0,40,0,40
2014,7752,Guadalupe Valley Elec Coop Inc,TX,3.030,0.149,.,.,3.179,667,13,.,.,680,"1,478.000",.,.,.,"1,478.000",0.108,0.012,.,.,0.120,25,5,.,.,30,28.000,.,.,.,28.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.138,0.161,0.000,0.000,3.299,692,18,0,0,710,"1,506",0,0,0,"1,506"
2014,7785,"Gulf Coast Electric Coop, Inc",FL,0.020,0.060,.,.,0.080,7,1,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.060,0.000,0.000,0.080,7,1,0,0,8,0,0,0,0,0
2014,7787,Gunnison County Elec Assn.,CO,0.100,0.005,.,.,0.105,58,5,.,.,63,.,.,.,.,0.000,0.002,.,.,.,0.002,2,.,.,.,2,.,.,.,.,0.000,0.002,.,.,.,0.002,2,.,.,.,2,.,.,.,.,0.000,0.104,0.005,0.000,0.000,0.109,62,5,0,0,67,0,0,0,0,0
2014,7801,Gulf Power Co,FL,1.322,0.210,0.000,0.000,1.532,267,100,0,0,367,72.792,9.881,0.000,0.000,82.673,0.005,0.012,0.000,0.000,0.017,2,5,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.327,0.222,0.000,0.000,1.549,269,105,0,0,374,73,10,0,0,83
2014,7826,City of Gunnison - (CO),CO,0.011,0.000,0.000,0.000,0.011,3,0,0,0,3,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.011,3,0,0,0,3,0,0,0,0,0
2014,7887,Habersham Electric Membership Corp,GA,0.150,0.080,.,.,0.230,20,1,.,.,21,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.150,0.080,0.000,0.000,0.230,20,1,0,0,21,0,0,0,0,0
2014,7891,Guernsey-Muskingum El Coop Inc,OH,0.069,0.050,.,.,0.119,6,2,.,.,8,24.570,21.080,.,.,45.650,0.010,.,.,.,0.010,1,.,.,.,1,2.040,.,.,.,2.040,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.079,0.050,0.000,0.000,0.129,7,2,0,0,9,27,21,0,0,48
2014,7908,Hagerstown Light Department,MD,0.006,0.031,.,.,0.037,3,2,.,.,5,0.019,0.007,.,.,0.026,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.006,0.031,0.000,0.000,0.037,3,2,0,0,5,0,0,0,0,0
2014,7979,Hamilton County Elec Coop Assn,TX,0.051,0.123,.,.,0.174,12,2,.,.,14,.,.,.,.,0.000,0.051,.,.,.,0.051,11,.,.,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.102,0.123,0.000,0.000,0.225,23,2,0,0,25,0,0,0,0,0
2014,8034,Hancock-Wood Electric Coop Inc,OH,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0.000,0.006,.,.,.,0.006,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.000,0.000,0.000,0.016,5,0,0,0,5,0,0,0,0,0
2014,8055,City of Hannibal - (MO),MO,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.064,.,.,.,0.064,1,.,.,.,1,9.776,.,.,.,9.776,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.064,0.000,0.000,0.000,0.064,1,0,0,0,1,10,0,0,0,10
2014,8104,Town of Hardwick,VT,0.242,.,.,.,0.242,50,.,.,.,50,.,.,.,.,0.000,0.080,.,.,.,0.080,8,.,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.322,0.000,0.000,0.000,0.322,58,0,0,0,58,0,0,0,0,0
2014,8179,Harrison County Rural E M C,IN,0.050,.,.,.,0.050,12,.,.,.,12,0.030,.,.,.,0.030,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,0.000,0.000,0.000,0.050,12,0,0,0,12,0,0,0,0,0
2014,8198,City of Harrisonburg - (VA),VA,0.069,0.029,0.083,.,0.181,17,2,1,.,20,56.000,25.000,0.000,.,81.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.069,0.029,0.083,0.000,0.181,17,2,1,0,20,56,25,0,0,81
2014,8210,Hart Electric Member Corp,GA,0.100,.,.,.,0.100,16,.,.,.,16,76.000,.,.,.,76.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.100,0.000,0.000,0.000,0.100,16,0,0,0,16,76,0,0,0,76
2014,8276,Havana Power & Light Company,FL,.,0.041,.,.,0.041,.,3,.,.,3,.,21.000,.,.,21.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.041,0.000,0.000,0.041,0,3,0,0,3,0,21,0,0,21
2014,8283,Harrison County Rrl Elec Coop,IA,0.048,.,.,.,0.048,5,.,.,.,5,.,.,.,.,0.000,0.025,.,.,.,0.025,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.073,0.000,0.000,0.000,0.073,9,0,0,0,9,0,0,0,0,0
2014,8287,Hawaii Electric Light Co Inc,HI,33.024,12.444,.,.,45.468,"6,955",438,.,.,"7,393",.,.,.,.,0.000,0.061,0.184,.,.,0.245,18,4,.,.,22,.,.,.,.,0.000,.,0.049,.,.,0.049,.,1,.,.,1,.,.,.,.,0.000,33.085,12.677,0.000,0.000,45.762,"6,973",443,0,0,"7,416",0,0,0,0,0
2014,8298,Hawkeye Tri-County El Coop Inc,IA,0.632,.,.,.,0.632,54,.,.,.,54,267.912,.,.,.,267.912,0.132,.,.,.,0.132,11,.,.,.,11,70.951,.,.,.,70.951,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.764,0.000,0.000,0.000,0.764,65,0,0,0,65,339,0,0,0,339
2014,8319,Heartland Power Coop,IA,0.043,.,.,.,0.043,5,.,.,.,5,26.165,.,.,.,26.165,0.150,.,.,.,0.150,10,.,.,.,10,19.026,.,.,.,19.026,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.193,0.000,0.000,0.000,0.193,15,0,0,0,15,45,0,0,0,45
2014,8319,Heartland Power Coop,MN,0.008,.,.,.,0.008,1,.,.,.,1,7.232,.,.,.,7.232,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,1,0,0,0,1,7,0,0,0,7
2014,8333,Haywood Electric Member Corp,NC,0.212,.,.,.,0.212,17,.,.,.,17,0.039,.,.,.,0.039,0.030,.,.,.,0.030,1,.,.,.,1,0.006,.,.,.,0.006,0.017,.,.,.,0.017,1,.,.,.,1,0.003,.,.,.,0.003,0.259,0.000,0.000,0.000,0.259,19,0,0,0,19,0,0,0,0,0
2014,8348,City of Healdsburg - (CA),CA,0.560,0.225,.,.,0.785,89,16,.,.,105,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.560,0.225,0.000,0.000,0.785,89,16,0,0,105,0,0,0,0,0
2014,8366,Heber Light & Power Company,UT,0.120,0.012,.,.,0.132,27,2,.,.,29,.,.,.,.,0.000,0.004,.,.,.,0.004,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.124,0.012,0.000,0.000,0.136,29,2,0,0,31,0,0,0,0,0
2014,8447,Hendricks County Rural E M C,IN,0.005,.,.,.,0.005,1,.,.,.,1,2.748,.,.,.,2.748,0.003,.,.,.,0.003,1,.,.,.,1,0.539,.,.,.,0.539,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,2,0,0,0,2,3,0,0,0,3
2014,8449,Henderson City Utility Comm,KY,0.008,.,.,.,0.008,1,0,0,0,1,3.400,.,.,.,3.400,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,1,0,0,0,1,3,0,0,0,3
2014,8466,Henry County Rural E M C,IN,0.008,.,.,.,0.008,1,.,.,.,1,0.580,.,.,.,0.580,0.009,.,.,.,0.009,1,.,.,.,1,0.360,.,.,.,0.360,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.017,0.000,0.000,0.000,0.017,2,0,0,0,2,1,0,0,0,1
2014,8566,High Plains Power Inc,WY,0.146,0.025,0.000,0.000,0.171,27,2,0,0,29,.,.,.,.,0.000,0.027,0.018,0.000,0.000,0.045,7,3,0,0,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.173,0.043,0.000,0.000,0.216,34,5,0,0,39,0,0,0,0,0
2014,8570,Highline Electric Assn,CO,0.021,.,.,.,0.021,5,.,.,.,5,5.201,.,.,.,5.201,0.047,.,.,.,0.047,6,.,.,.,6,13.007,.,.,.,13.007,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.068,0.000,0.000,0.000,0.068,11,0,0,0,11,18,0,0,0,18
2014,8574,"Jackson Electric Coop, Inc - (WI)",WI,0.064,0.077,.,.,0.141,64,4,.,.,68,.,.,.,.,0.000,.,0.013,.,.,0.013,.,1,.,.,1,.,.,.,.,0.000,0.001,0.018,.,.,0.019,1,1,.,.,2,.,.,.,.,0.000,0.065,0.108,0.000,0.000,0.173,65,6,0,0,71,0,0,0,0,0
2014,8620,"HILCO Electric Cooperative, Inc.",TX,0.049,.,.,.,0.049,15,.,.,.,15,.,.,.,.,0.000,0.078,.,.,.,0.078,20,.,.,.,20,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.127,0.000,0.000,0.000,0.127,35,0,0,0,35,0,0,0,0,0
2014,8631,Hillsdale Board of Public Wks,MI,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,0,0,0,0,0
