Utility Characteristics,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,BA Code,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2017,NC,19876,Virginia Electric & Power Co,PJM,AC,0.402,0.450,0.000,0.000,0.852,78,7,0,0,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.012,0.046,.,.,0.058,2,7,.,.,9,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.414,0.496,0.000,0.000,0.910,80,14,0,0,94,0.000,0.000,0.000,0.000,0.000
2017,NC,19981,Wake Electric Membership Corp,CPLE,AC,0.367,0.003,.,.,0.370,66,1,.,.,67,0.012,.,.,.,0.012,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,181.000,.,.,.,181.000,.,.,.,.,0.000,.,.,.,.,0,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.367,0.003,0.000,0.000,0.370,66,1,0,0,67,181.000,0.000,0.000,0.000,181.000
2017,NC,21632,EnergyUnited Elec Member Corp,DUK,DC,0.578,.,.,.,0.578,119,.,.,.,119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.578,0.000,0.000,0.000,0.578,119,0,0,0,119,0.000,0.000,0.000,0.000,0.000
2017,NC,24889,Brunswick Electric Member Corp,CPLE,AC,0.776,.,.,.,0.776,97,.,.,.,97,.,.,.,.,0.000,.,.,.,.,0,0.010,.,.,.,0.010,14,.,.,.,14,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.786,0.000,0.000,0.000,0.786,111,0,0,0,111,0.000,0.000,0.000,0.000,0.000
2017,NC,99999,Adjustment 2017,CPLE,,-0.196,-0.003,.,.,-0.200,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.196,-0.003,.,.,-0.200,.,.,.,.,.,.,.,.,.,.
2017,NC,99999,Adjustment 2017,DUK,,-0.331,.,.,.,-0.331,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.230,.,.,.,-0.230,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.561,.,.,.,-0.561,.,.,.,.,.,.,.,.,.,.
2017,ND,12301,Nodak Electric Coop Inc,MISO,AC,0.016,.,0.000,.,0.016,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.630,.,0.000,.,9.630,0.170,.,0.060,.,0.230,7,.,2,.,9,47.760,.,21.240,.,69.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.186,0.000,0.060,0.000,0.246,11,0,2,0,13,57.390,0.000,21.240,0.000,78.630
2017,ND,14232,Otter Tail Power Co,MISO,AC,0.000,0.026,0.000,0.000,0.026,0,2,0,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,20.000,0.000,0.000,20.000,0.024,0.869,0.000,0.000,0.893,1,4,0,0,5,0.347,56.521,0.000,0.000,56.868,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.895,0.000,0.000,0.919,1,6,0,0,7,0.347,76.521,0.000,0.000,76.868
2017,ND,19790,Verendrye Electric Coop Inc,MISO,AC,0.010,.,.,.,0.010,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.319,.,.,.,8.319,0.034,.,.,.,0.034,5,.,.,.,5,1.768,.,.,.,1.768,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.044,0.000,0.000,0.000,0.044,8,0,0,0,8,10.087,0.000,0.000,0.000,10.087
2017,ND,24949,Cass County Electric Coop Inc,MISO,DC,0.208,.,.,.,0.208,21,.,.,.,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,150.124,.,.,.,150.124,0.204,.,.,.,0.204,18,.,.,.,18,89.883,.,.,.,89.883,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.412,0.000,0.000,0.000,0.412,39,0,0,0,39,240.007,0.000,0.000,0.000,240.007
2017,ND,99999,Adjustment 2017,MISO,,-0.036,.,.,.,-0.036,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.036,.,.,.,-0.036,.,.,.,.,.,.,.,.,.,.
2017,NE,367,City of Alliance- (NE),SWPP,DC,0.053,.,.,.,0.053,5,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.053,0.000,0.000,0.000,0.053,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000
2017,NE,2599,Burt County Public Power Dist,SWPP,AC,0.212,.,.,.,0.212,15,.,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.000,.,.,.,9.000,0.042,.,.,.,0.042,4,.,.,.,4,3.000,.,.,.,3.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.254,0.000,0.000,0.000,0.254,19,0,0,0,19,12.000,0.000,0.000,0.000,12.000
2017,NE,2643,Butler Public Power District - (NE),SWPP,AC,0.029,.,.,.,0.029,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.010,0.035,.,.,0.045,1,2,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.039,0.035,0.000,0.000,0.074,4,2,0,0,6,0.000,0.000,0.000,0.000,0.000
2017,NE,3205,Cedar-Knox Public Power Dist,SWPP,AC,0.032,.,.,.,0.032,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.042,0.000,0.000,0.000,0.042,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000
2017,NE,3235,City of Central City,SWPP,AC,.,0.210,.,.,0.210,.,11,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.210,0.000,0.000,0.210,0,11,0,0,11,0.000,0.000,0.000,0.000,0.000
2017,NE,3495,Chimney Rock Public Power Dist,WACM,AC,0.020,.,.,.,0.020,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.000,0.000,0.000,0.020,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2017,NE,4373,Cornhusker Public Power Dist,SWPP,AC,0.242,.,.,.,0.242,13,.,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.025,.,.,.,0.025,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.267,0.000,0.000,0.000,0.267,14,0,0,0,14,0.000,0.000,0.000,0.000,0.000
2017,NE,4632,Cuming County Public Pwr Dist,SWPP,AC,0.029,.,.,.,0.029,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.029,0.000,0.000,0.000,0.029,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2017,NE,4671,Custer Public Power District,SWPP,AC,0.018,.,0.050,.,0.068,2,.,2,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.018,0.000,0.050,0.000,0.068,2,0,2,0,4,0.000,0.000,0.000,0.000,0.000
2017,NE,4911,Dawson Power District,SWPP,AC,0.123,0.308,.,.,0.431,11,1,.,.,12,0.004,.,.,.,0.004,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.002,.,.,0.002,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.123,0.310,0.000,0.000,0.433,11,2,0,0,13,0.000,0.000,0.000,0.000,0.000
2017,NE,5780,Elkhorn Rural Public Pwr Dist,SWPP,AC,0.034,.,.,.,0.034,2,.,.,.,2,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,9.810,.,.,.,9.810,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.034,0.000,0.000,0.000,0.034,2,0,0,0,2,9.810,0.000,0.000,0.000,9.810
2017,NE,6132,City of Fairbury,SWPP,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.025,.,.,0.025,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.025,0.000,0.000,0.025,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2017,NE,6175,City of Falls City - (NE),SWPP,AC,0.047,.,.,.,0.047,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,11.000,.,.,.,11.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.047,0.000,0.000,0.000,0.047,1,0,0,0,1,11.000,0.000,0.000,0.000,11.000
2017,NE,6779,City of Fremont - (NE),SWPP,AC,0.006,.,.,.,0.006,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.006,0.000,0.000,0.000,0.006,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2017,NE,7149,City of Gering - (NE),WACM,DC,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,0.000,0.000,0.000,0.002,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2017,NE,8570,Highline Electric Assn,WACM,DC,0.004,.,.,.,0.004,1,.,.,.,1,0.000,.,.,.,0.000,0,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,3.231,.,.,.,3.231,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.004,0.000,0.000,0.000,0.004,1,0,0,0,1,3.231,0.000,0.000,0.000,3.231
2017,NE,10065,KBR Rural Public Power District,SWPP,AC,0.030,.,.,.,0.030,5,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.020,.,.,.,0.020,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,0.000,0.000,0.000,0.050,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000
2017,NE,10550,McCook Public Power District,SWPP,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,0.000,0.000,0.000,0.005,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2017,NE,10558,"LaCreek Electric Assn, Inc",WACM,AC,0.025,.,.,.,0.025,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.025,0.000,0.000,0.000,0.025,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2017,NE,11018,Lincoln Electric System,SWPP,AC,0.464,0.150,0.005,0.000,0.619,71,11,1,0,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,288.000,44.000,2.000,0.000,334.000,0.000,0.002,0.000,0.000,0.002,0,1,0,0,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.464,0.152,0.005,0.000,0.621,71,12,1,0,84,288.000,44.000,2.000,0.000,334.000
2017,NE,11251,Loup River Public Power Dist,SWPP,AC,.,.,0.197,.,0.197,.,.,11,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86.900,.,86.900,.,.,0.025,.,0.025,.,.,1,.,1,.,.,3.320,.,3.320,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.000,0.222,0.000,0.222,0,0,12,0,12,0.000,0.000,90.220,0.000,90.220
2017,NE,12539,Midwest Electric Member Corp,WACM,AC,0.017,.,.,.,0.017,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.649,.,.,.,6.649,0.059,.,.,.,0.059,3,.,.,.,3,0.780,.,.,.,0.780,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.076,0.000,0.000,0.000,0.076,5,0,0,0,5,7.429,0.000,0.000,0.000,7.429
2017,NE,13334,City of Nebraska City,SWPP,AC,0.010,.,.,.,0.010,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,4.890,.,.,.,4.890,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.000,0.000,0.000,0.010,3,0,0,0,3,4.890,0.000,0.000,0.000,4.890
2017,NE,13337,Nebraska Public Power District,SWPP,AC,0.221,0.169,.,.,0.390,32,15,.,.,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46.254,15.363,.,.,61.617,0.025,0.049,.,.,0.074,4,15,.,.,19,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.246,0.218,0.000,0.000,0.464,36,30,0,0,66,46.254,15.363,0.000,0.000,61.617
2017,NE,13610,Niobrara Valley El Member Corp,SWPP,AC,0.010,0.008,0.000,0.000,0.018,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,10.670,1.770,0.000,0.000,12.440,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.010,0.008,0.000,0.000,0.018,1,1,0,0,2,10.670,1.770,0.000,0.000,12.440
2017,NE,13664,Norris Public Power District,SWPP,DC,0.325,0.031,0.000,0.000,0.356,38,3,0,0,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,204.330,6.500,.,.,210.830,0.134,0.058,.,.,0.192,15,6,.,.,21,54.040,12.360,.,.,66.400,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.459,0.089,0.000,0.000,0.548,53,9,0,0,62,258.370,18.860,0.000,0.000,277.230
2017,NE,13698,North Central Public Pwr Dist,SWPP,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2017,NE,13739,Northeast Power,SWPP,AC,0.052,.,.,.,0.052,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34.660,.,.,.,34.660,0.005,0.050,.,.,0.055,1,2,.,.,3,0.554,29.459,.,.,30.013,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.057,0.050,0.000,0.000,0.107,5,2,0,0,7,35.214,29.459,0.000,0.000,64.673
2017,NE,13805,Northwest Rural Pub Pwr Dist,WACM,AC,0.050,.,.,.,0.050,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,10.176,.,.,.,10.176,0.060,0.100,0.040,.,0.200,3,1,2,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.110,0.100,0.040,0.000,0.250,9,1,2,0,12,10.176,0.000,0.000,0.000,10.176
2017,NE,14127,Omaha Public Power District,SWPP,AC,0.218,0.033,.,.,0.251,59,10,.,.,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.502,0.320,.,.,0.822,0.035,0.002,.,.,0.037,8,2,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.253,0.035,0.000,0.000,0.288,67,12,0,0,79,0.502,0.320,0.000,0.000,0.822
2017,NE,14426,Panhandle Rural El Member Assn,WACM,AC,.,0.005,.,.,0.005,.,2,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.012,.,.,0.012,.,3,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.017,0.000,0.000,0.017,0,5,0,0,5,0.000,0.000,0.000,0.000,0.000
2017,NE,15039,City of Pierce - (NE),SWPP,AC,0.008,.,.,.,0.008,1,.,.,.,1,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2017,NE,15188,Polk County Rural Pub Pwr Dist,SWPP,AC,0.012,.,.,.,0.012,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.451,.,.,.,6.451,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.012,0.000,0.000,0.000,0.012,1,0,0,0,1,6.451,0.000,0.000,0.000,6.451
2017,NE,16164,Roosevelt Public Power Dist,WACM,AC,0.090,.,.,.,0.090,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.001,.,.,.,0.001,0.010,.,.,.,0.010,3,.,.,.,3,0.001,.,.,.,0.001,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.100,0.000,0.000,0.000,0.100,9,0,0,0,9,0.002,0.000,0.000,0.000,0.002
2017,NE,16953,City of Seward - (NE),SWPP,AC,.,0.012,.,.,0.012,.,2,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.012,0.000,0.000,0.012,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2017,NE,17548,South Central Public Pwr Dist,SWPP,AC,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.000,0.000,0.025,2,0,0,0,2,0.980,0.000,0.000,0.000,0.980,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,.,.,.,0.000,0.025,0.000,0.000,0.000,0.025,2,0,0,0,2,0.980,0.000,0.000,0.000,0.980
2017,NE,17642,Southern Public Power District,SWPP,AC,0.161,0.028,0.000,0.000,0.189,13,2,0,0,15,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.027,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,.,0.000,0.188,0.028,0.000,0.000,0.216,18,2,0,0,20,0.000,0.000,0.000,0.000,0.000
2017,NE,17899,City of St Paul - (NE),SWPP,AC,0.003,0.000,0.000,0.000,0.003,1,0,0,0,1,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,1.260,.,.,.,1.260,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.003,0.000,0.000,0.000,0.003,1,0,0,0,1,1.260,0.000,0.000,0.000,1.260
2017,NE,17979,Stanton County Public Pwr Dist,SWPP,AC,0.008,0.000,0.000,0.000,0.008,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1.932,0.000,0.000,0.000,1.932,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,5.525,0.000,0.000,0.000,5.525,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.018,2,0,0,0,2,7.457,0.000,0.000,0.000,7.457
2017,NE,18330,City of Superior - (NE),SWPP,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,0.000,.,.,0.000,.,0,.,.,0,.,.,.,.,0.000,.,0.002,.,.,0.002,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.002,0.000,0.000,0.002,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2017,NE,20397,City of West Point - (NE),SWPP,AC,0.004,0.027,.,.,0.031,1,2,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.003,.,.,0.003,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.004,0.030,0.000,0.000,0.034,1,3,0,0,4,0.000,0.000,0.000,0.000,0.000
2017,NE,20456,Twin Valleys Public Power Dist,SWPP,AC,0.023,.,.,.,0.023,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.025,0.000,0.000,0.000,0.025,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2017,NE,20509,Wheat Belt Public Power Dist,WACM,AC,0.059,.,.,.,0.059,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.049,.,.,.,0.049,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.108,0.000,0.000,0.000,0.108,8,0,0,0,8,0.000,0.000,0.000,0.000,0.000
2017,NE,21079,Wyrulec Company,WACM,AC,0.022,.,.,.,0.022,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.022,0.000,0.000,0.000,0.022,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2017,NE,21111,Perennial Public Power Dist,SWPP,AC,0.062,.,.,.,0.062,5,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11.300,.,.,.,11.300,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.062,0.000,0.000,0.000,0.062,5,0,0,0,5,11.300,0.000,0.000,0.000,11.300
2017,NE,40606,City of Grand Island - (NE),SWPP,AC,0.037,0.022,.,.,0.059,4,1,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.037,0.022,0.000,0.000,0.059,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000
