Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
Data Year,Utility Number,Utility Name,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Website
2024,4743,"Consumers Power, Inc",OR,BPAT,384,291,15,0,690,0.1,0.1,0.0,0.0,0.2,"6,232","6,630",182,0,"13,044",0.1,0.1,0.0,0.0,0.2,266,17,2,0,285,46,35,2,0,84,266,17,2,0,285,46,35,2,0,84,16.236,22.800,12.000,0.000,https://cpi.coop/
2024,4794,City of Danville - (VA),VA,PJM,119,254,37,.,410,0.0,0.1,0.0,.,0.2,"1,979","3,807",560,.,"6,346",0.0,0.1,0.0,.,0.2,46,11,3,.,60,119,.,.,.,119,46,11,3,.,60,119,.,.,.,119,16.590,15.000,15.000,.,
2024,4911,Dawson Power District,NE,SWPP,851,265,889,.,"2,004",0.2,0.0,0.0,.,0.2,"14,498","2,962","8,565",.,"26,025",0.2,0.0,0.0,.,0.2,286,14,39,.,339,40,6,25,.,71,286,14,39,.,339,40,6,25,.,71,17.043,11.198,9.637,.,
2024,5027,Delmarva Power,MD,PJM,"17,243","32,567",.,.,"49,810",3.4,5.3,.,.,8.7,"79,897","4,36,461",.,.,"5,16,358",3.4,5.3,.,.,8.7,"4,447","11,114",.,.,"15,561","4,585","5,910",.,.,"10,495","4,447","11,114",.,.,"15,561","4,585","5,910",.,.,"10,495",4.600,13.400,.,.,
2024,5063,City of Denton - (TX),TX,ERCO,704,.,.,.,704,0.3,.,.,.,0.3,"10,557",.,.,.,"10,557",0.3,.,.,.,0.3,737,.,.,.,737,40,.,.,.,40,737,.,.,.,737,40,.,.,.,40,15.000,.,.,.,
2024,5070,Delaware Electric Cooperative,DE,PJM,249,214,.,.,464,5.6,0.0,.,.,5.6,"1,027","1,437",.,.,"2,463",2.9,0.0,.,.,2.9,114,"1,299",.,.,"1,413",11,144,.,.,155,114,"1,299",.,.,"1,413",11,144,.,.,155,7.800,13.000,.,.,
2024,5109,DTE Electric Company,MI,MISO,"1,98,044","7,20,697",.,.,"9,18,741",31.2,129.0,.,.,160.2,"11,62,628","83,00,520",.,.,"94,63,148",29.7,119.3,.,.,148.9,.,.,.,.,.,"82,785","1,13,228",.,.,"1,96,013",.,.,.,.,.,"82,785","1,13,228",.,.,"1,96,013",5.380,10.340,.,.,
2024,5175,Dixie Electric Power Assn - (MS),MS,MISO,"2,657",.,.,.,"2,657",0.2,.,.,.,0.2,"6,752",.,.,.,"6,752",0.2,.,.,.,0.2,5,.,.,.,5,423,.,.,.,423,5,.,.,.,5,423,.,.,.,423,2.630,.,.,.,
2024,5204,Dixie Electric Coop - (AL),AL,SOCO,14,.,.,.,14,.,.,.,.,.,141,.,.,.,141,.,.,.,.,.,5,.,.,.,5,.,.,.,.,.,5,.,.,.,5,.,.,.,.,.,10.000,.,.,.,
2024,5416,"Duke Energy Carolinas, LLC",NC,DUK,"3,58,096","1,83,774",.,.,"5,41,870",60.8,32.6,.,.,93.4,"11,88,149","26,52,095",.,.,"38,40,244",60.8,32.6,.,.,93.4,"21,494","24,744",.,.,"46,238","17,403","12,931",.,.,"30,334","21,494","24,744",.,.,"46,238","17,403","12,931",.,.,"30,334",3.300,14.400,.,.,
2024,5416,"Duke Energy Carolinas, LLC",SC,DUK,"1,28,397","65,893",.,.,"1,94,290",21.8,11.7,.,.,33.5,"4,26,017","9,50,922",.,.,"13,76,938",21.8,11.7,.,.,33.5,"7,707","8,872",.,.,"16,579","6,240","4,637",.,.,"10,876","7,707","8,872",.,.,"16,579","6,240","4,637",.,.,"10,876",3.300,14.400,.,.,
2024,5417,Dunn County Electric Coop,WI,MISO,388,55,0,0,443,0.0,0.0,0.0,0.0,0.0,"5,854",770,0,0,"6,624",0.0,0.0,0.0,0.0,0.0,65,1,0,0,66,100,1,0,0,101,65,1,0,0,66,100,1,0,0,101,15.087,14.000,0.000,0.000,
2024,5487,Duquesne Light Co,PA,PJM,"26,090","39,113","10,025",.,"75,228",4.5,7.6,1.7,.,13.8,"1,62,076","3,78,143","98,874",.,"6,39,093",4.5,7.6,1.7,.,13.8,"3,928","3,970",369,.,"8,267","3,322","4,164",922,.,"8,408","3,928","3,970",369,.,"8,267","3,322","4,164",922,.,"8,408",6.210,9.670,9.860,.,
2024,5552,"East River Elec Pwr Coop, Inc",SD,SWPP,0,0,0,0,0,54.4,2.8,10.8,0.0,68.0,0,0,0,0,0,54.4,2.8,10.8,0.0,68.0,2,0,0,0,2,583,80,20,0,683,2,0,0,0,2,583,80,20,0,683,.,.,.,.,
2024,5580,"East Kentucky Power Coop, Inc",KY,PJM,"5,312",.,.,.,"5,312",1.9,.,.,.,1.9,"98,270",.,.,.,"98,270",1.9,.,.,.,1.9,"1,005",.,.,.,"1,005",186,.,.,.,186,"1,005",.,.,.,"1,005",186,.,.,.,186,18.500,.,.,.,
2024,5605,Eastern Iowa Light & Power Coop,IA,MISO,212,.,.,.,212,0.0,.,.,.,0.0,"4,069",.,.,.,"4,069",0.0,.,.,.,0.0,93,.,.,.,93,18,.,.,.,18,93,.,.,.,93,18,.,.,.,18,19.150,.,.,.,
2024,5701,El Paso Electric Co,NM,EPE,"4,422","8,045",.,.,"12,467",1.6,1.5,.,.,3.1,"72,450","1,02,655",.,.,"1,75,105",1.6,1.5,.,.,3.1,"1,085",927,.,.,"2,012","1,149",981,.,.,"2,130","1,085",927,.,.,"2,012","1,149",981,.,.,"2,130",16.000,13.000,.,.,
2024,5701,El Paso Electric Co,TX,EPE,"4,456","11,119",.,.,"15,575",2.1,3.1,.,.,5.2,"59,202","1,40,384",.,.,"1,99,586",2.1,3.1,.,.,5.2,"1,516","1,726",.,.,"3,242",90,75,.,.,165,"1,516","1,726",.,.,"3,242",90,75,.,.,165,13.000,13.000,.,.,
2024,5773,City of Elk River,MN,MISO,564,779,"2,264",.,"3,606",.,.,.,.,.,"4,053","9,313","28,130",.,"41,495",.,.,.,.,.,93,28,83,.,204,219,37,111,.,368,93,28,83,.,204,219,37,111,.,368,9.800,11.960,12.470,.,
2024,5780,Elkhorn Rural Public Pwr Dist,NE,SWPP,92,11,277,.,380,0.0,0.0,0.0,.,0.0,"1,458",126,"2,063",.,"3,647",0.0,0.0,0.0,.,0.0,37,1,14,.,52,5,0,17,.,23,37,1,14,.,52,5,0,17,.,23,15.901,11.000,7.443,.,www.erppd.com
2024,5832,Elmhurst Mutual Power & Light Co,WA,BPAT,118,256,.,.,374,0.0,0.0,.,.,0.1,"2,022","3,077",.,.,"5,099",0.0,0.0,.,.,0.1,101,71,.,.,172,.,.,.,.,.,101,71,.,.,172,.,.,.,.,.,17.090,12.000,0.000,0.000,
2024,5860,Empire District Electric Co,MO,SWPP,"2,264","14,355",.,.,"16,619",0.4,1.9,.,.,2.3,"31,306","1,89,213",.,.,"2,20,519",0.4,1.9,.,.,2.3,287,"1,710",.,.,"1,997",679,548,.,.,"1,227",287,"1,710",.,.,"1,997",679,548,.,.,"1,227",13.828,13.181,.,.,
2024,5862,"Empire Electric Assn, Inc",CO,WACM,"1,766",88,.,.,"1,853",0.3,0.0,.,.,0.3,"26,393","1,050",.,.,"27,443",0.3,0.0,.,.,0.3,300,4,.,.,304,.,.,.,.,.,300,4,.,.,304,.,.,.,.,.,14.680,12.000,.,.,No website address available.
2024,5930,Village of Fairport - (NY),NY,NYIS,"2,479",78,0,0,"2,557",24.2,0.6,0.0,0.0,24.8,"24,785",782,0,0,"25,567",21.3,0.6,0.0,0.0,21.9,395,65,0,0,461,42,2,0,0,43,395,65,0,0,461,42,2,0,0,43,10.000,12.000,0.000,0.000,https://ieepny.com/annual-report/
2024,6022,City of Eugene - (OR),OR,BPAT,"2,396","3,712","1,632",0,"7,740",0.9,1.0,0.1,0.0,2.0,"37,238","63,475","24,480",0,"1,25,193",0.9,1.0,0.1,0.0,2.0,"2,447",649,248,0,"3,345",0,0,0,0,0,"2,447",649,248,0,"3,345",0,0,0,0,0,16.460,17.060,15.000,0.000,
2024,6198,"Farmers Electric Coop, Inc - (NM)",NM,SWPP,117,.,.,.,117,0.3,.,.,.,0.3,117,.,.,.,117,0.3,.,.,.,0.3,37,.,.,.,37,0,.,.,.,0,37,.,.,.,37,0,.,.,.,0,1.000,.,.,.,www.fecnm.org
2024,6374,Fitchburg Gas & Elec Light Co,MA,ISNE,"1,550",883,"1,332",.,"3,765",0.1,0.1,0.4,.,0.7,"20,767","16,251","24,526",.,"61,544",0.1,0.1,0.4,.,0.7,"1,654",991,687,.,"3,333",533,686,476,.,"1,695","1,654",991,687,.,"3,333",533,686,476,.,"1,695",13.400,18.410,18.410,.,http://www.mass.gov/utility-filings-and-tariffs
2024,6395,Flathead Electric Coop Inc,MT,BPAT,357,"1,005",430,.,"1,793",.,.,.,.,.,"8,201","12,265","3,838",.,"24,304",.,.,.,.,.,399,184,122,.,704,.,.,.,.,.,399,184,122,.,704,.,.,.,.,.,22.950,12.200,8.920,.,www.bpa.gov
2024,6452,Florida Power & Light Co,FL,FPL,"47,294","33,811",.,.,"81,105",18.0,16.0,.,.,34.0,"6,13,657","8,39,264",.,.,"14,52,921",18.0,16.0,.,.,34.0,"5,556","6,497",.,.,"12,053","7,068","1,274",.,.,"8,342","5,556","6,497",.,.,"12,053","7,068","1,274",.,.,"8,342",13.000,25.000,.,.,
2024,6455,"Duke Energy Florida, LLC",FL,FPC,"43,758","8,948",0,0,"52,706",22.2,3.9,0.0,0.0,26.1,"5,22,913","1,15,908",0,0,"6,38,821",22.2,3.9,0.0,0.0,26.1,"10,490",672,0,0,"11,162","7,086","2,060",0,0,"9,146","10,490",672,0,0,"11,162","7,086","2,060",0,0,"9,146",12.000,13.000,0.000,0.000,Duke Energy Florida.pdf (floridapsc.com)   
2024,6457,Florida Public Utilities Co,FL,JEA,185,3,.,.,188,0.2,0.0,.,.,0.2,"1,850",30,.,.,"1,880",0.2,0.0,.,.,0.2,15,2,.,.,17,56,26,.,.,82,15,2,.,.,17,56,26,.,.,82,10.000,10.000,.,.,
2024,6604,City of Fort Collins - (CO),CO,PSCO,"11,939","9,824","9,824",.,"31,586",0.2,0.3,0.3,.,0.9,"49,669","45,310","45,310",.,"1,40,289",0.2,0.3,0.3,.,0.9,"1,350","1,193","1,193",.,"3,737","1,137",581,581,.,"2,300","1,350","1,193","1,193",.,"3,737","1,137",581,581,.,"2,300",4.200,4.600,4.600,.,www.fcgov.com/conserves www.efficiencyworks.org
2024,6616,Fort Pierce Utilities Authority,FL,,144,.,.,.,144,0.0,.,.,.,0.0,"2,017",.,.,.,"2,017",0.0,.,.,.,0.0,34,.,.,.,34,3,.,.,.,3,34,.,.,.,34,3,.,.,.,3,13.880,.,.,.,
2024,6640,Four County Elec Member Corp,NC,CPLE,"28,550",.,.,.,"28,550",1.3,.,.,.,1.3,"2,85,500",.,.,.,"2,85,500",1.3,.,.,.,1.3,10,.,.,.,10,271,.,.,.,271,14,.,.,.,14,271,.,.,.,271,10.000,.,.,.,
2024,6716,PUD No 1 of Franklin County,WA,BPAT,299,802,"2,620",.,"3,721",0.1,0.1,0.5,.,0.7,"12,590","9,840","27,330",.,"49,760",0.1,0.1,0.5,.,0.7,"1,017",116,271,.,"1,404",0,0,0,.,0,"1,017",116,271,.,"1,404",0,0,0,.,0,42.110,12.260,10.430,.,
2024,6782,Freeborn Mower Electric Cooperative,MN,MISO,"2,434","1,508",31,0,"3,973",0.3,0.0,0.0,0.0,0.3,"34,234","20,836",434,0,"55,504",0.3,0.0,0.0,0.0,0.3,299,59,1,0,358,324,62,0,0,385,299,59,1,0,358,324,62,0,0,385,14.065,13.820,14.000,0.000,
2024,6784,French Broad Elec Member Corp,NC,CPLE,"4,872",278,.,.,"5,150",.,.,.,.,.,"21,924","1,253",.,.,"23,177",.,.,.,.,.,91,23,.,.,114,.,.,.,.,.,92,23,.,.,115,.,.,.,.,.,8.330,12.000,.,.,
2024,6909,Gainesville Regional Utilities,FL,GVL,438,.,.,.,438,0.1,.,.,.,0.1,"6,570",.,.,.,"6,570",0.1,.,.,.,0.1,790,.,.,.,790,.,.,.,.,.,790,.,.,.,790,.,.,.,.,.,15.000,.,.,.,
2024,7004,"Buckeye Power, Inc",OH,PJM,898,"5,029",.,.,"5,927",0.2,0.4,.,.,0.6,"15,731","35,273",.,.,"51,004",0.2,0.4,.,.,0.6,427,85,.,.,512,0,0,.,.,0,427,85,.,.,512,0,0,.,.,0,18.000,7.000,.,.,
2024,7140,Georgia Power Co,GA,SOCO,"1,17,894","3,07,768",.,.,"4,25,662",25.7,49.0,.,.,74.7,"7,57,590","44,62,036",.,.,"52,19,626",12.8,94.8,.,.,107.6,"17,915","20,218",.,.,"38,133","11,932","14,126",.,.,"26,058","2,08,923","2,96,896",.,.,"5,05,819","1,35,927","2,04,181",.,.,"3,40,108",6.999,11.917,.,.,
2024,7264,"Glades Electric Coop, Inc",FL,SEC,54,4,.,.,58,0.0,0.0,.,.,0.0,668,50,.,.,717,0.0,0.0,.,.,0.0,0,0,.,.,0,43,2,.,.,45,0,0,.,.,0,43,2,.,.,45,12.000,12.000,.,.,
2024,7292,Glencoe Light & Power Comm,MN,MISO,225,490,39,0,754,0.0,0.1,0.0,0.0,0.1,"2,251","4,898",391,0,"7,540",0.0,0.1,0.0,0.0,0.1,11,12,1,0,24,18,39,3,0,60,11,12,1,0,24,18,39,3,0,60,10.000,10.000,10.000,0.000,
2024,7294,City of Glendale - (CA),CA,LDWP,"8,961","8,098",.,.,"17,059",0.1,1.0,.,.,1.1,"16,156","97,172",.,.,"1,13,328",0.1,1.0,.,.,1.1,96,0,.,.,96,819,"4,214",.,.,"5,033",96,0,.,.,96,819,"4,214",.,.,"5,033",1.739,12.000,.,.,
2024,7483,City of Grand Haven - (MI),MI,MISO,159,427,427,.,"1,013",0.0,0.1,0.1,.,0.2,"1,306","7,264","7,264",.,"15,834",0.0,0.1,0.1,.,0.2,41,22,22,.,85,21,22,22,.,66,41,22,22,.,85,21,22,22,.,66,8.220,8.505,8.505,.,
2024,7548,PUD No 1 of Grays Harbor County,WA,BPAT,816,334,238,.,"1,389",0.1,0.0,0.0,.,0.2,"16,329","3,670","2,384",.,"22,384",0.1,0.0,0.0,.,0.2,"1,056",78,20,.,"1,154",321,11,1,.,333,"1,056",78,20,.,"1,154",321,11,1,.,333,20.000,11.000,10.000,.,www.ghpud.org
2024,7563,Grand Valley Power,CO,PSCO,10,.,.,.,10,0.0,.,.,.,0.0,108,.,.,.,108,0.0,.,.,.,0.0,0,.,.,.,0,2,.,.,.,2,0,.,.,.,0,2,.,.,.,2,10.000,.,.,.,
2024,7570,Great River Energy,MN,MISO,"56,611","30,947",.,.,"87,557",16.0,3.9,.,.,19.9,"7,01,973","4,90,196",.,.,"11,92,169",16.0,3.9,.,.,19.9,"3,533","1,339",.,.,"4,873","4,827","1,721",.,.,"6,549","3,533","1,339",.,.,"4,873","4,827","1,721",.,.,"6,549",12.400,15.840,.,.,
2024,7634,City of Greenville - (TX),TX,ERCO,3,.,.,.,3,0.0,.,.,.,0.0,3,.,.,.,3,0.0,.,.,.,0.0,2,.,.,.,2,0,.,.,.,0,2,.,.,.,2,0,.,.,.,0,1.000,.,.,.,
2024,7716,Groton Dept of Utilities - (CT),CT,ISNE,233,446,0,0,679,0.0,0.0,0.0,0.0,0.1,"3,457","4,553",0,0,"8,010",0.0,0.0,0.0,0.0,0.1,"1,001",479,0,0,"1,480",81,156,0,0,237,"1,001",479,0,0,"1,480",81,156,0,0,237,14.800,10.200,0.000,0.000,
2024,7785,"Gulf Coast Electric Coop, Inc",FL,SOCO,140,.,.,.,140,1.1,.,.,.,1.1,"1,404",.,.,.,"1,404",1.1,.,.,.,1.1,27,.,.,.,27,29,.,.,.,29,27,.,.,.,27,29,.,.,.,29,10.000,.,.,.,
2024,8319,Heartland Power Coop,IA,MISO,679,161,"1,777",.,"2,617",0.0,0.0,0.1,.,0.2,"9,526","2,241","20,488",.,"32,255",0.0,0.0,0.1,.,0.2,34,2,25,.,61,1,0,0,0,1,34,2,25,.,61,1,0,0,0,1,14.029,13.920,11.529,0.000,
2024,8333,Haywood Electric Member Corp,NC,DUK,.,.,.,.,.,.,.,.,.,.,"2,280",.,.,.,"2,280",2.3,.,.,.,2.3,.,.,.,.,.,.,.,.,.,.,2,.,.,.,2,.,.,.,.,.,10.000,.,.,.,
2024,8449,Henderson City Utility Comm,KY,MISO,20,0,0,.,20,0.0,0.0,0.0,.,0.0,390,0,0,.,390,0.0,0.0,0.0,.,0.0,2,0,0,.,2,0,0,0,.,0,5,0,0,.,5,0,0,0,.,0,19.240,.,.,.,https://www.hmpl.com/programs.html
2024,8566,High Plains Power Inc,WY,WACM,48,"52,333",0,0,"52,381",0.0,0.1,0.0,0.0,0.1,721,"6,27,996",0,0,"6,28,717",0.0,0.1,0.0,0.0,0.1,7,32,0,0,39,0,0,0,0,0,7,32,0,0,39,0,0,0,0,0,15.030,12.000,0.000,0.000,
2024,8570,Highline Electric Assn,CO,WACM,657,191,162,.,"1,009",0.1,0.0,0.1,.,0.2,"8,618","2,289","2,779",.,"13,686",0.1,0.0,0.1,.,0.2,61,2,14,.,78,.,.,.,.,.,61,2,14,.,78,.,.,.,.,.,13.680,12.000,19.210,.,
2024,8570,Highline Electric Assn,NE,WACM,94,.,3,.,97,0.0,.,0.0,.,0.0,"1,258",.,60,.,"1,318",0.0,.,0.0,.,0.0,7,.,2,.,9,.,.,.,.,.,7,.,2,.,9,.,.,.,.,.,13.540,.,20.000,.,
2024,8620,"HILCO Electric Cooperative, Inc.",TX,ERCO,465,.,.,.,465,0.1,.,.,.,0.1,465,.,.,.,465,0.1,.,.,.,0.1,46,.,.,.,46,.,.,.,.,.,46,.,.,.,46,.,.,.,.,.,1.000,.,.,.,
2024,8699,Inland Power & Light Company,ID,BPAT,12,97,.,.,109,0.0,0.0,.,.,0.0,133,194,.,.,327,0.0,0.0,.,.,0.0,0,5,.,.,5,0,0,.,.,0,0,5,.,.,5,0,0,.,.,0,6.485,2.000,.,.,
2024,8699,Inland Power & Light Company,WA,BPAT,528,487,"1,507",.,"2,522",0.2,0.0,0.1,.,0.3,"9,645",573,"3,550",.,"13,768",0.2,0.0,0.1,.,0.3,45,80,72,.,197,0,0,0,.,0,45,80,72,.,197,0,0,0,.,0,10.600,2.916,2.040,.,
2024,8723,City of Holland,MI,MISO,"6,281","2,733","9,161",.,"18,175",0.7,0.6,2.2,.,3.5,"43,967","34,291","1,14,800",.,"1,93,058",0.7,0.6,2.2,.,3.5,230,274,916,.,"1,420",316,316,316,.,948,300,274,916,.,"1,490",316,316,316,.,948,7.000,15.000,14.000,.,
2024,8773,"Holy Cross Electric Assn, Inc",CO,PSCO,"2,916","2,390",.,.,"5,306",1.5,0.9,.,.,2.4,"28,810","27,580",.,.,"56,390",1.5,0.9,.,.,2.4,937,154,.,.,"1,091",139,23,.,.,161,937,154,.,.,"1,091",139,23,.,.,161,9.880,11.540,.,.,
2024,8774,City of Holyoke - (MA),MA,ISNE,65,7,0,0,71,0.1,0.1,0.0,0.0,0.1,"2,525",975,0,0,"3,500",0.1,0.0,0.0,0.0,0.1,105,1,0,0,106,491,197,0,0,688,130,0,0,0,130,376,600,0,0,976,25.000,25.000,25.000,25.000,
2024,8901,CenterPoint Energy,TX,ERCO,"1,19,454","1,09,058",0,0,"2,28,512",42.1,27.2,0.0,0.0,69.3,"17,09,624","16,48,281",0,0,"33,57,905",42.1,27.2,0.0,0.0,69.3,"21,157","14,375",0,0,"35,532","1,765","1,497",0,0,"3,262","21,157","14,375",0,0,"35,532","1,765","1,497",0,0,"3,262",14.312,15.114,0.000,0.000,https://interchange.puc.texas.gov/search/documents/?controlNumber=57468&itemNumber=9 
2024,9187,City of Idaho Falls - (ID),ID,PACE,97,"3,584","1,062",0,"4,743",0.0,0.7,0.2,0.0,0.9,"1,635","43,632","10,049",0,"55,316",0.0,0.7,0.2,0.0,0.9,108,800,122,0,"1,030",0,0,0,0,0,108,800,122,0,"1,030",0,0,0,0,0,16.780,12.180,9.460,0.000,
2024,9191,Idaho Power Co,ID,IPCO,"35,547","31,531","72,469",0,"1,39,547",4.1,3.6,8.3,0.0,16.0,"1,42,189","4,09,899","10,14,568",0,"15,66,656",4.1,3.6,8.3,0.0,16.0,489,"5,843","7,725",0,"14,057","5,625","2,906","6,724",0,"15,255",489,"5,843","7,725",0,"14,057","5,625","2,906","6,724",0,"15,255",4.000,13.000,14.000,0.000,
2024,9191,Idaho Power Co,OR,IPCO,435,272,"3,345",0,"4,052",0.1,0.0,0.4,0.0,0.5,"1,741","3,532","46,831",0,"52,104",0.1,0.0,0.4,0.0,0.5,19,32,457,0,508,148,101,273,0,522,19,32,457,0,508,148,101,273,0,522,5.000,13.000,14.000,0.000,
2024,9216,Imperial Irrigation District,CA,IID,"7,311","13,026",.,.,"20,337",5.3,0.8,.,.,6.1,"64,171","2,58,680",.,.,"3,22,851",5.3,0.8,.,.,6.1,"1,900","1,148",.,.,"3,048","3,611","1,146",.,.,"4,757","1,900","1,148",.,.,"3,048","3,611","1,146",.,.,"4,757",14.837,19.789,.,.,
2024,9231,City of Independence - (MO),MO,SWPP,351,.,.,.,351,0.4,.,.,.,0.4,"4,824",.,.,.,"4,824",0.3,.,.,.,0.3,50,74,.,.,124,2,.,.,.,2,50,74,.,.,124,2,.,.,.,2,15.651,.,.,.,
2024,9234,Indiana Municipal Power Agency,IN,MISO,17,27,.,.,44,0.0,0.0,.,.,0.0,85,135,.,.,220,0.0,0.0,.,.,0.0,1,6,.,.,8,0,0,.,.,0,1,6,.,.,8,0,0,.,.,0,5.000,5.000,.,.,
2024,9267,"Hoosier Energy R E C, Inc",IN,MISO,"2,942","3,431",.,.,"6,373",0.7,0.3,.,.,1.1,"52,249","49,566",.,.,"1,01,815",0.7,0.3,.,.,1.1,902,378,.,.,"1,280",.,.,.,.,.,902,378,.,.,"1,280",.,.,.,.,.,17.760,14.446,.,.,
2024,9273,AES Indiana,IN,MISO,"52,472","1,07,477",.,.,"1,59,949",47.4,23.6,.,.,71.0,"3,20,079","12,96,173",.,.,"16,16,252",47.4,23.6,.,.,71.0,"2,766","14,763",.,.,"17,529","10,870","7,599",.,.,"18,469","2,766","14,763",.,.,"17,529","10,870","7,599",.,.,"18,469",6.100,12.060,.,.,
2024,9286,Illinois Municipal Elec Agency,IL,MISO,666,.,"4,340",.,"5,007",0.2,.,0.8,.,0.9,"2,665",.,"17,362",.,"20,027",0.2,.,0.8,.,0.9,163,.,942,.,"1,105",5,.,41,.,46,163,.,942,.,"1,105",5,.,41,.,46,4.000,.,4.000,.,
2024,9324,Indiana Michigan Power Co,IN,PJM,"17,650","76,252",.,.,"93,902",10.1,42.6,.,.,52.7,"2,28,900","7,36,953",.,.,"9,65,853",10.1,42.6,.,.,52.7,691,"3,400",.,.,"4,091","2,564","3,358",.,.,"5,922",691,"3,400",.,.,"4,091","2,564","3,358",.,.,"5,922",13.000,9.700,.,.,
2024,9324,Indiana Michigan Power Co,MI,PJM,"5,526","26,357","1,188",.,"33,071",3.3,4.7,0.3,.,8.3,"88,293","1,61,291","3,180",.,"2,52,764",3.3,4.7,0.3,.,8.3,533,"1,564",71,.,"2,167","1,165","1,384",61,.,"2,610",533,"1,564",71,.,"2,168","1,165","1,384",61,.,"2,610",16.000,6.100,2.700,.,
2024,9417,Interstate Power and Light Co,IA,MISO,"23,114","59,204","36,355",.,"1,18,673",1.1,11.6,7.0,.,19.7,"89,973","7,21,809","3,03,323",.,"11,15,105",1.1,11.6,7.0,.,19.7,"1,196","7,378","5,618",.,"14,191","3,887","4,076",919,.,"8,883","1,196","7,378","5,618",.,"14,191","3,887","4,076",919,.,"8,883",3.893,12.192,8.343,.,https://efs.iowa.gov/efs/ShowDocumentSearch.do?searchType=document
2024,9576,Jackson County Rural E M C - (IN),IN,MISO,373,435,.,.,808,0.1,0.0,.,.,0.1,"3,730","4,351",.,.,"8,081",0.1,0.0,.,.,0.1,76,50,.,.,126,88,52,.,.,140,76,50,.,.,126,88,52,.,.,140,10.000,10.000,.,.,
2024,9601,Jackson Electric Member Corp - (GA),GA,SOCO,"1,750",865,180,.,"2,795",0.4,0.2,0.0,.,0.7,"15,272","4,255",909,.,"20,436",0.5,0.2,0.0,.,0.8,"2,013",1,1,.,"2,015",430,0,0,.,430,"2,013",1,1,.,"2,015",430,0,0,.,430,9.590,5.000,5.000,.,www.jacksonemc.com/savenow
2024,9617,JEA,FL,JEA,"21,373","11,019",.,.,"32,392",5.3,2.1,.,.,7.4,"1,51,689","1,16,638",.,.,"2,68,327",3.7,1.1,.,.,4.8,873,422,.,.,"1,295","1,454",476,.,.,"1,931",873,422,.,.,"1,295","1,454",476,.,.,"1,931",7.100,10.590,.,.,
2024,9699,"Jemez Mountains Elec Coop, Inc",NM,WALC,186,.,.,.,186,0.0,.,.,.,0.0,"2,767",.,.,.,"2,767",0.0,.,.,.,0.0,30,.,.,.,30,.,.,.,.,.,30,.,.,.,30,.,.,.,.,.,14.580,.,.,.,
2024,9726,Jersey Central Power & Lt Co,NJ,PJM,"41,309","1,13,466","4,728",0,"1,59,503",7.6,19.8,0.8,0.0,28.2,"2,17,025","15,43,719","64,322",0,"18,25,066",7.6,19.8,0.8,0.0,28.2,"13,579","95,186","3,966",0,"1,12,731","16,574","9,040",377,0,"25,991","13,579","95,186","3,966",0,"1,12,731","16,574","9,040",377,0,"25,991",5.254,13.605,13.605,0.000,https://www.njcleanenergy.com/cp
2024,9750,"Jo-Carroll Energy, Inc",IL,MISO,341,343,.,.,684,0.0,0.1,.,.,0.1,"4,709","6,054",.,.,"10,763",0.0,0.1,.,.,0.1,63,5,.,.,68,.,.,.,.,.,63,5,.,.,68,.,.,.,.,.,13.810,17.648,.,.,
2024,9778,Johnson County Rural E M C,IN,MISO,100,.,831,.,931,0.0,.,1.0,.,1.0,"1,800",.,"12,465",.,"14,265",0.0,.,1.0,.,1.0,63,.,108,.,171,.,.,.,.,.,63,.,108,.,171,.,.,.,.,.,18.000,.,15.000,.,
2024,9996,City of Kansas City - (KS),KS,SWPP,56,0,0,0,56,0.2,0.0,0.0,0.0,0.2,558,0,0,0,558,0.1,0.0,0.0,0.0,0.1,44,0,0,0,44,0,0,0,0,0,44,0,0,0,44,0,0,0,0,0,8.000,0.000,0.000,0.000,
2024,10000,Evergy Metro,KS,SWPP,"6,719","2,392",.,.,"9,110",4.2,1.1,.,.,5.3,"96,901","28,936",.,.,"1,25,837",4.2,1.1,.,.,5.3,"1,016",752,.,.,"1,768",351,477,.,.,829,"1,016",752,.,.,"1,768",351,477,.,.,829,14.400,12.100,.,.,www.evergy.com
