Utility Characteristics,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,Capacity MW,,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Virtual Capacity- 1 MW and over (MW),,,,,Virtual Customers- 1 MW and over,,,,,Virtual Capacity- under 1 MW (MW),,,,,Virtual Customers- under 1 MW,,,,,PV-Paired Battery Capacity (MW),,,,,PV-Paired Installations,,,,,PV-Paired Energy Capacity (MWh),,,,,Not PV-Paired Battery Capacity (MW),,,,,Not PV-Paired Installations,,,,,Not PV-Paired Energy Capacity (MWh),,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,
2023,ME,99999,State Adjustment,ISNE,,0.446,0.054,.,.,0.500,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.446,0.054,.,.,0.500,.,.,.,.,.,.,.,.,.,.
2023,MI,305,Alger-Delta Coop Electric Assn,MISO,DC,0.364,0.030,0.000,0.000,0.394,56,3,0,0,59,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.109,0.002,0.000,0.000,0.111,5,1,0,0,6,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.003,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.476,0.032,0.000,0.000,0.508,62,4,0,0,66,0.000,0.000,0.000,0.000,0.000
2023,MI,392,Alpena Power Co,MISO,AC,0.091,0.017,.,.,0.108,10,2,.,.,12,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.038,.,.,.,0.038,15,.,.,.,15,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.129,0.017,0.000,0.000,0.146,25,2,0,0,27,0.000,0.000,0.000,0.000,0.000
2023,MI,1196,Village of Baraga - (MI),MISO,DC,0.000,0.093,0.000,0.000,0.093,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.000,0.000,0.093,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2023,MI,1366,City of Bay City - (MI),MISO,AC,0.070,0.025,.,.,0.095,19,1,.,.,20,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.070,0.025,0.000,0.000,0.095,19,1,0,0,20,0.000,0.000,0.000,0.000,0.000
2023,MI,3436,Cherryland Electric Coop Inc,MISO,AC,1.154,0.113,.,.,1.267,148,14,.,.,162,676.200,38.710,.,.,714.910,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.413,.,.,.,0.413,41,.,.,.,41,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.027,0.014,.,.,0.041,14,2,.,.,16,0.826,0.000,.,.,0.826,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.181,0.127,0.000,0.000,1.308,162,16,0,0,178,677.026,38.710,0.000,0.000,715.736
2023,MI,3828,Cloverland Electric Co-op,MISO,AC,0.201,0.214,0.000,0.000,0.415,31,9,0,0,40,123.530,42.819,0.000,0.000,166.349,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.050,0.011,0.000,0.000,0.061,15,3,0,0,18,4.562,0.000,0.000,0.000,4.562,0.000,0.208,0.000,0.000,0.208,0,1,0,0,1,0.000,9.028,0.000,0.000,9.028,0.251,0.433,0.000,0.000,0.684,46,13,0,0,59,128.092,51.847,0.000,0.000,179.939
2023,MI,4254,Consumers Energy Co - (MI),MISO,DC,76.426,31.899,0.312,.,108.637,"9,623",637,7,.,"10,267","1,190.000",.,.,.,"1,190.000",.,1.000,.,.,1.000,.,1,.,.,1,2.830,0.670,.,.,3.500,"2,464",28,.,.,"2,492",9.686,0.241,.,.,9.927,"1,390",20,.,.,"1,410",16,0,.,.,16,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.353,0.177,.,.,0.530,78,17,.,.,95,.,.,.,.,0.000,.,.,0.190,.,0.190,.,.,1,.,1,.,.,.,.,0.000,79.609,33.746,0.502,0.000,113.857,"12,165",683,8,0,"12,856","1,190.000",0.000,0.000,0.000,"1,190.000"
2023,MI,4604,City of Crystal Falls,MISO,DC,0.001,0.002,0.000,0.000,0.003,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.000,0.000,0.003,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000
2023,MI,5109,DTE Electric Company,MISO,AC,56.946,13.354,0.694,0.000,70.994,"8,692",474,30,0,"9,196",.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.101,0.202,.,.,0.303,32,29,.,.,61,.,.,.,.,0.000,0.024,0.065,0.060,.,0.149,4,3,1,.,8,0.000,0.000,0.000,.,0.000,57.071,13.621,0.754,0.000,71.446,"8,728",506,31,0,"9,265",0.000,0.000,0.000,0.000,0.000
2023,MI,7265,City of Gladstone,MISO,DC,0.015,0.002,0.000,0.000,0.017,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.015,0.002,0.000,0.000,0.017,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000
2023,MI,7483,City of Grand Haven - (MI),MISO,AC,0.130,0.082,.,.,0.212,21,6,.,.,27,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.014,0.015,.,.,0.029,4,1,.,.,5,0,0,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,0.011,.,.,0.011,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.130,0.093,0.000,0.000,0.223,21,8,0,0,29,0.000,0.000,0.000,0.000,0.000
2023,MI,8723,City of Holland,MISO,AC,0.132,0.720,.,.,0.852,27,8,.,.,35,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,0.001,.,.,0.001,.,1,.,.,1,.,.,.,.,0.000,.,0.037,.,.,0.037,.,3,.,.,3,.,.,.,.,0.000,0.132,0.758,0.000,0.000,0.890,27,12,0,0,39,0.000,0.000,0.000,0.000,0.000
2023,MI,9324,Indiana Michigan Power Co,PJM,AC,4.015,1.107,0.158,0.000,5.280,516,43,2,0,561,"2,536.569",538.266,4.540,0.000,"3,079.375",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.482,0.000,0.000,0.000,0.482,102,0,0,0,102,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.022,0.006,0.005,0.000,0.033,6,1,1,0,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,4.037,1.113,0.163,0.000,5.313,522,44,3,0,569,"2,536.569",538.266,4.540,0.000,"3,079.375"
2023,MI,10508,Village of L'Anse - (MI),MISO,DC,0.002,0.011,0.000,0.000,0.013,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.002,0.011,0.000,0.000,0.013,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000
2023,MI,10704,City of Lansing - (MI),MISO,DC,1.931,1.146,.,.,3.077,303,24,.,.,327,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.931,1.146,0.000,0.000,3.077,303,24,0,0,327,0.000,0.000,0.000,0.000,0.000
2023,MI,11701,City of Marquette - (MI),MISO,AC,0.393,0.180,.,.,0.573,56,12,.,.,68,116.702,34.978,.,.,151.680,.,.,.,.,0.000,.,.,.,.,0,0.118,0.036,.,.,0.154,109,7,.,.,116,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0.000,.,1.050,.,.,1.050,.,2,.,.,2,.,.,.,.,0.000,0.521,1.266,0.000,0.000,1.787,166,21,0,0,187,116.702,34.978,0.000,0.000,151.680
2023,MI,12377,Midwest Energy Cooperative - (MI),PJM,AC,1.781,.,.,.,1.781,221,.,.,.,221,999.438,.,.,.,999.438,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.010,.,.,.,0.010,4,.,.,.,4,1.714,.,.,.,1.714,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.791,0.000,0.000,0.000,1.791,225,0,0,0,225,"1,001.152",0.000,0.000,0.000,"1,001.152"
2023,MI,13352,City of Negaunee,MISO,DC,0.015,0.010,0.000,0.000,0.025,2,1,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.015,0.010,0.000,0.000,0.025,2,1,0,0,3,0.000,0.000,0.000,0.000,0.000
2023,MI,13826,City of Norway,MISO,DC,0.008,0.002,0.000,0.000,0.010,2,1,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.008,0.002,0.000,0.000,0.010,2,1,0,0,3,0.000,0.000,0.000,0.000,0.000
2023,MI,15340,Presque Isle Elec & Gas Coop,MISO,DC,0.290,.,.,.,0.290,38,.,.,.,38,144.600,.,.,.,144.600,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.065,.,.,.,0.065,17,.,.,.,17,6.560,.,.,.,6.560,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.355,0.000,0.000,0.000,0.355,55,0,0,0,55,151.160,0.000,0.000,0.000,151.160
2023,MI,18252,City of Sturgis - (MI),PJM,AC,0.119,0.000,0.000,0.000,0.119,17,0,0,0,17,45.182,.,.,.,45.182,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.119,0.000,0.000,0.000,0.119,17,0,0,0,17,45.182,0.000,0.000,0.000,45.182
2023,MI,19125,City of Traverse City - (MI),MISO,DC,0.279,0.295,.,.,0.574,45,13,.,.,58,131.000,21.000,.,.,152.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,0.005,.,.,0.005,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.279,0.300,0.000,0.000,0.579,45,14,0,0,59,131.000,21.000,0.000,0.000,152.000
2023,MI,19396,Tri-County Electric Coop (MI),MISO,AC,1.440,1.370,0.000,0.000,2.810,173,14,0,0,187,760.960,"2,768.350",0.000,0.000,"3,529.310",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.130,0.000,0.000,0.000,0.130,4,0,0,0,4,5.146,0.000,0.000,0.000,5.146,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.570,1.370,0.000,0.000,2.940,177,14,0,0,191,766.106,"2,768.350",0.000,0.000,"3,534.456"
2023,MI,19578,Upper Peninsula Power Company,MISO,AC,1.597,0.280,.,.,1.877,246,7,.,.,253,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.076,0.000,.,.,0.076,20,0,.,.,20,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.673,0.280,0.000,0.000,1.953,266,7,0,0,273,0.000,0.000,0.000,0.000,0.000
2023,MI,21048,Wyandotte Municipal Serv Comm,MISO,AC,0.183,0.263,0.272,.,0.718,43,29,2,.,74,75.383,45.689,0.000,.,121.072,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.183,0.263,0.272,0.000,0.718,43,29,2,0,74,75.383,45.689,0.000,0.000,121.072
2023,MI,21158,City of Zeeland - (MI),MISO,AC,0.025,0.051,.,.,0.076,4,1,.,.,5,.,.,.,.,0.000,0.000,0.000,.,.,0.000,0,0,.,.,0,0.000,0.000,.,.,0.000,0,0,.,.,0,0.000,0.000,.,.,0.000,0,0,.,.,0,0,0,.,.,0,0.000,0.000,.,.,0.000,0,0,.,.,0,0,0,.,.,0,0.000,0.000,.,.,0.000,0,0,.,.,0,.,.,.,.,0.000,0.000,0.000,.,.,0.000,0,0,.,.,0,.,.,.,.,0.000,0.025,0.051,0.000,0.000,0.076,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000
2023,MI,38084,Great Lakes Energy Coop,MISO,AC,3.244,0.299,.,.,3.543,461,17,.,.,478,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.322,.,.,.,0.322,268,.,.,.,268,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.137,0.024,.,.,0.161,27,5,.,.,32,.,.,.,.,0.000,.,.,0.400,.,0.400,.,.,1,.,1,.,.,.,.,0.000,3.703,0.323,0.400,0.000,4.426,756,22,1,0,779,0.000,0.000,0.000,0.000,0.000
2023,MI,60631,Upper Michigan Energy Resources Corp.,MISO,DC,0.544,0.121,.,.,0.665,64,3,.,.,67,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.062,0.020,.,.,0.082,9,1,.,.,10,.,.,.,.,0.000,0.010,0.005,.,.,0.015,1,2,.,.,3,.,.,.,.,0.000,0.616,0.146,0.000,0.000,0.762,74,6,0,0,80,0.000,0.000,0.000,0.000,0.000
2023,MI,99999,State Adjustment,MISO,,-13.306,-5.714,-0.054,.,-19.074,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-13.306,-5.714,-0.054,.,-19.074,.,.,.,.,.,.,.,.,.,.
2023,MN,155,Agralite Electric Coop,MISO,AC,0.549,.,.,.,0.549,27,.,.,.,27,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.319,.,.,.,0.319,15,.,.,.,15,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.868,0.000,0.000,0.000,0.868,42,0,0,0,42,0.000,0.000,0.000,0.000,0.000
2023,MN,295,City of Alexandria - (MN),MISO,AC,0.103,0.002,.,.,0.105,12,1,.,.,13,70.345,0.000,.,.,70.345,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,1.500,.,1.500,.,.,1,.,1,.,.,4.400,.,4.400,0.103,0.002,1.500,0.000,1.605,12,1,1,0,14,70.345,0.000,4.400,0.000,74.745
2023,MN,689,Connexus Energy,MISO,AC,9.600,2.087,.,.,11.687,"1,078",34,.,.,"1,112",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.232,0.008,.,.,0.240,125,4,.,.,129,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.059,0.010,.,.,0.069,5,1,.,.,6,.,.,.,.,0.000,0.025,.,.,.,0.025,5,.,.,.,5,.,.,.,.,0.000,9.916,2.105,0.000,0.000,12.021,"1,213",39,0,0,"1,252",0.000,0.000,0.000,0.000,0.000
2023,MN,691,City of Anoka,MISO,AC,0.220,0.030,.,.,0.250,31,1,.,.,32,134.700,1.351,.,.,136.051,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.030,0.000,.,.,0.030,3,0,.,.,3,0,0,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.220,0.030,0.000,0.000,0.250,31,1,0,0,32,134.700,1.351,0.000,0.000,136.051
2023,MN,1009,City of Austin - (MN),MISO,AC,0.194,0.183,.,.,0.377,22,12,.,.,34,84.365,35.479,.,.,119.844,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.194,0.183,0.000,0.000,0.377,22,12,0,0,34,84.365,35.479,0.000,0.000,119.844
2023,MN,1529,"Beltrami Electric Coop, Inc",MISO,AC,1.520,0.152,.,.,1.672,98,6,.,.,104,737.775,13.456,.,.,751.231,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.013,.,.,.,0.013,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.533,0.152,0.000,0.000,1.685,100,6,0,0,106,737.775,13.456,0.000,0.000,751.231
2023,MN,1884,BENCO Electric Cooperative,MISO,AC,2.599,0.176,.,.,2.775,151,5,.,.,156,.,.,.,.,0.000,0.000,0.000,.,.,0.000,0,0,.,.,0,0.000,0.000,.,.,0.000,0,0,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.353,0.072,.,.,0.425,14,2,.,.,16,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.952,0.248,0.000,0.000,3.200,165,7,0,0,172,0.000,0.000,0.000,0.000,0.000
2023,MN,3400,City of Chaska - (MN),MISO,AC,0.963,0.045,.,.,1.008,123,2,.,.,125,620.000,27.000,.,.,647.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.963,0.045,0.000,0.000,1.008,123,2,0,0,125,620.000,27.000,0.000,0.000,647.000
2023,MN,4577,Crow Wing Cooperative Power & Light Comp,MISO,AC,1.565,0.505,.,.,2.070,128,25,.,.,153,"1,104.000",526.000,.,.,"1,630.000",.,.,.,.,0.000,.,.,.,.,0,0.136,.,.,.,0.136,100,.,.,.,100,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.028,0.010,.,.,0.038,2,1,.,.,3,21.766,0.806,.,.,22.572,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.729,0.515,0.000,0.000,2.244,230,26,0,0,256,"1,125.766",526.806,0.000,0.000,"1,652.572"
2023,MN,5574,East Central Energy,MISO,AC,6.763,0.826,0.000,0.000,7.589,537,38,0,0,575,"3,249.902",440.286,0.000,0.000,"3,690.188",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.042,0.042,0.000,0.000,0.084,3,3,0,0,6,0.660,8.110,0.000,0.000,8.770,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.805,0.868,0.000,0.000,7.673,540,41,0,0,581,"3,250.562",448.396,0.000,0.000,"3,698.958"
2023,MN,5773,City of Elk River,MISO,AC,0.747,0.096,.,.,0.843,90,4,.,.,94,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.030,.,.,.,0.030,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.777,0.096,0.000,0.000,0.873,93,4,0,0,97,0.000,0.000,0.000,0.000,0.000
2023,MN,6258,Federated Rural Electric Assn,MISO,AC,0.140,0.648,.,.,0.788,11,17,.,.,28,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,0.150,.,.,0.150,.,4,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.140,0.798,0.000,0.000,0.938,11,21,0,0,32,0.000,0.000,0.000,0.000,0.000
