,,,,,Capacity MW,,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Virtual Capacity- 1 MW and over (MW),,,,,Virtual Customers- 1 MW and over,,,,,Virtual Capacity- under 1 MW (MW),,,,,Virtual Customers- under 1 MW,,,,,PV-Paired Battery Capacity (MW),,,,,PV-Paired Installations,,,,,PV-Paired Energy Capacity (MWh),,,,,Not PV-Paired Battery Capacity (MW),,,,,Not PV-Paired Installations,,,,,Not PV-Paired Energy Capacity (MWh),,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,BA Code,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2024,MI,13352,City of Negaunee,MISO,DC,0.018,0.013,0.000,0.000,0.031,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.018,0.013,0.000,0.000,0.031,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000
2024,MI,13826,City of Norway,MISO,DC,0.015,0.002,0.000,0.000,0.017,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.015,0.002,0.000,0.000,0.017,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000
2024,MI,15340,Presque Isle Elec & Gas Coop,MISO,DC,0.351,.,.,.,0.351,45,.,.,.,45,185.452,.,.,.,185.452,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.060,.,.,.,0.060,13,.,.,.,13,30.101,.,.,.,30.101,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.411,0.000,0.000,0.000,0.411,58,0,0,0,58,215.553,0.000,0.000,0.000,215.553
2024,MI,18252,City of Sturgis - (MI),PJM,DC,0.119,.,.,.,0.119,17,.,.,.,17,0.068,.,.,.,0.068,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.119,0.000,0.000,0.000,0.119,17,0,0,0,17,0.068,0.000,0.000,0.000,0.068
2024,MI,19125,City of Traverse City - (MI),MISO,DC,0.307,0.320,.,.,0.627,51,15,.,.,66,181.549,38.273,.,.,219.822,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,0.005,.,.,0.005,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.307,0.325,0.000,0.000,0.632,51,16,0,0,67,181.549,38.273,0.000,0.000,219.822
2024,MI,19396,Tri-County Electric Coop (MI),MISO,AC,1.570,1.340,0.000,0.000,2.910,179,12,0,0,191,"1,029.980","2,387.227",0.000,0.000,"3,417.207",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.013,0.000,0.000,0.000,0.013,4,0,0,0,4,5.800,0.000,0.000,0.000,5.800,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.583,1.340,0.000,0.000,2.923,183,12,0,0,195,"1,035.780","2,387.227",0.000,0.000,"3,423.007"
2024,MI,19578,Upper Peninsula Power Company,MISO,AC,1.757,0.280,.,.,2.037,266,7,.,.,273,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.076,.,.,.,0.076,20,.,.,.,20,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.833,0.280,0.000,0.000,2.113,286,7,0,0,293,0.000,0.000,0.000,0.000,0.000
2024,MI,21048,Wyandotte Municipal Serv Comm,MISO,AC,0.187,0.263,0.272,.,0.722,44,29,2,.,75,80.356,50.527,0.000,130.883,261.766,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.187,0.263,0.272,0.000,0.722,44,29,2,0,75,80.356,50.527,0.000,130.883,261.766
2024,MI,21158,City of Zeeland - (MI),MISO,AC,0.023,.,0.051,.,0.074,4,.,1,.,5,13.596,.,.,.,13.596,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.023,0.000,0.051,0.000,0.074,4,0,1,0,5,13.596,0.000,0.000,0.000,13.596
2024,MI,38084,Great Lakes Energy Coop,MISO,AC,3.700,0.299,.,.,3.999,526,17,.,.,543,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.317,.,.,.,0.317,264,.,.,.,264,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.137,0.024,.,.,0.161,27,5,.,.,32,.,.,.,.,0.000,.,.,0.400,.,0.400,.,.,1,.,1,.,.,.,.,0.000,4.154,0.323,0.400,0.000,4.877,817,22,1,0,840,0.000,0.000,0.000,0.000,0.000
2024,MI,60631,Upper Michigan Energy Resources Corp.,MISO,AC,0.474,0.119,0.002,.,0.595,81,4,1,.,86,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.046,0.123,.,.,0.169,6,1,.,.,7,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.023,0.002,.,.,0.025,5,1,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.497,0.121,0.002,0.000,0.620,86,5,1,0,92,0.000,0.000,0.000,0.000,0.000
2024,MI,99999,Adjustment 2024,MISO,,-15.382,-9.128,-0.115,0.000,-24.625,.,.,.,.,.,.,.,.,.,.,0.000,-0.174,0.000,0.000,-0.174,.,.,.,.,.,-0.494,-0.117,0.000,0.000,-0.610,.,.,.,.,.,-1.979,-0.052,.,.,-2.031,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-15.876,-9.420,-0.115,0.000,-25.410,.,.,.,.,.,.,.,.,.,.
2024,MI,99999,Adjustment 2024,PJM,,-0.021,.,.,.,-0.021,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.021,.,.,.,-0.021,.,.,.,.,.,.,.,.,.,.
2024,MN,155,Agralite Electric Coop,MISO,AC,0.606,.,.,.,0.606,31,.,.,.,31,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.234,.,.,.,0.234,12,.,.,.,12,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.840,0.000,0.000,0.000,0.840,43,0,0,0,43,0.000,0.000,0.000,0.000,0.000
2024,MN,295,City of Alexandria - (MN),MISO,AC,0.125,0.002,.,.,0.127,14,1,.,.,15,95.435,0.000,.,.,95.435,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,1.500,.,1.500,.,.,1,.,1,.,.,7.200,.,7.200,0.125,0.002,1.500,0.000,1.627,14,1,1,0,16,95.435,0.000,7.200,0.000,102.635
2024,MN,689,Connexus Energy,MISO,AC,11.320,2.346,.,.,13.666,"1,280",39,.,.,"1,319",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.232,0.008,.,.,0.240,125,4,.,.,129,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.059,0.010,.,.,0.069,5,1,.,.,6,.,.,.,.,0.000,0.025,.,.,.,0.025,5,.,.,.,5,.,.,.,.,0.000,11.636,2.364,0.000,0.000,14.000,"1,415",44,0,0,"1,459",0.000,0.000,0.000,0.000,0.000
2024,MN,691,City of Anoka,MISO,AC,0.380,0.070,.,.,0.450,50,2,.,.,52,286.414,43.890,.,.,330.304,0.030,0.000,.,.,0.030,3,0,.,.,3,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.410,0.070,0.000,0.000,0.480,53,2,0,0,55,286.414,43.890,0.000,0.000,330.304
2024,MN,1009,City of Austin - (MN),MISO,AC,0.239,0.298,.,.,0.537,30,13,.,.,43,101.112,35.202,.,.,136.314,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.239,0.298,0.000,0.000,0.537,30,13,0,0,43,101.112,35.202,0.000,0.000,136.314
2024,MN,1529,"Beltrami Electric Coop, Inc",MISO,AC,1.734,0.271,0.038,0.000,2.043,110,9,1,0,120,962.402,13.938,2.534,0.000,978.874,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.744,0.271,0.038,0.000,2.053,111,9,1,0,121,962.402,13.938,2.534,0.000,978.874
2024,MN,1884,BENCO Electric Cooperative,MISO,AC,3.211,0.176,.,.,3.387,180,5,.,.,185,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.353,0.072,.,.,0.425,14,2,.,.,16,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.564,0.248,0.000,0.000,3.812,194,7,0,0,201,0.000,0.000,0.000,0.000,0.000
2024,MN,3400,City of Chaska - (MN),MISO,AC,1.235,0.045,.,.,1.280,152,2,.,.,154,951.120,25.600,.,.,976.720,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.235,0.045,0.000,0.000,1.280,152,2,0,0,154,951.120,25.600,0.000,0.000,976.720
2024,MN,4577,Crow Wing Cooperative Power & Light Comp,MISO,AC,1.835,0.505,.,.,2.340,148,25,.,.,173,"1,619.000",526.000,.,.,"2,145.000",.,.,.,.,0.000,.,.,.,.,0,0.136,.,.,.,0.136,100,.,.,.,100,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.028,0.001,.,.,0.029,2,1,.,.,3,21.766,0.081,.,.,21.847,1.863,0.506,.,.,2.369,150,26,.,.,176,"1,640.766",526.081,.,.,"2,166.847",3.862,1.012,0.000,0.000,4.874,400,52,0,0,452,"3,281.532","1,052.162",0.000,0.000,"4,333.694"
2024,MN,5574,East Central Energy,MISO,AC,7.836,0.990,0.000,0.000,8.826,615,44,0,0,659,"4,386.971",525.615,0.000,0.000,"4,912.586",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.042,0.042,0.000,0.000,0.084,3,3,0,0,6,0.000,8.888,0.000,0.000,8.888,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,7.878,1.032,0.000,0.000,8.910,618,47,0,0,665,"4,386.971",534.503,0.000,0.000,"4,921.474"
2024,MN,5773,City of Elk River,MISO,AC,0.867,0.176,.,.,1.043,103,5,.,.,108,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.030,.,.,.,0.030,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.897,0.176,0.000,0.000,1.073,106,5,0,0,111,0.000,0.000,0.000,0.000,0.000
2024,MN,6258,Federated Rural Electric Assn,MISO,AC,0.151,0.716,.,.,0.867,12,19,.,.,31,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,0.150,.,.,0.150,.,4,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.151,0.866,0.000,0.000,1.017,12,23,0,0,35,0.000,0.000,0.000,0.000,0.000
2024,MN,6782,Freeborn Mower Electric Cooperative,MISO,AC,3.218,1.741,.,.,4.959,144,53,.,.,197,"1,754.430","1,152.190",.,.,"2,906.620",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.044,.,.,.,0.044,6,.,.,.,6,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.188,0.078,.,.,0.266,6,2,.,.,8,75.140,40.750,.,.,115.890,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.406,1.819,0.000,0.000,5.225,150,55,0,0,205,"1,829.570","1,192.940",0.000,0.000,"3,022.510"
2024,MN,7292,Glencoe Light & Power Comm,MISO,AC,0.057,.,.,.,0.057,8,.,.,.,8,27.887,.,.,.,27.887,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.002,.,.,.,0.002,1,.,.,.,1,0.000,.,.,.,0.000,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.059,0.000,0.000,0.000,0.059,9,0,0,0,9,27.887,0.000,0.000,0.000,27.887
2024,MN,8319,Heartland Power Coop,MISO,AC,0.008,.,.,.,0.008,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2024,MN,9475,Itasca-Mantrap Co-op Electrical Assn,MISO,AC,0.544,0.090,.,.,0.634,44,4,.,.,48,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.045,0.020,.,.,0.065,41,1,.,.,42,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,0.020,.,.,0.020,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.589,0.130,0.000,0.000,0.719,85,6,0,0,91,0.000,0.000,0.000,0.000,0.000
2024,MN,10596,City of Lake Crystal - (MN),MISO,AC,0.053,0.120,.,.,0.173,5,3,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.009,0.040,.,.,0.049,1,1,.,.,2,0,0,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.053,0.120,0.000,0.000,0.173,5,3,0,0,8,0.000,0.000,0.000,0.000,0.000
2024,MN,10618,Lake Region Electric Cooperative - (MN),MISO,AC,1.767,.,.,.,1.767,104,.,.,.,104,"1,828.092",.,.,.,"1,828.092",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.081,.,.,.,0.081,5,.,.,.,5,0,.,.,.,0,0.007,.,.,.,0.007,1,.,.,.,1,0,.,.,.,0,0.129,.,.,.,0.129,16,.,.,.,16,31.144,.,.,.,31.144,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.896,0.000,0.000,0.000,1.896,120,0,0,0,120,"1,859.236",0.000,0.000,0.000,"1,859.236"
2024,MN,10697,Lake Country Power,MISO,AC,2.795,0.234,.,.,3.029,279,16,.,.,295,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.016,.,.,.,0.016,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.811,0.234,0.000,0.000,3.045,284,16,0,0,300,0.000,0.000,0.000,0.000,0.000
2024,MN,11731,City of Marshall - (MN),MISO,AC,0.052,0.376,0.000,0.000,0.428,8,8,0,0,16,5.873,57.480,0.000,0.000,63.353,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.052,0.376,0.000,0.000,0.428,8,8,0,0,16,5.873,57.480,0.000,0.000,63.353
2024,MN,12227,Meeker Coop Light & Power Assn,MISO,DC,1.890,0.530,.,.,2.420,80,3,.,.,83,"1,811.297",0.000,.,.,"1,811.297",.,.,.,.,0.000,.,.,.,.,0,0.039,.,.,.,0.039,36,.,.,.,36,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.080,.,.,.,0.080,4,.,.,.,4,108.905,.,.,.,108.905,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.009,0.530,0.000,0.000,2.539,120,3,0,0,123,"1,920.202",0.000,0.000,0.000,"1,920.202"
2024,MN,12546,Mille Lacs Energy Cooperative,MISO,AC,0.932,0.070,.,.,1.002,59,6,.,.,65,0.717,.,.,.,0.717,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.016,.,.,.,0.016,2,.,.,.,2,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,0.001,.,.,0.001,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.932,0.071,0.000,0.000,1.003,59,7,0,0,66,0.717,0.000,0.000,0.000,0.717
2024,MN,12647,"ALLETE, Inc.",MISO,AC,9.589,8.987,0.020,0.000,18.596,"1,014",191,1,0,"1,206","3,422.875","1,025.631",0.000,0.000,"4,448.506",.,.,.,.,0.000,.,.,.,.,0,0.518,0.522,0.000,0.000,1.040,95,3,0,0,98,0.554,0.006,0.000,0.000,0.560,30,1,0,0,31,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.072,0.093,0.000,0.000,0.165,7,7,0,0,14,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,10.179,9.602,0.020,0.000,19.801,"1,116",201,1,0,"1,318","3,422.875","1,025.631",0.000,0.000,"4,448.506"
2024,MN,12651,Minnesota Valley Electric Coop,MISO,AC,4.706,0.922,.,.,5.628,426,16,.,.,442,"5,459.297",978.853,.,.,"6,438.150",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.170,0.133,.,.,0.303,19,1,.,.,20,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.134,0.100,.,.,0.234,7,3,.,.,10,51.940,57.686,.,.,109.626,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.840,1.022,0.000,0.000,5.862,433,19,0,0,452,"5,511.237","1,036.539",0.000,0.000,"6,547.776"
2024,MN,12894,City of Moorhead - (MN),SWPP,AC,0.205,0.077,0.485,0.000,0.767,24,2,10,0,36,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.205,0.077,0.485,0.000,0.767,24,2,10,0,36,0.000,0.000,0.000,0.000,0.000
2024,MN,13781,Northern States Power Co - Minnesota,MISO,DC,100.654,69.377,18.264,.,188.295,"13,411","1,393",229,.,"15,033",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,100.654,69.377,18.264,0.000,188.295,"13,411","1,393",229,0,"15,033",0.000,0.000,0.000,0.000,0.000
2024,MN,14232,Otter Tail Power Co,MISO,AC,0.885,2.047,0.000,0.000,2.932,71,40,0,0,111,28.457,6.533,0.000,0.000,34.990,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.027,0.174,0.000,0.000,0.201,2,7,0,0,9,0.900,0.000,0.000,0.000,0.900,0.000,0.035,0.000,0.000,0.035,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.912,2.256,0.000,0.000,3.168,73,48,0,0,121,29.357,6.533,0.000,0.000,35.890
2024,MN,14246,City of Owatonna - (MN),MISO,AC,0.617,0.038,0.000,0.000,0.655,75,1,0,0,76,180.200,0.960,0.000,0.000,181.160,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.617,0.038,0.000,0.000,0.655,75,1,0,0,76,180.200,0.960,0.000,0.000,181.160
