,,,,,Capacity MW,,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Virtual Capacity- 1 MW and over (MW),,,,,Virtual Customers- 1 MW and over,,,,,Virtual Capacity- under 1 MW (MW),,,,,Virtual Customers- under 1 MW,,,,,PV-Paired Battery Capacity (MW),,,,,PV-Paired Installations,,,,,PV-Paired Energy Capacity (MWh),,,,,Not PV-Paired Battery Capacity (MW),,,,,Not PV-Paired Installations,,,,,Not PV-Paired Energy Capacity (MWh),,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Installations,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,BA Code,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2024,IA,9425,Iowa Lakes Electric Coop,SWPP,AC,1.055,2.486,.,.,3.541,53,65,.,.,118,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.036,0.045,.,.,0.081,4,3,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.091,2.531,0.000,0.000,3.622,57,68,0,0,125,0.000,0.000,0.000,0.000,0.000
2024,IA,11053,Linn County REC,MISO,AC,5.153,1.092,0.463,.,6.708,638,55,6,.,699,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.030,.,0.004,.,0.034,2,.,1,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.183,1.092,0.467,0.000,6.742,640,55,7,0,702,0.000,0.000,0.000,0.000,0.000
2024,IA,11611,City of Maquoketa - (IA),MISO,DC,0.207,0.280,0.000,0.000,0.487,8,5,0,0,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.207,0.280,0.000,0.000,0.487,8,5,0,0,13,0.000,0.000,0.000,0.000,0.000
2024,IA,11788,Consumers Energy Coop - (IA),MISO,AC,0.181,.,.,.,0.181,16,.,.,.,16,152.128,.,.,.,152.128,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.063,.,.,.,0.063,8,.,.,.,8,30.417,.,.,.,30.417,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.244,0.000,0.000,0.000,0.244,24,0,0,0,24,182.545,0.000,0.000,0.000,182.545
2024,IA,12341,MidAmerican Energy Co,MISO,AC,36.813,27.545,7.117,.,71.475,"4,482",585,27,.,"5,094","23,797.791","10,185.499",896.982,.,"34,880.272",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.418,0.750,0.114,.,1.282,42,18,2,.,62,55.308,37.444,.,.,92.752,.,.,2.000,.,2.000,.,.,1,.,1,.,.,.,.,0.000,37.231,28.295,9.231,0.000,74.757,"4,524",603,30,0,"5,157","23,853.099","10,222.943",896.982,0.000,"34,973.024"
2024,IA,12450,Midland Power Coop,MISO,AC,0.199,.,.,.,0.199,18,.,.,.,18,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.042,.,.,.,0.042,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.241,0.000,0.000,0.000,0.241,23,0,0,0,23,0.000,0.000,0.000,0.000,0.000
2024,IA,13143,Board of Water Electric & Communications,MISO,AC,0.200,0.322,1.017,.,1.539,26,10,3,.,39,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.200,0.322,1.017,0.000,1.539,26,10,3,0,39,0.000,0.000,0.000,0.000,0.000
2024,IA,15291,Prairie Energy Coop,SWPP,AC,0.021,.,0.021,.,0.042,3,.,1,.,4,189.960,.,2.040,.,192.000,.,.,.,.,0.000,.,.,.,.,0,0.139,.,.,.,0.139,10,.,.,.,10,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,0.020,.,0.020,.,.,1,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.160,0.000,0.041,0.000,0.201,13,0,2,0,15,189.960,0.000,2.040,0.000,192.000
2024,IA,15349,City of Preston,MISO,DC,0.014,0.000,0.000,0.000,0.014,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.014,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2024,IA,17260,North West Rural Electric Coop,SWPP,AC,0.179,0.076,.,.,0.255,14,2,.,.,16,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.000,0.000,.,.,0.000,0,0,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.179,0.076,0.000,0.000,0.255,14,2,0,0,16,0.000,0.000,0.000,0.000,0.000
2024,IA,19157,MiEnergy Cooperative,MISO,AC,5.073,2.741,.,.,7.814,413,93,.,.,506,"1,686.704",611.353,.,.,"2,298.057",.,.,.,.,0.000,.,.,.,.,0,0.023,.,.,.,0.023,25,.,.,.,25,0.061,.,.,.,0.061,6,.,.,.,6,0,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.080,.,.,.,0.080,8,.,.,.,8,15.592,.,.,.,15.592,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.176,2.741,0.000,0.000,7.917,446,93,0,0,539,"1,702.296",611.353,0.000,0.000,"2,313.649"
2024,IA,99999,Adjustment 2024,MISO,,-0.044,-0.052,0.000,0.000,-0.096,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.044,-0.052,0.000,0.000,-0.096,.,.,.,.,.,.,.,.,.,.
2024,ID,6169,Fall River Rural Elec Coop Inc,BPAT,AC,1.637,0.213,.,.,1.850,182,9,.,.,191,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.003,0.000,.,.,0.003,2,0,.,.,2,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.640,0.213,0.000,0.000,1.853,184,9,0,0,193,0.000,0.000,0.000,0.000,0.000
2024,ID,8699,Inland Power & Light Company,BPAT,AC,0.056,.,.,.,0.056,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.056,0.000,0.000,0.000,0.056,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000
2024,ID,9187,City of Idaho Falls - (ID),PACE,AC,1.530,0.090,0.000,0.000,1.620,248,5,0,0,253,0.179,0.000,0.000,0.000,0.179,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.530,0.090,0.000,0.000,1.620,248,5,0,0,253,0.179,0.000,0.000,0.000,0.179
2024,ID,9191,Idaho Power Co,IPCO,DC,140.507,9.130,21.275,0.000,170.912,"18,207",316,230,0,"18,753",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.102,0.000,0.000,0.000,0.102,22,0,0,0,22,.,.,.,.,0.000,0.091,0.070,0.000,0.000,0.161,8,3,0,0,11,.,.,.,.,0.000,140.700,9.200,21.275,0.000,171.175,"18,237",319,230,0,"18,786",0.000,0.000,0.000,0.000,0.000
2024,ID,10454,Kootenai Electric Cooperative,AVA,DC,1.675,.,.,.,1.675,219,.,.,.,219,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.052,.,.,.,0.052,50,.,.,.,50,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.018,.,.,.,0.018,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.745,0.000,0.000,0.000,1.745,274,0,0,0,274,0.000,0.000,0.000,0.000,0.000
2024,ID,11273,Lower Valley Energy Inc,BPAT,AC,0.022,.,.,.,0.022,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.000,0.000,0.000,0.024,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2024,ID,14354,PacifiCorp,PACE,DC,28.471,1.424,0.986,0.000,30.881,"3,350",73,14,0,"3,437",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,4.481,0.031,0.000,0.000,4.512,465,2,0,0,467,6,0,0,0,6,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.222,0.057,0.000,0.000,0.279,65,8,0,0,73,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,2,0,0,0,2,.,.,.,.,0.000,28.701,1.481,0.986,0.000,31.168,"3,417",81,14,0,"3,512",0.000,0.000,0.000,0.000,0.000
2024,ID,19502,"United Electric Co-op, Inc - (ID)",BPAT,AC,0.268,0.118,.,.,0.386,26,5,.,.,31,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.268,0.118,0.000,0.000,0.386,26,5,0,0,31,0.000,0.000,0.000,0.000,0.000
2024,ID,20169,Avista Corp,AVA,AC,4.372,1.054,.,.,5.426,659,40,.,.,699,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.013,0.002,.,.,0.015,5,1,.,.,6,.,.,.,.,0.000,0.014,0.065,.,.,0.079,3,1,.,.,4,.,.,.,.,0.000,4.399,1.121,0.000,0.000,5.520,667,42,0,0,709,0.000,0.000,0.000,0.000,0.000
2024,ID,99999,Adjustment 2024,AVA,,-0.292,.,.,.,-0.292,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,-0.009,.,.,.,-0.009,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.301,.,.,.,-0.301,.,.,.,.,.,.,.,.,.,.
2024,ID,99999,Adjustment 2024,IPCO,,-24.504,-1.592,-3.710,0.000,-29.807,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-24.504,-1.592,-3.710,0.000,-29.807,.,.,.,.,.,.,.,.,.,.
2024,ID,99999,Adjustment 2024,PACE,,-4.965,-0.248,-0.172,0.000,-5.386,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,-0.781,-0.005,0.000,0.000,-0.787,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-4.965,-0.248,-0.172,0.000,-5.386,.,.,.,.,.,.,.,.,.,.
2024,IL,3931,Coles-Moultrie Electric Coop,MISO,DC,1.113,0.767,.,.,1.880,107,7,.,.,114,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.123,0.767,0.000,0.000,1.890,108,7,0,0,115,0.000,0.000,0.000,0.000,0.000
2024,IL,4110,Commonwealth Edison Co,PJM,AC,479.240,259.220,.,.,738.460,"65,704","1,548",.,.,"67,252",.,.,.,.,0.000,108.360,156.430,.,.,264.790,"24,588","7,051",.,.,"31,639",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.180,2.420,.,.,2.600,32,12,.,.,44,.,.,.,.,0.000,.,0.375,.,.,0.375,.,1,.,.,1,.,.,.,.,0.000,587.780,418.445,0.000,0.000,"1,006.225","90,324","8,612",0,0,"98,936",0.000,0.000,0.000,0.000,0.000
2024,IL,4362,Corn Belt Energy Corporation,MISO,AC,8.523,4.100,0.000,.,12.623,689,33,0,.,722,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.103,.,.,.,0.103,17,.,.,.,17,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,2.620,.,2.620,.,.,1,.,1,.,.,.,.,0.000,8.523,4.100,2.620,0.000,15.243,689,33,1,0,723,0.000,0.000,0.000,0.000,0.000
2024,IL,5535,Egyptian Electric Coop Assn,MISO,AC,4.226,.,.,.,4.226,401,.,.,.,401,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.226,0.000,0.000,0.000,4.226,401,0,0,0,401,0.000,0.000,0.000,0.000,0.000
2024,IL,5585,Eastern Illinois Elec Coop,MISO,AC,5.000,1.000,.,.,6.000,455,9,.,.,464,"2,754.000",493.000,.,.,"3,247.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.001,0.001,.,.,0.002,3,1,.,.,4,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.000,0.000,.,.,0.000,5.001,1.001,0.000,0.000,6.002,458,10,0,0,468,"2,754.000",493.000,0.000,0.000,"3,247.000"
2024,IL,7096,City of Geneva- (IL),PJM,AC,0.377,0.820,0.750,.,1.947,43,3,1,.,47,235.500,29.800,293.300,.,558.600,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.377,0.820,0.750,0.000,1.947,43,3,1,0,47,235.500,29.800,293.300,0.000,558.600
2024,IL,9750,"Jo-Carroll Energy, Inc",MISO,AC,8.369,0.509,.,.,8.878,850,33,.,.,883,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.015,.,.,.,0.015,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.384,0.509,0.000,0.000,8.893,856,33,0,0,889,0.000,0.000,0.000,0.000,0.000
2024,IL,12341,MidAmerican Energy Co,MISO,AC,4.255,5.269,2.180,.,11.704,520,86,4,.,610,"1,072.230",967.425,.,.,"2,039.655",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.004,0.620,.,.,0.624,2,2,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.259,5.889,2.180,0.000,12.328,522,88,4,0,614,"1,072.230",967.425,0.000,0.000,"2,039.655"
2024,IL,12395,Menard Electric Coop,MISO,DC,2.499,.,.,.,2.499,258,.,.,.,258,"1,714.000",.,.,.,"1,714.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.012,.,.,.,0.012,2,.,.,.,2,6.000,.,.,.,6.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.511,0.000,0.000,0.000,2.511,260,0,0,0,260,"1,720.000",0.000,0.000,0.000,"1,720.000"
2024,IL,13032,Mt Carmel Public Utility Co,MISO,AC,0.587,0.171,.,.,0.758,48,8,.,.,56,21.000,3.270,.,.,24.270,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.587,0.171,0.000,0.000,0.758,48,8,0,0,56,21.000,3.270,0.000,0.000,24.270
2024,IL,13208,City of Naperville - (IL),PJM,AC,9.378,1.453,0.000,0.000,10.831,"1,018",20,0,0,"1,038",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,9.378,1.453,0.000,0.000,10.831,"1,018",20,0,0,"1,038",0.000,0.000,0.000,0.000,0.000
2024,IL,13292,Norris Electric Coop,MISO,DC,2.675,0.929,.,.,3.604,206,10,.,.,216,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.022,.,.,.,0.022,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.697,0.929,0.000,0.000,3.626,208,10,0,0,218,0.000,0.000,0.000,0.000,0.000
2024,IL,14840,City of Peru - (IL),MISO,AC,0.048,0.321,.,.,0.369,8,3,.,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.048,0.321,0.000,0.000,0.369,8,3,0,0,11,0.000,0.000,0.000,0.000,0.000
2024,IL,16179,Rochelle Municipal Utilities,PJM,AC,0.180,0.695,.,.,0.875,19,9,.,.,28,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.005,0.000,0.000,.,0.005,5,.,0,.,5,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.180,0.695,0.000,0.000,0.875,19,9,0,0,28,0.000,0.000,0.000,0.000,0.000
2024,IL,16196,Rock Energy Cooperative,MISO,AC,0.474,.,.,.,0.474,72,.,.,.,72,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.474,0.000,0.000,0.000,0.474,72,0,0,0,72,0.000,0.000,0.000,0.000,0.000
2024,IL,16740,Scenic Rivers Energy Coop,MISO,AC,0.019,.,.,.,0.019,1,.,.,.,1,8.920,.,.,.,8.920,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.019,0.000,0.000,0.000,0.019,1,0,0,0,1,8.920,0.000,0.000,0.000,8.920
2024,IL,17040,"Shelby Electric Coop, Inc - (IL)",MISO,DC,2.275,.,.,.,2.275,210,.,.,.,210,1.617,.,.,.,1.617,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,0.013,.,.,.,0.013,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.288,0.000,0.000,0.000,2.288,212,0,0,0,212,1.617,0.000,0.000,0.000,1.617
2024,IL,17585,"Southeastern IL Elec Coop, Inc",MISO,AC,3.286,0.222,.,.,3.508,274,10,.,.,284,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.286,0.222,0.000,0.000,3.508,274,10,0,0,284,0.000,0.000,0.000,0.000,0.000
2024,IL,17828,City of Springfield - (IL),MISO,AC,4.634,5.141,.,.,9.775,459,52,.,.,511,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.634,5.141,0.000,0.000,9.775,459,52,0,0,511,0.000,0.000,0.000,0.000,0.000
