Utility Characteristics,,,,Photovoltaic,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,
,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2015,5202,Dixie Electric Membership Corp,LA,3.663,0.079,0.000,0.000,3.742,577,14,0,0,591,"1,556.470",33.568,0.000,0.000,"1,590.038", , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,3.663,0.079,0.000,0.000,3.742,577,14,0,0,591,"1,556",34,0,0,"1,590"
2015,5326,PUD No 1 of Douglas County,WA,0.500, , , ,0.500,5, , , ,5, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.500,0.000,0.000,0.000,0.500,5,0,0,0,5,0,0,0,0,0
2015,5327,Douglas Electric Coop - (OR),OR,0.068,0.004, , ,0.072,25,1, , ,26, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.068,0.004,0.000,0.000,0.072,25,1,0,0,26,0,0,0,0,0
2015,5335,City of Dover - (DE),DE,0.516,1.181, , ,1.697,71,22, , ,93, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.516,1.181,0.000,0.000,1.697,71,22,0,0,93,0,0,0,0,0
2015,5394,Dubois Rural Electric Coop Inc,IN,0.054, , , ,0.054,10, , , ,10,32.000, , , ,32.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.054,0.000,0.000,0.000,0.054,10,0,0,0,10,32,0,0,0,32
2015,5416,"Duke Energy Carolinas, LLC",NC,7.354,6.389,1.726, ,15.469,"1,539",132,4, ,"1,675",192.091,61.147,23.040, ,276.278,0.001,0.002, , ,0.003,1,1, , ,2, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,7.355,6.391,1.726,0.000,15.472,"1,540",133,4,0,"1,677",192,61,23,0,276
2015,5416,"Duke Energy Carolinas, LLC",SC,1.321,0.543, , ,1.864,245,37, , ,282,31.053,4.942, , ,35.995, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,1.321,0.543,0.000,0.000,1.864,245,37,0,0,282,31,5,0,0,36
2015,5417,Dunn County Electric Coop,WI,0.283, , , ,0.283,34, , , ,34,46.000, , , ,46.000,0.017, , , ,0.017,4, , , ,4,0.000, , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.300,0.000,0.000,0.000,0.300,38,0,0,0,38,46,0,0,0,46
2015,5480,Town of Danvers,MA,0.200,0.800, , ,1.000,23,3, , ,26, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.200,0.800,0.000,0.000,1.000,23,3,0,0,26,0,0,0,0,0
2015,5487,Duquesne Light Co,PA,1.712,2.252,1.327, ,5.291,274,50,1, ,325, , , , ,0.000,0.077,0.014, , ,0.091,14,3, , ,17, , , , ,0.000, ,0.065, , ,0.065, ,1, , ,1, , , , ,0.000,1.789,2.331,1.327,0.000,5.447,288,54,1,0,343,0,0,0,0,0
2015,5551,City of Eagle River - (WI),WI, ,0.006,0.000,0.000,0.006, ,2,0,0,2,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000, , ,0,0,0,0.000,0.000,0.000,0.000,0.000, ,0.000,0.000,0.000,0.000, ,0,0,0,0,0.000,0.000,0.000, ,0.000,0.000,0.006,0.000,0.000,0.006,0,2,0,0,2,0,0,0,0,0
2015,5574,East Central Energy,MN,0.196,0.048,0.000,0.000,0.244,29,6,0,0,35,91.189,3.033,0.000,0.000,94.222,0.144,0.094,0.000,0.000,0.238,7,5,0,0,12,42.631,16.531,0.000,0.000,59.162, , , , ,0.000, , , , ,0, , , , ,0.000,0.340,0.142,0.000,0.000,0.482,36,11,0,0,47,134,20,0,0,153
2015,5574,East Central Energy,WI,0.032,0.000,0.000,0.000,0.032,5,0,0,0,5,3.248,0.000,0.000,0.000,3.248,0.022,0.000,0.000,0.000,0.022,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.054,0.000,0.000,0.000,0.054,8,0,0,0,8,3,0,0,0,3
2015,5585,Eastern Illinois Elec Coop,IL,0.076, , , ,0.076,12, , , ,12,34.298, , , ,34.298,0.010, , , ,0.010,1, , , ,1,0.480, , , ,0.480, , , , ,0.000, , , , ,0, , , , ,0.000,0.086,0.000,0.000,0.000,0.086,13,0,0,0,13,35,0,0,0,35
2015,5588,East-Central Iowa Rural Elec Coop,IA,0.204, , , ,0.204,12, , , ,12,15.000, , , ,15.000,0.062, , , ,0.062,5, , , ,5,9.000, , , ,9.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.266,0.000,0.000,0.000,0.266,17,0,0,0,17,24,0,0,0,24
2015,5598,East Central Oklahoma Elec Coop Inc,OK,0.044,0.006, , ,0.050,10,1, , ,11,0.183,0.018, , ,0.201,0.010, , , ,0.010,3, , , ,3,0.006, , , ,0.006, , , , ,0.000, , , , ,0, , , , ,0.000,0.054,0.006,0.000,0.000,0.060,13,1,0,0,14,0,0,0,0,0
2015,5605,Eastern Iowa Light & Power Coop,IA,0.279,0.746, , ,1.025,38,19, , ,57, , , , ,0.000,0.068,0.078, , ,0.146,8,4, , ,12, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.347,0.824,0.000,0.000,1.171,46,23,0,0,69,0,0,0,0,0
2015,5625,Easton Utilities Comm,MD,0.104,0.118, , ,0.222,17,7, , ,24, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.104,0.118,0.000,0.000,0.222,17,7,0,0,24,0,0,0,0,0
2015,5632,Eau Claire Electric Coop,WI,0.100,0.007,0.000,0.000,0.107,16,2,0,0,18,20.322,0.000,0.000,0.000,20.322,0.030,0.000,0.000,0.000,0.030,3,0,0,0,3,11.376,0.000,0.000,0.000,11.376,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.130,0.007,0.000,0.000,0.137,19,2,0,0,21,32,0,0,0,32
2015,5701,El Paso Electric Co,NM,9.776,2.076, , ,11.852,"1,994",102, , ,"2,096","2,109.768",173.613, , ,"2,283.381",0.009,0.006, , ,0.015,4,2, , ,6,0.000,0.000, , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,9.785,2.082,0.000,0.000,11.867,"1,998",104,0,0,"2,102","2,110",174,0,0,"2,283"
2015,5701,El Paso Electric Co,TX,5.395,2.621, , ,8.016,"1,136",69, , ,"1,205",368.039,126.714, , ,494.753,0.018,0.028, , ,0.046,4,3, , ,7,0.000,0.000, , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,5.413,2.649,0.000,0.000,8.062,"1,140",72,0,0,"1,212",368,127,0,0,495
2015,5773,City of Elk River,MN,0.010, , , ,0.010,2, , , ,2,0.000, , , ,0.000,0.051, , , ,0.051,2, , , ,2,0.000, , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.061,0.000,0.000,0.000,0.061,4,0,0,0,4,0,0,0,0,0
2015,5780,Elkhorn Rural Public Pwr Dist,NE,0.009,0.000,0.000,0.000,0.009,1,0,0,0,1,0.165,0.000,0.000,0.000,0.165,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.009,1,0,0,0,1,0,0,0,0,0
2015,5832,Elmhurst Mutual Power & Light Co,WA,0.015, , , ,0.015,5, , , ,5,0.015, , , ,0.015, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.015,0.000,0.000,0.000,0.015,5,0,0,0,5,0,0,0,0,0
2015,5860,Empire District Electric Co,AR,0.012, , , ,0.012,1, , , ,1,2.825, , , ,2.825, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.012,0.000,0.000,0.000,0.012,1,0,0,0,1,3,0,0,0,3
2015,5860,Empire District Electric Co,MO,2.534,0.718,0.046,0.000,3.298,238,22,2,0,262,78.361,2.985,0.000,0.000,81.346,0.035,0.067,0.010, ,0.112,7,2,1, ,10,0.000,0.000,0.000, ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,2.569,0.785,0.056,0.000,3.410,245,24,3,0,272,78,3,0,0,81
2015,5860,Empire District Electric Co,OK, ,0.005, , ,0.005, ,1, , ,1, ,0.000, , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.000,0.005,0.000,0.000,0.005,0,1,0,0,1,0,0,0,0,0
2015,5862,"Empire Electric Assn, Inc",CO,1.059,0.382,0.344,0.000,1.785,95,11,6,0,112,95.719,0.619,37.637,0.000,133.975,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.059,0.382,0.344,0.000,1.785,95,11,6,0,112,96,1,38,0,134
2015,5905,Excelsior Electric Member Corp,GA,0.050,0.000,0.000,0.000,0.050,4,0,0,0,4,16.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.050,4,0,0,0,4,16,0,0,0,16
2015,5964,"Escambia River Elec Coop, Inc",FL,0.103, , , ,0.103,16, , , ,16,34.456, , , ,34.456, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.103,0.000,0.000,0.000,0.103,16,0,0,0,16,34,0,0,0,34
2015,5997,Town of Estes Park,CO,0.126,0.015, , ,0.141,29,1, , ,30, , , , ,0.000,0.004, , , ,0.004,2, , , ,2, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.130,0.015,0.000,0.000,0.145,31,1,0,0,32,0,0,0,0,0
2015,6022,City of Eugene - (OR),OR,1.445,0.662, , ,2.107,269,23, , ,292, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,1.445,0.662,0.000,0.000,2.107,269,23,0,0,292,0,0,0,0,0
2015,6043,City of Evansville,WI,0.023,0.003,0.000,0.000,0.026,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000, , ,0,0,0,0.000,0.000,0.000,0.000,0.000, ,0.000,0.000,0.000,0.000, ,0,0,0,0,0.000,0.000,0.000, ,0.000,0.023,0.003,0.000,0.000,0.026,3,1,0,0,4,0,0,0,0,0
2015,6132,City of Fairbury,NE, , , , ,0.000, , , , ,0, , , , ,0.000, ,0.025, , ,0.025, ,1, , ,1, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.000,0.025,0.000,0.000,0.025,0,1,0,0,1,0,0,0,0,0
2015,6149,City of Ellensburg - (WA),WA,0.105,0.064, , ,0.169,18,3, , ,21, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.105,0.064,0.000,0.000,0.169,18,3,0,0,21,0,0,0,0,0
2015,6173,Fannin County Electric Coop,TX,0.008, , , ,0.008,9, , , ,9, , , , ,0.000,0.005, , , ,0.005,3, , , ,3, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.013,0.000,0.000,0.000,0.013,12,0,0,0,12,0,0,0,0,0
2015,6181,"Farmers Electric Coop, Inc - (MO)",MO,0.084, , , ,0.084,11, , , ,11,47.409, , , ,47.409,0.012, , , ,0.012,2, , , ,2,2.255, , , ,2.255, , , , ,0.000, , , , ,0, , , , ,0.000,0.096,0.000,0.000,0.000,0.096,13,0,0,0,13,50,0,0,0,50
2015,6182,"Farmers Electric Coop, Inc - (TX)",TX,0.312, , , ,0.312,46, , , ,46, , , , ,0.000,0.122, , , ,0.122,47, , , ,47, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.434,0.000,0.000,0.000,0.434,93,0,0,0,93,0,0,0,0,0
2015,6183,"Fayette Electric Coop, Inc",TX,0.100, , , ,0.100,8, , , ,8,70.000, , , ,70.000,0.002, , , ,0.002,1, , , ,1,0.000, , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.102,0.000,0.000,0.000,0.102,9,0,0,0,9,70,0,0,0,70
2015,6198,"Farmers Electric Coop, Inc - (NM)",NM,0.039,0.049, , ,0.088,6,6, , ,12,23.862,9.474, , ,33.336,0.021,0.076, , ,0.097,5,3, , ,8,0.795,14.819, , ,15.614, , , , ,0.000, , , , ,0, , , , ,0.000,0.060,0.125,0.000,0.000,0.185,11,9,0,0,20,25,24,0,0,49
2015,6204,City of Farmington - (NM),NM,0.340,0.099,0.000,0.000,0.439,79,13,0,0,92,384.517,54.396,0.000,0.000,438.913,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.340,0.099,0.000,0.000,0.439,79,13,0,0,92,385,54,0,0,439
2015,6205,City of Farmington - (MO),MO, ,0.012, , ,0.012, ,1, , ,1, ,0.015, , ,0.015, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.000,0.012,0.000,0.000,0.012,0,1,0,0,1,0,0,0,0,0
2015,6258,Federated Rural Electric Assn,MN, ,0.013, , ,0.013, ,1, , ,1, , , , ,0.000, ,0.060, , ,0.060, ,2, , ,2, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.000,0.073,0.000,0.000,0.073,0,3,0,0,3,0,0,0,0,0
2015,6297,PUD No 1 of Ferry County,WA,0.007, , , ,0.007,1, , , ,1,6.449, , , ,6.449, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.007,0.000,0.000,0.000,0.007,1,0,0,0,1,6,0,0,0,6
2015,6335,"Firelands Electric Coop, Inc",OH,0.064, , , ,0.064,9, , , ,9, , , , ,0.000,0.002, , , ,0.002,1, , , ,1, , , , ,0.000,0.007, , , ,0.007,1, , , ,1, , , , ,0.000,0.073,0.000,0.000,0.000,0.073,11,0,0,0,11,0,0,0,0,0
2015,6342,First Electric Coop Corp,AR,0.217, , , ,0.217,40, , , ,40, , , , ,0.000,0.010, , , ,0.010,1, , , ,1, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.227,0.000,0.000,0.000,0.227,41,0,0,0,41,0,0,0,0,0
2015,6374,Fitchburg Gas & Elec Light Co,MA,4.340,5.475,0.772, ,10.587,688,21,4, ,713,492.045,"6,949.327",0.000, ,"7,441.372", , , , ,0.000, , , , ,0, , , , ,0.000,0.002, , , ,0.002,2, , , ,2, , , , ,0.000,4.342,5.475,0.772,0.000,10.589,690,21,4,0,715,492,"6,949",0,0,"7,441"
2015,6395,Flathead Electric Coop Inc,MT,0.124,0.026, , ,0.150,28,6, , ,34, , , , ,0.000,0.005, , , ,0.005,4, , , ,4, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.129,0.026,0.000,0.000,0.155,32,6,0,0,38,0,0,0,0,0
2015,6411,Flint Electric Membership Corp,GA,0.114,0.140, , ,0.254,19,1, , ,20,0.040, , , ,0.040, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.114,0.140,0.000,0.000,0.254,19,1,0,0,20,0,0,0,0,0
2015,6424,Florence Utility Comm,WI, ,0.003,0.000,0.000,0.003, ,1,0,0,1,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000, , ,0,0,0,0.000,0.000,0.000,0.000,0.000, ,0.000,0.000,0.000,0.000, ,0,0,0,0,0.000,0.000,0.000, ,0.000,0.000,0.003,0.000,0.000,0.003,0,1,0,0,1,0,0,0,0,0
2015,6427,City of Floresville,TX,0.100,0.001, , ,0.101,10,1, , ,11, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.100,0.001,0.000,0.000,0.101,10,1,0,0,11,0,0,0,0,0
2015,6431,"Flint Hills Rural E C A, Inc",KS,0.040,0.004, , ,0.044,8,1, , ,9,32.000,6.000, , ,38.000,0.032, , , ,0.032,6, , , ,6,16.000, , , ,16.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.072,0.004,0.000,0.000,0.076,14,1,0,0,15,48,6,0,0,54
2015,6442,Fleming-Mason Energy Coop Inc,KY,0.054, , , ,0.054,18, , , ,18, , , , ,0.000,0.004, , , ,0.004,1, , , ,1, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.058,0.000,0.000,0.000,0.058,19,0,0,0,19,0,0,0,0,0
2015,6443,"Florida Keys El Coop Assn, Inc",FL,0.222,0.040, , ,0.262,37,4, , ,41,105.000,17.000, , ,122.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.222,0.040,0.000,0.000,0.262,37,4,0,0,41,105,17,0,0,122
2015,6452,Florida Power & Light Co,FL,20.110,19.801, , ,39.911,"3,466",784, , ,"4,250",475.503,751.220, , ,"1,226.723",0.013,0.050, , ,0.063,5,7, , ,12,0.000,0.000, , ,0.000,0.000,3.950, , ,3.950,0,3, , ,3,0.000,36.500, , ,36.500,20.123,23.801,0.000,0.000,43.924,"3,471",794,0,0,"4,265",476,788,0,0,"1,263"
2015,6455,"Duke Energy Florida, Inc",FL,14.396,10.042,3.064,0.000,27.502,"2,637",323,7,0,"2,967","7,961.000","3,114.000","1,077.000",0.000,"12,152.000",0.002,0.001,0.000,0.000,0.003,2,1,0,0,3,1.000,0.000,0.000,0.000,1.000, , , , ,0.000, , , , ,0, , , , ,0.000,14.398,10.043,3.064,0.000,27.505,"2,639",324,7,0,"2,970","7,962","3,114","1,077",0,"12,153"
2015,6457,Florida Public Utilities Co,FL,0.343,0.000,0.000,0.000,0.343,69,0,0,0,69,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.343,0.000,0.000,0.000,0.343,69,0,0,0,69,0,0,0,0,0
2015,6579,City of Forest City- (IA),IA, , , , ,0.000, , , , ,0, , , , ,0.000, ,0.750, , ,0.750, ,1, , ,1, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.000,0.750,0.000,0.000,0.750,0,1,0,0,1,0,0,0,0,0
2015,6582,City of Forest Grove,OR,0.030,0.043, , ,0.073,10,2, , ,12, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.030,0.043,0.000,0.000,0.073,10,2,0,0,12,0,0,0,0,0
2015,6604,City of Fort Collins - (CO),CO,2.082,0.888,0.180,0.000,3.150,415,52,1,0,468,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.200,0.000,1.200,0,0,2,0,2,0.000,0.000,0.000,0.000,0.000,2.083,0.888,1.380,0.000,4.351,416,52,3,0,471,0,0,0,0,0
2015,6616,Fort Pierce Utilities Authority,FL,0.015,0.007, , ,0.022,4,3, , ,7,6.501,2.279, , ,8.780, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.015,0.007,0.000,0.000,0.022,4,3,0,0,7,7,2,0,0,9
2015,6638,City of Fountain,CO,0.053, , , ,0.053,11, , , ,11,43.000, , , ,43.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.053,0.000,0.000,0.000,0.053,11,0,0,0,11,43,0,0,0,43
2015,6640,Four County Elec Member Corp,NC,0.055, , , ,0.055,7, , , ,7,32.000, , , ,32.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.055,0.000,0.000,0.000,0.055,7,0,0,0,7,32,0,0,0,32
2015,6708,City of Frankfort - (KY),KY,0.063,0.010, , ,0.073,7,1, , ,8,27.422,0.120, , ,27.542, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.063,0.010,0.000,0.000,0.073,7,1,0,0,8,27,0,0,0,28
2015,6709,Easley Combined Utility System,SC,0.017, , , ,0.017,4, , , ,4,5.197, , , ,5.197, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.017,0.000,0.000,0.000,0.017,4,0,0,0,4,5,0,0,0,5
2015,6715,City of Franklin - (VA),VA,0.040, , , ,0.040,40, , , ,40,0.000, , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.040,0.000,0.000,0.000,0.040,40,0,0,0,40,0,0,0,0,0
2015,6722,Franklin Rural Electric Coop - (IA),IA, ,0.040, , ,0.040, ,1, , ,1, ,6.200, , ,6.200,0.045, , , ,0.045,3, , , ,3,30.500, , , ,30.500, , , , ,0.000, , , , ,0, , , , ,0.000,0.045,0.040,0.000,0.000,0.085,3,1,0,0,4,31,6,0,0,37
2015,6758,City of Fredericksburg - (TX),TX,0.007, , , ,0.007,2, , , ,2,3.169, , , ,3.169, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.007,0.000,0.000,0.000,0.007,2,0,0,0,2,3,0,0,0,3
2015,6779,City of Fremont - (NE),NE,0.006, , , ,0.006,1, , , ,1,0.002, , , ,0.002, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.006,0.000,0.000,0.000,0.006,1,0,0,0,1,0,0,0,0,0
2015,6782,Freeborn-Mower Coop Services,MN,0.129,0.036, , ,0.165,11,1, , ,12,90.380,15.240, , ,105.620,0.242,0.098, , ,0.340,9,3, , ,12,217.437,57.575, , ,275.012, , , , ,0.000, , , , ,0, , , , ,0.000,0.371,0.134,0.000,0.000,0.505,20,4,0,0,24,308,73,0,0,381
2015,6784,French Broad Elec Member Corp,NC,0.137, , , ,0.137,42, , , ,42,127.400, , , ,127.400, , , , ,0.000, , , , ,0, , , , ,0.000,0.001, , , ,0.001,1, , , ,1,0.990, , , ,0.990,0.138,0.000,0.000,0.000,0.138,43,0,0,0,43,128,0,0,0,128
2015,6804,Frontier Power Company,OH,0.012, , , ,0.012,2, , , ,2, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, ,0.095, , ,0.095, ,2, , ,2, , , , ,0.000,0.012,0.095,0.000,0.000,0.107,2,2,0,0,4,0,0,0,0,0
2015,6909,Gainesville Regional Utilities,FL,0.889,1.640, , ,2.529,158,62, , ,220,11.000,66.000, , ,77.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.889,1.640,0.000,0.000,2.529,158,62,0,0,220,11,66,0,0,77
2015,6930,City of Gallup - (NM),NM,0.037,0.118, , ,0.155,12,4, , ,16,26.477,2.494, , ,28.971, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.037,0.118,0.000,0.000,0.155,12,4,0,0,16,26,2,0,0,29
2015,6949,City of Gardner - (KS),KS, , , , ,0.000, , , , ,0, , , , ,0.000, ,0.200, , ,0.200, ,1, , ,1, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.000,0.200,0.000,0.000,0.200,0,1,0,0,1,0,0,0,0,0
2015,6950,Garland Light & Power Company,WY,0.025, , , ,0.025,3, , , ,3,0.000, , , ,0.000,0.010, , , ,0.010,1, , , ,1,0.000, , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.035,0.000,0.000,0.000,0.035,4,0,0,0,4,0,0,0,0,0
2015,6957,"Garkane Energy Coop, Inc",UT,0.517,0.469, , ,0.986,42,14, , ,56,48.441,787.465, , ,835.906,0.004,0.002, , ,0.006,3,1, , ,4,0.000,0.000, , ,0.000,0.000,0.110, , ,0.110,0,2, , ,2,0.000,28.360, , ,28.360,0.521,0.581,0.000,0.000,1.102,45,17,0,0,62,48,816,0,0,864
2015,7024,Gascosage Electric Coop,MO,0.012, , , ,0.012,1, , , ,1,1.353, , , ,1.353, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.012,0.000,0.000,0.000,0.012,1,0,0,0,1,1,0,0,0,1
2015,7090,GreyStone Power Corporation,GA,0.142,0.052, , ,0.194,21,4, , ,25, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.142,0.052,0.000,0.000,0.194,21,4,0,0,25,0,0,0,0,0
2015,7096,City of Geneva- (IL),IL,0.024, , , ,0.024,3, , , ,3, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.024,0.000,0.000,0.000,0.024,3,0,0,0,3,0,0,0,0,0
2015,7129,City of Georgetown - (TX),TX,0.682,0.135, , ,0.817,101,12, , ,113,247.830,94.865, , ,342.695, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.682,0.135,0.000,0.000,0.817,101,12,0,0,113,248,95,0,0,343
2015,7149,City of Gering - (NE),NE,0.001, , , ,0.001,1, , , ,1, , , , ,0.000,0.001, , , ,0.001,1, , , ,1, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.002,0.000,0.000,0.000,0.002,2,0,0,0,2,0,0,0,0,0
2015,7222,City of Gillette - (WY),WY,0.016, , , ,0.016,2, , , ,2,2.170, , , ,2.170, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.016,0.000,0.000,0.000,0.016,2,0,0,0,2,2,0,0,0,2
2015,7257,City of Girard - (KS),KS,0.016, , , ,0.016,1, , , ,1,7.043, , , ,7.043,0.013, , , ,0.013,2, , , ,2,1.080, , , ,1.080, , , , ,0.000, , , , ,0, , , , ,0.000,0.029,0.000,0.000,0.000,0.029,3,0,0,0,3,8,0,0,0,8
2015,7262,"Glacier Electric Coop, Inc",MT,0.008,0.040, , ,0.048,1,3, , ,4, , , , ,0.000,0.010,0.020, , ,0.030,1,2, , ,3, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.018,0.060,0.000,0.000,0.078,2,5,0,0,7,0,0,0,0,0
2015,7264,"Glades Electric Coop, Inc",FL,0.134, , , ,0.134,23, , , ,23,97.000, , , ,97.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.134,0.000,0.000,0.000,0.134,23,0,0,0,23,97,0,0,0,97
