Utility Characteristics,,,,Photovoltaic,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,
,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2015,219,Alaska Power and Telephone Co,AK,0.012,0.011, , ,0.023,3,1, , ,4,1.095,2.900, , ,3.995, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.012,0.011,0.000,0.000,0.023,3,1,0,0,4,1,3,0,0,4
2015,240,Albemarle Electric Member Corp,NC, , , , ,0.000, , , , ,0, , , , ,0.000, ,0.050, , ,0.050, ,1, , ,1, ,0.000, , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.000,0.050,0.000,0.000,0.050,0,1,0,0,1,0,0,0,0,0
2015,296,"Alfalfa Electric Coop, Inc",OK, , , , ,0.000, , , , ,0, , , , ,0.000,0.002,0.004, , ,0.006,1,3, , ,4,0.176,0.900, , ,1.076, , , , ,0.000, , , , ,0, , , , ,0.000,0.002,0.004,0.000,0.000,0.006,1,3,0,0,4,0,1,0,0,1
2015,305,Alger-Delta Coop Electric Assn,MI,0.108,0.003,0.000,0.000,0.111,23,2,0,0,25,0.000,0.000,0.000,0.000,0.000,0.104,0.002,0.000,0.000,0.106,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.003,1,0,0,0,1,0.000,0.000,0.000, ,0.000,0.215,0.005,0.000,0.000,0.220,28,3,0,0,31,0,0,0,0,0
2015,307,Algoma Utility Comm,WI, ,0.009,0.000,0.000,0.009, ,2,0,0,2,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000, , ,0,0,0,0.000,0.000,0.000,0.000,0.000, ,0.000,0.000,0.000,0.000, ,0,0,0,0,0.000,0.000,0.000, ,0.000,0.000,0.009,0.000,0.000,0.009,0,2,0,0,2,0,0,0,0,0
2015,329,"Allamakee-Clayton El Coop, Inc",IA,0.529,0.036, , ,0.565,43,1, , ,44,276.605,0.000, , ,276.605,0.015, , , ,0.015,4, , , ,4,2.240, , , ,2.240, , , , ,0.000, , , , ,0, , , , ,0.000,0.544,0.036,0.000,0.000,0.580,47,1,0,0,48,279,0,0,0,279
2015,367,City of Alliance- (NE),NE,0.020, , , ,0.020,2, , , ,2, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.020,0.000,0.000,0.000,0.020,2,0,0,0,2,0,0,0,0,0
2015,392,Alpena Power Co,MI, ,0.010, , ,0.010, ,2, , ,2, , , , ,0.000,0.030, , , ,0.030,17, , , ,17, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.030,0.010,0.000,0.000,0.040,17,2,0,0,19,0,0,0,0,0
2015,407,Altamaha Electric Member Corp,GA,0.034, , , ,0.034,4, , , ,4,27.936, , , ,27.936, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.034,0.000,0.000,0.000,0.034,4,0,0,0,4,28,0,0,0,28
2015,554,City of Ames - (IA),IA,0.014,0.004, , ,0.018,4,1, , ,5, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.014,0.004,0.000,0.000,0.018,4,1,0,0,5,0,0,0,0,0
2015,562,Amicalola Electric Member Corp,GA,0.113,0.163, , ,0.276,23,4, , ,27,3.833,13.031, , ,16.864, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.113,0.163,0.000,0.000,0.276,23,4,0,0,27,4,13,0,0,17
2015,590,City of Anaheim - (CA),CA,8.400,6.400,0.000, ,14.800,"1,759",86,0, ,"1,845", , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,8.400,6.400,0.000,0.000,14.800,"1,759",86,0,0,"1,845",0,0,0,0,0
2015,599,Anchorage Municipal Light and Power,AK,0.026,0.041, , ,0.067,10,4, , ,14,0.000,0.000, , ,0.000, ,0.002, , ,0.002, ,1, , ,1, ,0.000, , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.026,0.043,0.000,0.000,0.069,10,5,0,0,15,0,0,0,0,0
2015,636,City of Anderson - (IN),IN,0.005, , , ,0.005,1, , , ,1,0.126, , , ,0.126, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.005,0.000,0.000,0.000,0.005,1,0,0,0,1,0,0,0,0,0
2015,689,Connexus Energy,MN,0.167, , , ,0.167,26, , , ,26, , , , ,0.000,0.088, , , ,0.088,7, , , ,7, , , , ,0.000, , ,0.160, ,0.160, , ,1, ,1, , , , ,0.000,0.255,0.000,0.160,0.000,0.415,33,0,1,0,34,0,0,0,0,0
2015,691,City of Anoka,MN,0.008, , , ,0.008,2, , , ,2,12.800, , , ,12.800, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.008,0.000,0.000,0.000,0.008,2,0,0,0,2,13,0,0,0,13
2015,694,Anza Electric Coop Inc,CA,0.194,0.695, , ,0.889,41,1, , ,42, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.194,0.695,0.000,0.000,0.889,41,1,0,0,42,0,0,0,0,0
2015,719,Town of Apex- (NC),NC,0.097, , , ,0.097,17, , , ,17, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.097,0.000,0.000,0.000,0.097,17,0,0,0,17,0,0,0,0,0
2015,733,Appalachian Power Co,VA,2.511,2.357,0.083, ,4.951,488,48,1, ,537,"1,329.816",158.615,0.000, ,"1,488.431",0.075,0.037, , ,0.112,20,5, , ,25,16.454,12.989, , ,29.443, ,1.128, , ,1.128, ,1, , ,1, ,2.400, , ,2.400,2.586,3.522,0.083,0.000,6.191,508,54,1,0,563,"1,346",174,0,0,"1,520"
2015,733,Appalachian Power Co,WV,0.326,0.300,0.005, ,0.631,68,22,1, ,91,153.950,71.459,2.805, ,228.214,0.025,0.010, , ,0.035,6,2, , ,8,0.509,0.000, , ,0.509, , , , ,0.000, , , , ,0, , , , ,0.000,0.351,0.310,0.005,0.000,0.666,74,24,1,0,99,154,71,3,0,229
2015,803,Arizona Public Service Co,AZ,237.600,203.870, , ,441.470,"39,127","1,183", , ,"40,310", , , , ,0.000,0.050,0.110, , ,0.160,25,11, , ,36, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,237.650,203.980,0.000,0.000,441.630,"39,152","1,194",0,0,"40,346",0,0,0,0,0
2015,814,Entergy Arkansas Inc,AR,0.700,0.230, , ,0.930,130,18, , ,148, , , , ,0.000,0.002,0.057, , ,0.059,1,4, , ,5, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.702,0.287,0.000,0.000,0.989,131,22,0,0,153,0,0,0,0,0
2015,817,Arkansas Valley Elec Coop Corp,AR,0.118,0.017, , ,0.135,24,1, , ,25,7.456, , , ,7.456,0.006, , , ,0.006,1, , , ,1, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.124,0.017,0.000,0.000,0.141,25,1,0,0,26,7,0,0,0,7
2015,887,"Arrowhead Electric Coop, Inc",MN,0.001,0.001, , ,0.002,23,2, , ,25, , , , ,0.000,0.001,0.000, , ,0.001,1,0, , ,1, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.002,0.001,0.000,0.000,0.003,24,2,0,0,26,0,0,0,0,0
2015,942,Atchison-Holt Electric Coop,IA,0.023, , , ,0.023,1, , , ,1,8.669, , , ,8.669, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.023,0.000,0.000,0.000,0.023,1,0,0,0,1,9,0,0,0,9
2015,942,Atchison-Holt Electric Coop,MO,0.008, , , ,0.008,2, , , ,2,0.032, , , ,0.032,0.010, , , ,0.010,1, , , ,1, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.018,0.000,0.000,0.000,0.018,3,0,0,0,3,0,0,0,0,0
2015,963,Atlantic City Electric Co,NJ,68.261,76.028,20.074, ,164.363,"8,069",719,36, ,"8,824","5,014.704","9,643.284", , ,"14,657.988",0.262,0.076, , ,0.338,25,5, , ,30,0.000,0.000, , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,68.523,76.104,20.074,0.000,164.701,"8,094",724,36,0,"8,854","5,015","9,643",0,0,"14,658"
2015,1009,City of Austin - (MN),MN,0.010,0.070, , ,0.080,5,8, , ,13,3.924,15.903, , ,19.827, ,0.060, , ,0.060, ,2, , ,2, ,63.984, , ,63.984, , , , ,0.000, , , , ,0, , , , ,0.000,0.010,0.130,0.000,0.000,0.140,5,10,0,0,15,4,80,0,0,84
2015,1015,Austin Energy,TX,19.716,11.696, , ,31.412,"4,497",369, , ,"4,866", , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,19.716,11.696,0.000,0.000,31.412,"4,497",369,0,0,"4,866",0,0,0,0,0
2015,1050,City of Azusa,CA,0.544,0.014,0.405, ,0.963,144,1,5, ,150, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.544,0.014,0.405,0.000,0.963,144,1,5,0,150,0,0,0,0,0
2015,1062,BARC Electric Coop Inc,VA,0.101, , , ,0.101,15, , , ,15,3.000, , , ,3.000,0.005, , , ,0.005,2, , , ,2, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.106,0.000,0.000,0.000,0.106,17,0,0,0,17,3,0,0,0,3
2015,1148,City of Baldwin City- (KS),KS,0.039,0.013, , ,0.052,6,2, , ,8, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.039,0.013,0.000,0.000,0.052,6,2,0,0,8,0,0,0,0,0
2015,1167,Baltimore Gas & Electric Co,MD,71.880,59.640, , ,131.520,"11,299",380, , ,"11,679", , , , ,0.000,0.055,0.010, , ,0.065,18,3, , ,21, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,71.935,59.650,0.000,0.000,131.585,"11,317",383,0,0,"11,700",0,0,0,0,0
2015,1175,"Bandera Electric Coop, Inc",TX,0.730, , , ,0.730,85, , , ,85, , , , ,0.000,0.030, , , ,0.030,10, , , ,10, , , , ,0.000,0.008, , , ,0.008,1, , , ,1, , , , ,0.000,0.768,0.000,0.000,0.000,0.768,96,0,0,0,96,0,0,0,0,0
2015,1179,Emera Maine,ME,1.348,1.173,0.026, ,2.547,283,86,1, ,370, , , , ,0.000,0.359,0.164,0.600, ,1.123,97,16,1, ,114, , , , ,0.000, ,0.280, , ,0.280, ,4, , ,4, , , , ,0.000,1.707,1.617,0.626,0.000,3.950,380,106,2,0,488,0,0,0,0,0
2015,1181,Village of Bangor - (WI),WI,0.015,0.016, , ,0.031,3,1, , ,4, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.015,0.016,0.000,0.000,0.031,3,1,0,0,4,0,0,0,0,0
2015,1192,City of Banning - (CA),CA,0.922,0.251, , ,1.173,185,7, , ,192, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.922,0.251,0.000,0.000,1.173,185,7,0,0,192,0,0,0,0,0
2015,1196,Village of Baraga - (MI),MI, ,0.002,0.000,0.000,0.002, ,1,0,0,1,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000, , ,0,0,0,0.000,0.000,0.000,0.000,0.000, ,0.000,0.000,0.000,0.000, ,0,0,0,0,0.000,0.000,0.000, ,0.000,0.000,0.002,0.000,0.000,0.002,0,1,0,0,1,0,0,0,0,0
2015,1251,Barron Electric Coop,WI,0.185, , , ,0.185,16, , , ,16,2.414, , , ,2.414,0.008, , , ,0.008,2, , , ,2,0.061, , , ,0.061, , , , ,0.000, , , , ,0, , , , ,0.000,0.193,0.000,0.000,0.000,0.193,18,0,0,0,18,2,0,0,0,2
2015,1273,"Bartlett Electric Coop, Inc",TX,0.236, , , ,0.236,24, , , ,24,0.000, , , ,0.000,0.017, , , ,0.017,6, , , ,6,0.000, , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.253,0.000,0.000,0.000,0.253,30,0,0,0,30,0,0,0,0,0
2015,1283,Bartholomew County Rural E M C,IN,0.047, , , ,0.047,6, , , ,6,0.013, , , ,0.013,0.003, , , ,0.003,3, , , ,3,0.000, , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.050,0.000,0.000,0.000,0.050,9,0,0,0,9,0,0,0,0,0
2015,1300,City of Bartow - (FL),FL,0.055,0.033,0.034, ,0.122,9,3,1, ,13, , , , ,0.000,0.002, , , ,0.002,1, , , ,1, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.057,0.033,0.034,0.000,0.124,10,3,1,0,14,0,0,0,0,0
2015,1301,"Barton County Elec Coop, Inc",MO,0.080, , , ,0.080,10, , , ,10, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.080,0.000,0.000,0.000,0.080,10,0,0,0,10,0,0,0,0,0
2015,1367,"Bayfield Electric Coop, Inc",WI,0.090, , , ,0.090,20, , , ,20,0.000, , , ,0.000,0.008, , , ,0.008,3, , , ,3,0.000, , , ,0.000,0.000, , , ,0.000,0, , , ,0,0.000, , , ,0.000,0.098,0.000,0.000,0.000,0.098,23,0,0,0,23,0,0,0,0,0
2015,1417,"Beartooth Electric Coop, Inc",MT,0.133, , , ,0.133,25, , , ,25, , , , ,0.000,0.022, , , ,0.022,6, , , ,6, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.155,0.000,0.000,0.000,0.155,31,0,0,0,31,0,0,0,0,0
2015,1417,"Beartooth Electric Coop, Inc",WY,0.190, , , ,0.190,4, , , ,4, , , , ,0.000,0.024, , , ,0.024,1, , , ,1, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.214,0.000,0.000,0.000,0.214,5,0,0,0,5,0,0,0,0,0
2015,1458,"Beauregard Electric Coop, Inc",LA,1.281, , , ,1.281,199, , , ,199, , , , ,0.000,0.009, , , ,0.009,2, , , ,2, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,1.290,0.000,0.000,0.000,1.290,201,0,0,0,201,0,0,0,0,0
2015,1529,"Beltrami Electric Coop, Inc",MN,0.124,0.000,0.000,0.000,0.124,12,0,0,0,12,41.140,0.000,0.000,0.000,41.140,0.048,0.000,0.000,0.000,0.048,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.172,0.000,0.000,0.000,0.172,16,0,0,0,16,41,0,0,0,41
2015,1579,PUD No 1 of Benton County,WA,0.565,0.051, , ,0.616,90,6, , ,96,227.085,3.656, , ,230.741,0.005,0.002, , ,0.007,2,1, , ,3,0.139,1.064, , ,1.203, , , , ,0.000, , , , ,0, , , , ,0.000,0.570,0.053,0.000,0.000,0.623,92,7,0,0,99,227,5,0,0,232
2015,1586,City of Bentonville - (AR),AR,0.070,0.180, , ,0.250,3,1, , ,4, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.070,0.180,0.000,0.000,0.250,3,1,0,0,4,0,0,0,0,0
2015,1591,"Big Country Electric Coop, Inc",TX, , , , ,0.000, , , , ,0, , , , ,0.000,0.025, , , ,0.025,4, , , ,4, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.025,0.000,0.000,0.000,0.025,4,0,0,0,4,0,0,0,0,0
2015,1613,Berkeley Electric Coop Inc,SC,0.232, , , ,0.232,40, , , ,40, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.232,0.000,0.000,0.000,0.232,40,0,0,0,40,0,0,0,0,0
2015,1625,Benton Rural Electric Assn,WA,0.320, , , ,0.320,56, , , ,56,322.550, , , ,322.550,0.007, , , ,0.007,2, , , ,2,1.000, , , ,1.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.327,0.000,0.000,0.000,0.327,58,0,0,0,58,324,0,0,0,324
2015,1675,Big Horn Rural Electric Co,WY, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.036, , , ,0.036,3, , , ,3,39.410, , , ,39.410,0.036,0.000,0.000,0.000,0.036,3,0,0,0,3,39,0,0,0,39
2015,1723,"Big Bend Electric Coop, Inc",WA,0.041,0.007,0.008,0.000,0.056,4,1,1,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.041,0.007,0.008,0.000,0.056,4,1,1,0,6,0,0,0,0,0
2015,1736,Blachly-Lane County Coop El Assn,OR,0.016, , , ,0.016,4, , , ,4,9.490, , , ,9.490, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.016,0.000,0.000,0.000,0.016,4,0,0,0,4,9,0,0,0,9
2015,1763,"Black River Electric Coop, Inc - (SC)",SC,0.064, , , ,0.064,14, , , ,14,12.593, , , ,12.593, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.064,0.000,0.000,0.000,0.064,14,0,0,0,14,13,0,0,0,13
2015,1769,"Black Hills Electric Coop, Inc",SD,0.025,0.000,0.000,0.000,0.025,5,0,0,0,5,16.782,0.000,0.000,0.000,16.782,0.005,0.000,0.000,0.000,0.005,1,0,0,0,1,0.855,0.000,0.000,0.000,0.855, , , , ,0.000, , , , ,0, , , , ,0.000,0.030,0.000,0.000,0.000,0.030,6,0,0,0,6,18,0,0,0,18
2015,1775,Black River Electric Coop - (MO),MO,0.010, , , ,0.010,1, , , ,1, , , , ,0.000,0.027, , , ,0.027,6, , , ,6,2.830, , , ,2.830, , , , ,0.000, , , , ,0, , , , ,0.000,0.037,0.000,0.000,0.000,0.037,7,0,0,0,7,3,0,0,0,3
2015,1776,City of Black River Falls,WI, ,0.011,0.000,0.000,0.011, ,2,0,0,2,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000, , ,0,0,0,0.000,0.000,0.000,0.000,0.000, ,0.000,0.000,0.000,0.000, ,0,0,0,0,0.000,0.000,0.000, ,0.000,0.000,0.011,0.000,0.000,0.011,0,2,0,0,2,0,0,0,0,0
2015,1857,Block Island Power Co,RI,0.050, , , ,0.050,20, , , ,20, , , , ,0.000,0.040, , , ,0.040,4, , , ,4, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.090,0.000,0.000,0.000,0.090,24,0,0,0,24,0,0,0,0,0
2015,1884,BENCO Electric Cooperative,MN,0.086, , , ,0.086,15, , , ,15,105.987, , , ,105.987,0.173,0.208, , ,0.381,6,5, , ,11,225.700,112.100, , ,337.800, ,0.450, , ,0.450, ,1, , ,1, ,0.000, , ,0.000,0.259,0.658,0.000,0.000,0.917,21,6,0,0,27,332,112,0,0,444
2015,1889,Blue Ridge Elec Member Corp - (NC),NC,0.470,0.020,0.000,0.000,0.490,89,2,0,0,91,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.010,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.480,0.020,0.000,0.000,0.500,91,2,0,0,93,0,0,0,0,0
2015,1890,Blue Ridge Electric Coop Inc - (SC),SC,0.333,0.004, , ,0.337,78,1, , ,79,17.240,0.000, , ,17.240, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.333,0.004,0.000,0.000,0.337,78,1,0,0,79,17,0,0,0,17
2015,1892,"Bluebonnet Electric Coop, Inc",TX,0.984,0.052, , ,1.036,152,8, , ,160,91.240,6.679, , ,97.919,0.068,0.016, , ,0.084,16,3, , ,19,2.417,0.039, , ,2.456, , , , ,0.000, , , , ,0, , , , ,0.000,1.052,0.068,0.000,0.000,1.120,168,11,0,0,179,94,7,0,0,100
2015,1997,City of Boscobel - (WI),WI, ,0.012,0.000,0.000,0.012, ,1,0,0,1,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000, , ,0,0,0,0.000,0.000,0.000,0.000,0.000, ,0.000,0.000,0.000,0.000, ,0,0,0,0,0.000,0.000,0.000, ,0.000,0.000,0.012,0.000,0.000,0.012,0,1,0,0,1,0,0,0,0,0
2015,2001,Boone Electric Coop,MO,0.140, , , ,0.140,26, , , ,26,107.779, , , ,107.779,0.005, , , ,0.005,3, , , ,3,0.377, , , ,0.377, , , , ,0.000, , , , ,0, , , , ,0.000,0.145,0.000,0.000,0.000,0.145,29,0,0,0,29,108,0,0,0,108
2015,2008,City of Boulder City - (NV),NV,0.020,0.331,0.000,0.000,0.351,6,3, , ,9, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.020,0.331,0.000,0.000,0.351,6,3,0,0,9,0,0,0,0,0
2015,2010,City of Bountiful,UT,0.361,0.034,0.000,0.000,0.395,59,2,0,0,61,0.000,0.000,0.000,0.000,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.361,0.034,0.000,0.000,0.395,59,2,0,0,61,0,0,0,0,0
2015,2049,"Bowie-Cass Electric Coop, Inc",TX,0.200,0.490, , ,0.690,12,4, , ,16,13.100,49.500, , ,62.600, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.200,0.490,0.000,0.000,0.690,12,4,0,0,16,13,50,0,0,63
2015,2144,Town of Braintree - (MA),MA,0.030,0.450, , ,0.480,7,4, , ,11, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.005, , , ,0.005,3, , , ,3, , , , ,0.000,0.035,0.450,0.000,0.000,0.485,10,4,0,0,14,0,0,0,0,0
2015,2194,City of Brenham - (TX),TX,0.005, , , ,0.005,2, , , ,2, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.005,0.000,0.000,0.000,0.005,2,0,0,0,2,0,0,0,0,0
2015,2212,"Broad River Electric Coop, Inc",SC,0.101, , , ,0.101,18, , , ,18,19.010, , , ,19.010, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.101,0.000,0.000,0.000,0.101,18,0,0,0,18,19,0,0,0,19
2015,2215,"Bridger Valley Elec Assn, Inc",WY,0.025,0.050, , ,0.075,1,2, , ,3, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.025,0.050,0.000,0.000,0.075,1,2,0,0,3,0,0,0,0,0
2015,2220,Brigham City Corporation,UT,0.046,0.060, , ,0.106,7,1, , ,8, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000, , , , ,0.000, , , , ,0, , , , ,0.000,0.046,0.060,0.000,0.000,0.106,7,1,0,0,8,0,0,0,0,0
