Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2016,IA,8319,Heartland Power Coop,DC,0.043,.,.,.,0.043,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0,0.852,.,.,.,0.852,142,.,.,.,142,349.532,.,.,.,349.532,0.100,0.020,.,.,0.120,7,1,.,.,8,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.995,0.020,0.000,0.000,1.015,155,1,0,0,156,349.532,0.000,0.000,0.000,349.532
2016,IA,9230,City of Independence - (IA),DC,0.013,0.013,0.000,0.000,0.026,3,2,0,0,5,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.013,0.013,0.000,0.000,0.026,3,2,0,0,5,0.000,0.000,0.000,0.000,0.000
2016,IA,9275,Indianola Municipal Utilities,AC,0.031,.,.,.,0.031,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.002,.,.,.,0.002,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.031,0.000,0.000,0.000,0.031,2,0,0,0,2,0.002,0.000,0.000,0.000,0.002
2016,IA,9417,Interstate Power and Light Co,AC,8.422,20.603,0.300,.,29.325,"1,171",862,9,.,"2,042",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,13.537,36.401,.,.,49.938,0.323,2.720,0.160,.,3.203,39,81,2,.,122,279.217,764.158,.,.,"1,043.375",.,0.850,.,.,0.850,.,2,.,.,2,.,512.750,.,.,512.750,8.745,24.173,0.460,0.000,33.378,"1,210",945,11,0,"2,166",292.754,"1,313.309",0.000,0.000,"1,606.063"
2016,IA,9425,Iowa Lakes Electric Coop,AC,0.097,0.502,.,.,0.599,9,16,.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.059,0.363,.,.,0.422,8,8,.,.,16,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.156,0.865,0.000,0.000,1.021,17,24,0,0,41,0.000,0.000,0.000,0.000,0.000
2016,IA,10606,City of Lake Mills,AC,.,0.016,.,.,0.016,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.020,.,.,.,0.020,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.016,0.000,0.000,0.036,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,IA,11053,Linn County REC,AC,0.526,0.071,0.450,.,1.047,52,4,11,.,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,258.000,33.000,50.000,.,341.000,0.040,.,0.004,.,0.044,3,.,1,.,4,18.000,.,0.000,.,18.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.566,0.071,0.454,0.000,1.091,55,4,12,0,71,276.000,33.000,50.000,0.000,359.000
2016,IA,11298,Lyon Rural Electric Coop,DC,0.030,.,.,.,0.030,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.030,0.000,0.000,0.000,0.030,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,IA,11611,City of Maquoketa - (IA),DC,0.010,.,0.000,0.000,0.010,2,.,0,0,2,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.010,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,IA,11788,Consumers Energy,AC,0.188,.,.,.,0.188,17,.,.,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,120.481,.,.,.,120.481,0.063,.,.,.,0.063,8,.,.,.,8,31.911,.,.,.,31.911,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.251,0.000,0.000,0.000,0.251,25,0,0,0,25,152.392,0.000,0.000,0.000,152.392
2016,IA,12341,MidAmerican Energy Co,AC,1.389,2.398,0.098,.,3.885,207,95,2,.,304,0.033,.,.,.,0.033,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0,163.914,247.372,0.000,.,411.286,0.455,1.102,0.006,.,1.563,50,26,1,.,77,52.794,183.169,0.000,.,235.963,.,.,2.290,.,2.290,.,.,2,.,2,.,.,0.210,.,0.210,1.844,3.500,2.394,0.000,7.738,257,121,5,0,383,216.708,430.541,0.210,0.000,647.459
2016,IA,12450,Midland Power Coop,AC,0.031,.,.,.,0.031,5,.,.,.,5,0.000,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.239,.,.,.,0.239,10,.,.,.,10,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.270,0.000,0.000,0.000,0.270,15,0,0,0,15,0.000,0.000,0.000,0.000,0.000
2016,IA,12541,City of Milford - (IA),AC,0.012,.,.,.,0.012,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.879,.,.,.,1.879,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.012,0.000,0.000,0.000,0.012,1,0,0,0,1,1.879,0.000,0.000,0.000,1.879
2016,IA,13038,City of Mt Pleasant - (IA),AC,0.009,0.076,.,.,0.085,1,3,.,.,4,0.000,0.000,.,.,0.000,0,0,.,.,0,0.000,0.000,.,.,0.000,0,0,.,.,0,0.986,55.799,.,.,56.785,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.009,0.076,0.000,0.000,0.085,1,3,0,0,4,0.986,55.799,0.000,0.000,56.785
2016,IA,13143,Board of Water Electric & Communications,AC,0.008,0.032,.,.,0.040,1,3,.,.,4,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,0.032,0.000,0.000,0.040,1,3,0,0,4,0.000,0.000,0.000,0.000,0.000
2016,IA,13675,Nishnabotna Valley R E C,AC,0.190,0.000,0.000,0.000,0.190,9,0,0,0,9,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,6.000,0.000,0.000,0.000,6.000,0.080,0.000,0.000,0.000,0.080,9,0,0,0,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.270,0.000,0.000,0.000,0.270,18,0,0,0,18,6.000,0.000,0.000,0.000,6.000
2016,IA,15291,Prairie Energy Coop,AC,0.012,.,0.021,.,0.033,1,.,1,.,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,3.430,.,4.760,.,8.190,0.015,.,0.080,.,0.095,2,.,3,.,5,1.760,.,0.420,.,2.180,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.027,0.000,0.101,0.000,0.128,3,0,4,0,7,5.190,0.000,5.180,0.000,10.370
2016,IA,15349,City of Preston,DC,.,0.004,0.000,0.000,0.004,.,1,0,0,1,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.004,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2016,IA,17260,North West Rural Electric Coop,AC,0.036,0.109,.,.,0.145,5,5,.,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.290,18.770,.,.,28.060,0.060,0.040,.,.,0.100,3,1,.,.,4,5.880,0.000,.,.,5.880,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.096,0.149,0.000,0.000,0.245,8,6,0,0,14,15.170,18.770,0.000,0.000,33.940
2016,IA,17643,"Southern Iowa Elec Coop, Inc",AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.051,.,.,.,0.051,4,.,.,.,4,9.000,.,.,.,9.000,0.008,.,.,.,0.008,1,.,.,.,1,8.000,.,.,.,8.000,0.059,0.000,0.000,0.000,0.059,5,0,0,0,5,17.000,0.000,0.000,0.000,17.000
2016,IA,18446,T I P Rural Electric Coop,AC,0.106,.,.,.,0.106,6,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85.296,.,.,.,85.296,0.017,.,.,.,0.017,3,.,.,.,3,3.721,.,.,.,3.721,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.123,0.000,0.000,0.000,0.123,9,0,0,0,9,89.017,0.000,0.000,0.000,89.017
2016,IA,19157,Tri-County Electric Coop,AC,0.000,0.158,0.000,.,0.158,0,1,0,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.000,114.000,0.000,.,114.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.158,0.000,0.000,0.158,0,1,0,0,1,0.000,114.000,0.000,0.000,114.000
2016,IA,19437,Western Iowa Power Coop,DC,0.085,0.005,0.019,.,0.109,5,1,2,.,8,0.000,0.000,.,.,0.000,0,0,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.008,.,0.001,.,0.009,0.020,.,0.060,.,0.080,2,.,2,.,4,0.003,.,0.012,.,0.015,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.105,0.005,0.079,0.000,0.189,7,1,4,0,12,0.011,0.000,0.013,0.000,0.024
2016,IA,20214,Waverly Municipal Elec Utility,AC,0.018,.,.,.,0.018,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.018,0.000,0.000,0.000,0.018,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000
2016,IA,20259,City of Webster City - (IA),AC,0.049,.,.,.,0.049,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,7.560,.,.,.,7.560,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.049,0.000,0.000,0.000,0.049,1,0,0,0,1,7.560,0.000,0.000,0.000,7.560
2016,IA,20789,City of Wilton,AC,0.007,0.007,.,.,0.014,1,1,.,.,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.007,0.007,0.000,0.000,0.014,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,IA,20951,Woodbury County Rural E C A,DC,0.029,.,.,.,0.029,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.019,.,.,.,0.019,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.029,0.000,0.000,0.000,0.029,1,0,0,0,1,0.019,0.000,0.000,0.000,0.019
2016,ID,3739,Clearwater Power Company,AC,0.092,0.017,.,.,0.109,17,2,.,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.011,0.000,.,.,0.011,4,0,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.103,0.017,0.000,0.000,0.120,21,2,0,0,23,0.000,0.000,0.000,0.000,0.000
2016,ID,9187,City of Idaho Falls - (ID),AC,0.026,0.089,0.000,0.000,0.115,6,6,0,0,12,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1.100,0.000,0.000,0.000,1.100,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.026,0.089,0.000,0.000,0.115,6,6,0,0,12,1.100,0.000,0.000,0.000,1.100
2016,ID,9191,Idaho Power Co,DC,4.890,1.800,0.141,.,6.831,853,110,5,.,968,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.291,0.045,0.040,.,0.376,54,6,1,.,61,.,.,.,.,0.000,0.062,0.085,0.000,.,0.147,6,4,0,.,10,.,.,.,.,0.000,5.243,1.930,0.181,0.000,7.354,913,120,6,0,"1,039",0.000,0.000,0.000,0.000,0.000
2016,ID,10454,Kootenai Electric Cooperative,DC,0.096,.,.,.,0.096,16,.,.,.,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.016,.,.,.,0.016,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.112,0.000,0.000,0.000,0.112,21,0,0,0,21,0.000,0.000,0.000,0.000,0.000
2016,ID,11273,Lower Valley Energy Inc,AC,0.022,.,.,.,0.022,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.000,0.000,0.000,0.024,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2016,ID,14354,PacifiCorp,DC,0.851,0.337,0.000,0.000,1.188,135,18,0,0,153,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.213,0.057,0.000,0.000,0.270,61,8,0,0,69,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,2,0,0,0,2,.,.,.,.,0.000,1.072,0.394,0.000,0.000,1.466,198,26,0,0,224,0.000,0.000,0.000,0.000,0.000
2016,ID,20169,Avista Corp,AC,0.173,0.252,0.000,0.000,0.425,36,14,0,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.013,0.002,0.000,0.000,0.015,4,1,0,0,5,.,.,.,.,0.000,0.009,0.065,0.000,0.000,0.074,2,1,0,0,3,.,.,.,.,0.000,0.195,0.319,0.000,0.000,0.514,42,16,0,0,58,0.000,0.000,0.000,0.000,0.000
2016,IL,97,Adams Electric Coop,AC,0.006,.,.,.,0.006,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.018,.,.,.,0.018,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.000,0.000,0.000,0.024,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000
2016,IL,3931,Coles-Moultrie Electric Coop,DC,0.064,0.035,.,.,0.099,8,1,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.011,.,.,.,0.011,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.075,0.035,0.000,0.000,0.110,10,1,0,0,11,0.000,0.000,0.000,0.000,0.000
2016,IL,4110,Commonwealth Edison Co,AC,4.260,5.400,.,.,9.660,722,115,.,.,837,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.300,2.540,.,.,2.840,42,11,.,.,53,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.560,7.940,0.000,0.000,12.500,764,126,0,0,890,0.000,0.000,0.000,0.000,0.000
2016,IL,4362,Corn Belt Energy Corporation,AC,0.182,.,.,.,0.182,30,.,.,.,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.032,.,.,.,0.032,3,.,.,.,3,.,.,.,.,0.000,.,.,2.600,.,2.600,.,.,1,.,1,.,.,.,.,0.000,0.214,0.000,2.600,0.000,2.814,33,0,1,0,34,0.000,0.000,0.000,0.000,0.000
2016,IL,5585,Eastern Illinois Elec Coop,AC,0.131,0.003,.,.,0.134,19,1,.,.,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46.535,0.000,.,.,46.535,0.010,.,.,.,0.010,1,.,.,.,1,0.400,.,.,.,0.400,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.141,0.003,0.000,0.000,0.144,20,1,0,0,21,46.935,0.000,0.000,0.000,46.935
2016,IL,7096,City of Geneva- (IL),AC,0.030,.,.,.,0.030,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.030,0.000,0.000,0.000,0.030,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000
2016,IL,8824,M J M Electric Cooperative Inc,AC,0.010,.,.,.,0.010,28,.,.,.,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.010,.,.,.,0.010,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.000,0.000,0.000,0.020,30,0,0,0,30,0.000,0.000,0.000,0.000,0.000
2016,IL,9750,Jo-Carroll Energy Coop Inc,AC,0.407,0.050,.,.,0.457,60,3,.,.,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,286.000,23.000,.,.,309.000,0.016,.,.,.,0.016,7,.,.,.,7,1.400,.,.,.,1.400,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.423,0.050,0.000,0.000,0.473,67,3,0,0,70,287.400,23.000,0.000,0.000,310.400
2016,IL,12341,MidAmerican Energy Co,AC,0.038,0.566,0.000,.,0.604,10,4,0,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.619,0.000,0.000,.,3.619,0.002,0.620,0.000,.,0.622,1,2,0,.,3,0.000,0.000,0.000,.,0.000,0.000,1.200,0.000,.,1.200,0,1,0,.,1,0.000,0.000,0.000,.,0.000,0.040,2.386,0.000,0.000,2.426,11,7,0,0,18,3.619,0.000,0.000,0.000,3.619
2016,IL,12395,Menard Electric Coop,DC,0.068,.,.,.,0.068,13,.,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29.551,.,.,.,29.551,0.018,.,.,.,0.018,3,.,.,.,3,10.314,.,.,.,10.314,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.086,0.000,0.000,0.000,0.086,16,0,0,0,16,39.865,0.000,0.000,0.000,39.865
2016,IL,12803,"Monroe County Elec Coop, Inc",AC,0.134,.,.,.,0.134,14,.,.,.,14,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,8.600,.,.,.,8.600,0.001,.,.,.,0.001,1,.,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.135,0.000,0.000,0.000,0.135,15,0,0,0,15,8.600,0.000,0.000,0.000,8.600
2016,IL,13032,Mt Carmel Public Utility Co,AC,0.015,0.010,0.000,0.000,0.025,3,1,0,0,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.211,2.640,0.000,0.000,10.851,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.015,0.010,0.000,0.000,0.025,3,1,0,0,4,8.211,2.640,0.000,0.000,10.851
2016,IL,13208,City of Naperville - (IL),AC,0.115,0.618,.,.,0.733,17,8,.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.001,.,.,0.001,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.115,0.619,0.000,0.000,0.734,17,9,0,0,26,0.000,0.000,0.000,0.000,0.000
2016,IL,13292,Norris Electric Coop,DC,0.586,0.255,.,.,0.841,34,4,.,.,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.020,.,.,.,0.020,2,.,.,.,2,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.606,0.255,0.000,0.000,0.861,36,4,0,0,40,0.000,0.000,0.000,0.000,0.000
2016,IL,16420,Rural Electric Conven Coop,AC,0.089,0.071,.,.,0.160,8,4,.,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.012,0.020,.,.,0.032,2,1,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.101,0.091,0.000,0.000,0.192,10,5,0,0,15,0.000,0.000,0.000,0.000,0.000
2016,IL,17040,"Shelby Electric Coop, Inc",DC,0.210,.,.,.,0.210,13,.,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.013,.,.,.,0.013,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.223,0.000,0.000,0.000,0.223,15,0,0,0,15,0.000,0.000,0.000,0.000,0.000
2016,IL,17585,"Southeastern IL Elec Coop, Inc",AC,0.024,.,.,.,0.024,18,.,.,.,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.000,.,.,.,1.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.000,0.000,0.000,0.024,18,0,0,0,18,1.000,0.000,0.000,0.000,1.000
2016,IL,17631,Southern Illinois Elec Coop,DC,0.077,.,.,.,0.077,10,.,.,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.079,0.000,0.000,0.000,0.079,11,0,0,0,11,0.000,0.000,0.000,0.000,0.000
2016,IL,17828,City of Springfield - (IL),AC,0.192,0.417,.,.,0.609,31,25,.,.,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.010,.,.,0.010,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.192,0.427,0.000,0.000,0.619,31,26,0,0,57,0.000,0.000,0.000,0.000,0.000
2016,IL,17860,City of St Charles - (IL),AC,0.005,0.100,0.000,0.000,0.105,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.357,16.976,0.000,0.000,17.333,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.005,0.100,0.000,0.000,0.105,1,1,0,0,2,0.357,16.976,0.000,0.000,17.333
2016,IL,18955,"Tri-County Electric Coop, Inc",AC,0.050,.,.,.,0.050,8,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,0.000,0.000,0.000,0.050,8,0,0,0,8,0.000,0.000,0.000,0.000,0.000
2016,IL,20222,Wayne-White Counties Elec Coop,AC,0.135,0.000,0.000,0.000,0.135,9,0,0,0,9,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,112.093,0.000,0.000,0.000,112.093,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.135,0.000,0.000,0.000,0.135,9,0,0,0,9,112.093,0.000,0.000,0.000,112.093
